SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 13, 'PARTIDO DOS TRABALHADORES')","('QT_VOTOS', 16, 'PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO')","('QT_VOTOS', 23, 'PARTIDO POPULAR SOCIALISTA')","('QT_VOTOS', 29, 'PARTIDO DA CAUSA OPERÁRIA')","('QT_VOTOS', 40, 'PARTIDO SOCIALISTA BRASILEIRO')","('QT_VOTOS', 45, 'PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
PB,21016,NAZAREZINHO,1582,7,716,1,275,879,974,5470,164,4496,872
PB,21032,NOVA FLORESTA,1177,7,445,2,332,2176,807,5758,205,4951,607
PB,21059,NOVA OLINDA,729,5,706,0,112,918,1813,5176,113,3363,780
PB,21075,NOVA PALMEIRA,914,9,49,2,76,856,333,2680,95,2347,346
PB,21091,OLHO D AGUA,1464,3,236,0,202,2235,824,5820,100,4996,756
PB,21113,OLIVEDOS,607,10,356,0,119,688,492,2772,93,2280,407
PB,21130,OURO VELHO,850,5,146,1,61,564,310,2291,43,1981,311
PB,21156,PASSAGEM,270,2,127,0,177,601,180,1568,30,1388,181
PB,21172,PATOS,18159,91,5907,11,3662,13389,11890,58873,1574,46983,4190
PB,21199,PAULISTA,1382,21,1123,2,456,2360,1267,7800,228,6533,961
PB,21210,PEDRA BRANCA,653,2,166,0,78,1001,368,2743,44,2375,431
PB,21237,PEDRA LAVRADA,1230,10,258,2,311,1770,615,5004,106,4389,702
PB,21253,PEDRAS DE FOGO,4979,18,642,3,1969,3586,5078,19468,749,14390,2444
PB,21270,PIANCO,3024,3,437,3,405,3219,1580,10406,333,8826,1402
PB,21296,PICUI,2869,20,372,0,752,3948,2654,12749,432,10095,1702
PB,21318,PILAR,2984,6,122,1,650,1277,774,7043,292,6269,937
PB,21334,PILOES,2503,13,213,1,140,477,750,5023,148,4273,778
PB,21350,PILOEZINHOS,1126,3,88,0,233,809,755,3736,155,2981,567
PB,21377,PIRPIRITUBA,1994,3,203,3,532,1311,994,6064,252,5070,772
PB,21393,PITIMBU,1734,6,293,1,1170,1349,1561,7090,288,5529,688
PB,21415,POCINHOS,2599,14,490,5,571,3564,1313,10194,390,8881,1248
PB,21431,POMBAL,7681,18,1342,3,1410,3901,2700,20253,569,17553,2629
PB,21458,PRATA,669,4,192,1,202,781,727,3056,129,2329,351
PB,21474,PRINCESA ISABEL,2984,43,332,1,368,3615,2067,11062,317,8995,1335
PB,21490,PUXINANA,2294,19,401,2,481,2391,674,7583,439,6909,882
PB,21512,QUEIMADAS,5766,69,1083,4,2398,6266,3901,23771,1179,19870,3105
PB,21539,QUIXABA,286,2,57,0,32,658,167,1368,13,1201,153
PB,21555,REMIGIO,3157,24,552,2,522,2454,1579,9828,394,8249,1144
PB,21571,RIACHO DOS CAVALOS,833,2,356,1,377,2293,583,5401,242,4818,714
PB,21598,RIO TINTO,4233,19,552,1,1582,3091,4590,16436,821,11846,1547
PB,21610,SALGADINHO,303,1,148,0,174,779,392,2175,81,1783,297
PB,21636,SALGADO DE SAO FELIX,2178,7,151,1,582,1769,2761,8845,343,6084,1053
PB,21652,SANTA CRUZ,2111,8,268,0,170,760,1139,5276,212,4137,608
PB,21679,SANTA HELENA,1667,7,479,1,223,461,602,4158,158,3556,560
PB,21695,SANTA LUZIA,2552,18,773,4,698,3629,1622,10603,585,8981,722
PB,21717,SANTANA DE MANGUEIRA,729,1,413,1,154,1173,692,3881,196,3189,522
PB,21733,SANTANA DOS GARROTES,1176,4,639,0,153,1378,786,5240,146,4454,958
PB,21750,SANTA RITA,24726,105,3045,17,12118,7271,12973,69815,3417,56842,6143
PB,21776,SANTA TERESINHA,844,4,273,1,142,1413,727,3971,99,3244,468
PB,21792,SAO BENTO,4575,31,1188,1,1004,6070,3336,18306,425,14970,1676
PB,21814,SAO JOAO DO CARIRI,868,6,287,0,311,718,392,3182,98,2790,502
PB,21830,SAO JOAO DO TIGRE,565,8,241,1,106,985,337,2761,89,2424,429
PB,21857,SAO JOSE DA LAGOA TAPADA,1344,2,440,0,204,1692,1460,6209,251,4749,816
PB,21873,SAO JOSE DE CAIANA,924,4,102,1,120,1195,855,4032,141,3177,690
PB,21890,SAO JOSE DE ESPINHARAS,998,2,424,1,168,1114,695,4114,146,3419,566
PB,21911,SAO JOSE DE PIRANHAS,3815,14,890,5,666,2196,2166,11706,541,9540,1413
PB,21938,SAO JOSE DO BONFIM,823,3,154,2,162,762,221,2555,57,2334,371
PB,21954,SAO JOSE DO SABUGI,490,10,141,1,249,1309,232,2935,99,2703,404
PB,21970,SAO JOSE DOS CORDEIROS,709,4,128,0,230,893,351,2815,106,2464,394
PB,21997,SAO MAMEDE,1931,9,354,3,477,1386,1186,6197,167,5011,684
PB,22012,SAO MIGUEL DE TAIPU,1309,3,57,0,485,472,471,3486,144,3015,545
PB,22039,SAO SEB. DE LAGOA DE ROCA,1969,16,199,4,488,1808,1247,6877,365,5630,781
PB,22055,SAO SEBASTIAO DO UMBUZEIRO,850,4,117,1,104,410,256,2139,47,1883,350
PB,22071,SAPE,9815,19,1379,3,2727,5068,9555,33722,1522,24167,3634
PB,22098,SAO VICENTE DO SERIDO,837,7,244,2,383,2171,1502,6326,300,4824,880
PB,22110,SERRA BRANCA,2422,9,799,2,591,1623,1123,7986,401,6863,1016
PB,22136,SERRA DA RAIZ,807,3,69,0,184,546,431,2399,86,1968,273
PB,22152,SERRA GRANDE,634,2,66,1,50,608,284,2008,62,1724,301
PB,22179,SERRA REDONDA,1641,3,119,2,448,983,767,5016,220,4249,833
PB,22195,SERRARIA,1538,9,81,3,166,1433,1049,5176,181,4127,716
PB,22217,SOLANEA,5285,35,508,2,1032,4737,6609,21135,716,14526,2211
PB,22233,SOLEDADE,2461,29,447,0,485,2296,1423,8633,304,7210,1188
PB,22250,SOUSA,14223,52,3923,5,2182,5640,9573,41684,1719,32111,4367
PB,22276,SUME,2393,17,818,0,531,2942,1486,9997,383,8511,1427
PB,22292,CAMPO DE SANTANA,1849,7,89,0,398,1649,921,5938,242,5017,783
PB,22314,TAPEROA,1801,15,288,3,294,3649,1251,8670,250,7419,1119
PB,22330,TAVARES,1568,5,213,1,183,2637,1727,7927,334,6200,1259
PB,22357,TEIXEIRA,2046,14,711,4,286,2547,1058,8072,229,7014,1177
PB,22373,TRIUNFO,1231,11,1537,2,427,748,1803,6691,187,4888,745
PB,22390,UIRAUNA,3183,15,617,2,446,2429,1310,9351,233,8041,1116
PB,22411,UMBUZEIRO,1038,4,147,1,250,2246,1010,5856,198,4846,962
PB,22438,VARZEA,570,11,145,1,117,581,222,1862,41,1640,174
PE,23000,QUIXABA,1190,6,30,2,231,1599,2057,6021,230,3964,676
PE,23019,AFOGADOS DA INGAZEIRA,6589,5,321,3,1050,5501,6141,22377,686,16236,2081
PE,23027,LAGOA DO CARRO,3101,6,144,2,984,2346,1996,10018,403,8022,1036
PE,23035,AFRANIO,1974,12,1048,3,581,3809,1797,11460,458,9663,1778
PE,23043,SANTA CRUZ DA BAIXA VERDE,2325,9,569,4,300,2145,1346,7961,459,6615,804
PE,23051,AGRESTINA,4282,12,254,1,855,4151,5020,17410,854,12390,1981
PE,23060,XEXEU,1426,5,81,1,866,1813,2725,8080,246,5355,917
PE,23078,AGUA PRETA,5478,14,499,1,2771,2114,6650,20246,886,13596,1833
PE,23086,VERTENTE DO LERIO,1050,2,75,0,258,2219,2262,7174,377,4912,931
PE,23094,AGUAS BELAS,4251,45,1328,2,1682,5693,8457,27636,1275,19179,4903
PE,23108,SANTA CRUZ,2108,13,1045,1,409,896,2161,8133,339,5972,1161
PE,23116,ALAGOINHA,2912,10,937,0,186,1871,2309,9745,320,7436,1200
PE,23124,JUCATI,1228,9,94,2,283,2325,1936,7336,437,5400,1022
PE,23132,ALIANCA,6544,27,472,4,3917,4178,7666,27015,1294,19349,2913
PE,23140,DORMENTES,3460,11,540,1,782,2146,1785,10801,567,9016,1509
PE,23159,ALTINHO,3340,12,617,2,818,3660,4087,16204,1514,12117,2154
PE,23167,CARNAUBEIRA DA PENHA,2807,5,119,0,138,654,1921,7018,567,5097,807
PE,23175,AMARAJI,3930,19,471,0,2662,1503,4250,15520,946,11270,1739
PE,23183,LAGOA GRANDE,4743,8,673,1,530,1318,3447,12579,305,9132,1554
PE,23191,ANGELIM,2116,5,97,1,207,1951,915,6417,181,5502,944
PE,23205,ARACOIABA,2897,6,137,0,2178,1414,2531,10407,464,7876,780
PE,23213,ARARIPINA,8950,42,5814,24,1862,6601,12574,44561,1706,31987,6988
PE,23221,CASINHAS,1875,10,177,1,300,2650,2671,9607,477,6936,1446
PE,23230,ARCOVERDE,14037,39,1887,7,2055,7771,9195,39915,1498,30720,3426
PE,23248,MANARI,685,7,61,0,128,3294,2028,8074,309,6046,1562
PE,23256,BARRA DE GUABIRABA,1631,4,269,0,683,1769,2290,8278,604,5988,1028
PE,23264,JATOBA,3845,19,274,0,283,857,2213,8504,190,6291,823
PE,23272,BARREIROS,4962,20,983,3,5596,3607,10125,28890,1372,18765,2222
PE,23280,TAMANDARE,3451,6,298,1,1472,1108,3055,10649,418,7594,840
PE,23299,BELEM DE MARIA,1602,6,232,1,433,1915,2764,8786,485,6022,1348
PE,23302,JAQUEIRA,2414,9,90,1,320,1600,2063,7482,180,5419,805
PE,23310,BELEM DE SAO FRANCISCO,3978,13,847,1,643,2281,3843,13356,393,9513,1357
PE,23329,SANTA FILOMENA,1659,5,724,2,516,1514,1906,7882,335,5976,1221
PE,23337,BELO JARDIM,15326,47,748,6,2128,12049,11470,48288,1757,36818,4757
PE,23353,BETANIA,1137,2,2011,2,192,1176,1397,7723,274,6326,1532
PE,23370,BEZERROS,9159,80,1058,12,2052,10593,8182,38154,2746,29972,4272
PE,23396,BODOCO,5144,14,1467,4,301,5201,2725,18325,746,15600,2723
PE,23418,BOM CONSELHO,4295,35,1627,4,1280,7724,9543,30383,1622,20840,4253
PE,23434,BOM JARDIM,5513,15,243,3,936,8022,7409,26437,1137,19028,3159
PE,23450,BONITO,5490,20,699,3,1548,5408,6485,24569,1661,18084,3255
PE,23477,BREJAO,2851,18,118,0,450,1305,835,6615,312,5780,726
PE,23493,BREJINHO,821,8,1007,0,182,1083,1891,6069,286,4178,791
PE,23515,BREJO DA MADRE DE DEUS,3555,15,442,3,1130,7583,5410,22439,1071,17029,3230
PE,23531,BUENOS AIRES,2995,10,182,1,947,1555,2653,10020,375,7367,1302
PE,23558,BUIQUE,3406,33,617,2,1354,8692,7850,29303,1389,21453,5960
PE,23574,CABO,38038,187,3930,17,25888,11203,19592,110669,5287,91077,6527
PE,23590,CABROBO,4174,19,784,5,1334,4288,4674,18271,859,13597,2134
PE,23612,CACHOEIRINHA,2782,9,244,3,307,3973,3388,12937,515,9549,1716
PE,23639,CAETES,3916,20,151,5,367,2809,4181,13821,679,9640,1693
PE,23655,CALCADO,777,7,60,0,264,2453,1690,6444,273,4754,920
PE,23671,CALUMBI,1798,12,215,0,144,967,1912,6021,329,4109,644
PE,23698,CAMOCIM DE SAO FELIX,3168,11,379,0,560,2658,2817,12073,835,9256,1645
PE,23710,CAMUTANGA,2105,4,141,1,563,1566,1984,7244,308,5260,572
PE,23736,CANHOTINHO,2652,10,251,3,840,4425,5481,16466,725,10985,2079
PE,23752,CAPOEIRAS,3246,18,301,6,399,3279,3905,13634,1058,9729,1422
PE,23779,CARNAIBA,3099,4,128,1,934,3444,4504,14569,524,10065,1931
PE,23795,CARPINA,12914,42,1505,4,7374,6312,8206,41675,2106,33469,3212
PE,23817,CARUARU,39121,198,8144,36,15274,43502,26638,153997,9974,127359,11110
PE,23833,CATENDE,4874,32,1024,3,3033,3569,6464,22638,1259,16174,2380
PE,23850,CEDRO,1701,21,388,2,209,1545,1997,7256,283,5259,1110
PE,23876,CHA DE ALEGRIA,2378,11,169,3,959,2095,2278,9605,578,7327,1134
PE,23892,CHA GRANDE,2508,16,183,1,1362,3249,1981,11880,823,9899,1757
PE,23914,CONDADO,4376,14,332,1,1975,2051,4159,15007,744,10848,1355
PE,23930,CORRENTES,3023,9,249,4,505,2105,3675,11776,588,8101,1618
PE,23957,CORTES,2478,6,213,0,1538,2117,3757,11679,330,7922,1240
PE,23973,CUMARU,2597,7,188,0,569,4046,3702,13792,722,10090,1961
PE,23990,CUPIRA,2830,17,251,1,1005,4812,5666,17424,804,11758,2038
PE,24015,CUSTODIA,5145,19,310,3,695,5255,6820,22419,968,15599,3204
PE,24031,ESCADA,11929,54,1038,3,8744,5592,9220,40799,1309,31579,2910
PE,24058,EXU,7458,32,984,1,653,3543,7047,23308,602,16261,2988
PE,24074,FEIRA NOVA,2339,10,244,0,1737,3998,3782,14937,836,11155,1991
PE,24090,FERREIROS,3291,16,240,1,474,990,2369,8540,384,6171,775
PE,24112,FLORES,4078,16,930,5,538,2572,5329,16398,818,11069,2112
PE,24139,FLORESTA,8499,17,705,5,484,1774,3908,17690,455,13782,1843
PE,24155,FREI MIGUELINHO,1337,10,307,1,332,4221,1425,9447,503,8022,1311
PE,24171,GAMELEIRA,3953,9,348,1,1924,1536,4368,13912,489,9544,1284
PE,24198,GARANHUNS,29880,141,2924,11,5097,9312,14824,69503,2512,54679,4802
PE,24210,GLORIA DO GOITA,3553,13,249,1,1462,4845,4795,18600,965,13805,2717
PE,24236,GOIANA,13667,90,1927,9,10046,6798,9787,47654,2347,37867,2983
PE,24252,GRANITO,1303,9,283,1,111,818,594,3877,143,3283,615
PE,24279,GRAVATA,8726,69,1428,6,2485,14484,12057,47009,2387,34952,5367
PE,24295,IATI,2056,14,1292,3,397,2713,4133,12984,357,8851,2019
PE,24317,IBIMIRIM,2955,6,538,0,604,4297,5727,16975,834,11248,2014
PE,24333,IBIRAJUBA,845,3,77,0,223,2057,1780,6269,288,4489,996
PE,24350,IGARASSU,17839,102,1434,3,11926,6102,9945,51996,2090,42051,2555
PE,24376,IGUARACI,2067,5,264,1,295,1894,2782,8774,345,5992,1121
PE,24392,INAJA,1311,8,589,4,234,2457,1901,7890,358,5989,1028
PE,24414,INGAZEIRA,950,1,126,0,84,974,934,3718,154,2784,495
PE,24430,IPOJUCA,9346,36,862,4,9029,5723,8997,40306,2118,31309,4191
PE,24457,IPUBI,2427,9,787,3,388,3821,4562,14877,584,10315,2296
PE,24473,ITACURUBA,1473,2,72,0,98,482,953,3549,95,2596,374
PE,24490,ITAIBA,2787,25,494,2,584,4532,4121,15686,501,11565,2640
PE,24511,ITAMARACA,3921,10,653,1,1652,2115,2227,11734,468,9507,687
PE,24538,ITAPETIM,1888,16,142,1,302,3264,3496,11130,726,7634,1295
PE,24554,ITAQUITINGA,3159,15,262,4,2141,757,2899,10813,332,7914,1244
PE,24570,JABOATAO,124930,755,13991,52,69972,44135,52139,334794,13078,282655,15742
PE,24597,JATAUBA,1987,25,170,0,199,3623,2516,10463,362,7947,1581
PE,24619,JOAO ALFREDO,3268,17,327,4,644,6043,5985,21554,1271,15569,3995
PE,24635,JOAQUIM NABUCO,3721,13,187,1,1801,1449,3905,12598,458,8693,1063
PE,24651,JUPI,2302,12,212,1,608,1886,2792,9866,454,7074,1599
PE,24678,JUREMA,966,10,110,4,561,3059,1434,8118,411,6684,1563
PE,24694,LAGOA DE ITAENGA,4195,11,196,4,1374,4659,3904,16784,627,12880,1814
PE,24716,LAGOA DO OURO,1764,10,1873,2,277,1110,2809,9618,264,6809,1509
PE,24732,LAGOA DOS GATOS,1504,5,150,3,276,3221,3455,10842,575,7387,1653
PE,24759,LAJEDO,5906,49,530,3,1149,7632,6770,26539,1328,19769,3172
PE,24775,LIMOEIRO,10888,27,1461,9,2778,11056,9457,42404,2421,32947,4307
PE,24791,MACAPARANA,4067,20,387,2,1598,4501,6518,20377,774,13859,2510
PE,24813,MACHADOS,1792,8,368,3,461,2011,2496,8580,497,6084,944
PE,24830,MARAIAL,2070,12,239,2,732,1892,3256,9871,399,6615,1269
PE,24856,MIRANDIBA,3477,13,321,0,240,1764,2788,10251,390,7463,1258
PE,24872,MORENO,11245,49,1643,11,7114,4113,7574,35988,1846,28414,2393
PE,24899,NAZARE DA MATA,6047,33,1098,5,4295,2957,4782,22936,1643,18154,2076
PE,24910,OLINDA,111344,704,14064,50,44197,40073,35686,265800,8071,230114,11611
PE,24937,OROBO,2713,11,377,1,812,4387,5246,16665,870,11419,2248
PE,24953,OROCO,2244,12,411,2,318,2069,1977,8489,256,6512,1200
PE,24970,OURICURI,5774,35,1885,5,2155,9734,9638,35808,1276,26170,5306
PE,24996,PALMARES,11600,36,1320,0,6034,4957,11856,40551,1495,28695,3253
PE,25011,PALMEIRINA,1181,5,93,0,266,1943,1838,6504,229,4666,949
PE,25038,PANELAS,2449,15,168,7,283,7253,5769,18645,352,12876,2349
PE,25054,PARANATAMA,1931,9,56,2,393,2465,3405,9940,373,6535,1306
PE,25070,PARNAMIRIM,3301,12,548,2,404,3872,3110,13494,644,10384,1601
PE,25097,PASSIRA,5085,12,178,3,1200,6228,5320,21894,1350,16574,2518
PE,25119,PAUDALHO,5796,19,744,1,5455,6190,5382,28024,1634,22642,2803
PE,25135,PAULISTA,65246,386,7180,31,30957,20789,24825,159644,4588,134819,5642
PE,25151,PEDRA,3090,20,866,7,730,3829,4021,15512,690,11491,2259
PE,25178,PESQUEIRA,14331,104,1348,6,963,8045,10670,41273,1645,30603,4161
PE,25194,PETROLANDIA,8821,27,891,0,582,1605,3757,17996,538,14239,1775
PE,25216,PETROLINA,55897,271,12685,26,9755,12875,24308,127832,3734,103524,8281
PE,25232,POCAO,1978,19,179,2,160,2367,1083,7526,440,6443,1298
PE,25259,POMBOS,3239,10,340,4,1912,4749,4923,18497,1263,13574,2057
PE,25275,PRIMAVERA,2265,6,302,0,1159,1230,2151,8453,512,6302,828
PE,25291,QUIPAPA,2596,14,760,6,949,2626,5693,15795,676,10102,2475
PE,25313,RECIFE,389854,2376,58640,206,153091,167829,147622,982511,27260,834889,35633
PE,25330,RIACHO DAS ALMAS,2534,15,252,4,793,4532,3830,15238,1571,11408,1707
PE,25356,RIBEIRAO,7053,30,970,3,6133,2545,8616,28836,1035,20220,2451
PE,25372,RIO FORMOSO,4052,10,254,3,2520,3051,4830,16633,496,11803,1417
PE,25399,SAIRE,2441,10,151,3,540,3006,2958,11656,966,8698,1581
PE,25410,SALGADINHO,698,1,65,1,227,1797,460,4315,287,3855,779
PE,25437,SALGUEIRO,11027,54,1920,2,1733,6362,6935,31752,1007,24817,2712
PE,25453,SALOA,1885,13,307,4,558,2995,2947,10810,549,7863,1552
PE,25470,SANHARO,3897,26,277,2,404,2995,3787,14260,726,10473,2146
PE,25496,SANTA CRUZ DO CAPIBARIBE,9591,50,1928,5,4128,9244,7190,38713,2419,31523,4158
PE,25518,SANTA MARIA DA BOA VISTA,8475,28,621,4,880,2781,4517,20020,534,15503,2180
PE,25534,SANTA MARIA DO CAMBUCA,1431,7,121,3,350,3319,3034,9823,425,6789,1133
PE,25550,SANTA TEREZINHA,1168,6,421,2,402,2030,2126,7368,216,5242,997
PE,25577,SAO BENEDITO DO SUL,1323,7,46,0,260,1698,2599,7180,350,4581,897
PE,25593,SAO BENTO DO UNA,6919,36,658,2,1113,7660,7638,28430,1356,20792,3048
PE,25615,SAO CAETANO,4730,28,987,6,1446,6144,5665,24602,1799,18937,3797
PE,25631,SAO JOAO,3689,15,147,3,1038,2379,3837,13259,551,9422,1600
PE,25658,SAO JOAQUIM DO MONTE,2742,26,200,0,660,4087,3985,14887,1058,10902,2129
PE,25674,SAO JOSE DA COROA GRANDE,1483,5,265,0,1855,2011,3785,11247,586,7462,1257
PE,25690,SAO JOSE DO BELMONTE,4648,21,2301,6,481,4034,7334,22416,976,15082,2615
PE,25712,SAO JOSE DO EGITO,5618,31,379,2,657,5094,6219,21367,934,15148,2433
PE,25739,SAO LOURENCO DA MATA,18287,154,1746,9,12444,8485,10978,59173,2442,48195,4628
PE,25755,SAO VICENTE FERRER,2421,13,166,2,1287,2274,3576,12036,656,8460,1641
PE,25771,SERRA TALHADA,13116,67,4355,7,1812,9538,13162,48438,1425,35276,4956
PE,25798,SERRITA,2936,10,322,1,174,3915,3114,12253,267,9139,1514
PE,25810,SERTANIA,5034,16,441,5,3799,4865,7018,24298,952,17280,2168
PE,25836,SIRINHAEM,5943,15,383,3,4705,3522,6377,24170,989,17793,2233
PE,25852,MOREILANDIA,2413,35,352,1,220,1448,2526,8315,244,5789,1076
PE,25879,SOLIDAO,1020,3,38,1,72,1346,1482,4872,188,3390,722
PE,25895,SURUBIM,7612,24,1227,4,2170,9189,7622,33196,2385,25574,2963
PE,25917,TABIRA,5424,17,934,1,457,3177,4603,17432,864,12829,1955
PE,25933,TACAIMBO,1493,8,98,0,102,2739,2275,8466,487,6191,1264
PE,25950,TACARATU,2225,15,479,3,443,2727,3288,11146,452,7858,1514
PE,25976,ITAMBE,6161,42,645,4,1799,3351,5926,20852,854,14926,2070
PE,25992,TAQUARITINGA DO NORTE,3381,21,361,4,769,3730,2569,13297,705,10728,1757
PE,26018,TEREZINHA,891,7,59,0,237,1593,1667,5548,359,3881,735
PE,26034,TERRA NOVA,1531,11,378,2,141,1963,730,5942,264,5212,922
PE,26050,TIMBAUBA,13201,48,1634,0,2882,6546,11093,40567,1740,29474,3423
PE,26077,TORITAMA,2558,6,334,2,1545,3780,3193,13890,942,10697,1530
PE,26093,TRACUNHAEM,2533,12,156,2,1774,1213,2293,9361,587,7068,791
PE,26115,TRINDADE,2355,13,1462,2,440,3921,4313,14995,598,10682,1891
PE,26131,TRIUNFO,3566,31,508,2,275,2834,3475,12419,587,8944,1141
PE,26158,TUPANATINGA,1176,20,931,1,381,3845,4344,13989,676,9645,2615
PE,26174,TUPARETAMA,2446,3,279,3,373,975,2110,7558,457,5448,912
PE,26190,VENTUROSA,2199,20,400,2,515,3226,2691,10838,387,8147,1398
PE,26212,VERDEJANTE,1472,7,282,1,171,1895,2067,7161,227,5094,1039
PE,26239,VERTENTES,2080,10,304,1,429,3832,1466,10418,852,8952,1444
PE,26255,VICENCIA,6125,18,512,5,2055,2943,6223,21224,1012,15001,2331
PE,26271,VITORIA DE SANTO ANTAO,20097,124,2628,17,11485,16915,16294,78504,4635,62210,6309
PE,26298,CAMARAGIBE,33962,192,2876,16,19451,10500,12291,86682,3125,74391,4269
PE,26310,ABREU E LIMA,23597,124,1784,16,17810,6497,9980,65509,2232,55529,3469
PE,26336,ITAPISSUMA,4085,12,301,0,2517,2531,2787,14156,767,11369,1156
PE,30015,FERNANDO DE NORONHA,599,0,37,1,58,133,285,1175,23,890,39
PI,10006,BRASILEIRA,1236,2,488,0,239,1469,893,5143,203,4250,613
PI,10014,AGRICOLANDIA,1808,4,323,0,374,678,1125,4825,79,3700,434
PI,10022,ALEGRETE DO PIAUI,591,0,852,1,111,574,402,3102,103,2700,468
PI,10030,AGUA BRANCA,3482,16,983,6,1025,1483,1568,9895,222,8327,1110
PI,10049,BAIXA GRANDE DO RIBEIRO,622,5,264,1,538,1413,1010,4567,75,3557,639
PI,10057,ALTO LONGA,2180,13,1755,4,710,2101,1818,10200,176,8382,1443
PI,10065,BOM PRINCIPIO DO PIAUI,1137,4,1288,0,247,445,698,4515,103,3817,593
PI,10073,ALTOS,8522,23,2431,9,1714,3351,2908,22331,612,19423,2761
PI,10081,BONFIM DO PIAUI,672,3,103,0,50,1445,554,3395,74,2841,494
PI,10090,AMARANTE,2924,22,1121,3,793,2836,1687,11141,319,9454,1436
PI,10103,BURITI DOS MONTES,719,2,1687,1,108,634,520,4590,100,4070,819
PI,10111,ANGICAL DO PIAUI,2362,6,492,1,479,827,754,5544,127,4790,496
PI,10120,CABECEIRAS DO PIAUI,1651,4,1175,1,213,1072,807,5911,110,5104,878
PI,10138,ANISIO DE ABREU,1168,5,249,0,205,1520,736,4656,92,3920,681
PI,10146,CALDEIRAO GRANDE DO PIAUI,667,5,416,1,114,1523,445,3740,79,3295,490
PI,10154,ANTONIO ALMEIDA,479,2,221,1,329,723,385,2497,51,2112,306
PI,10162,CANAVIEIRA,634,1,344,0,162,700,325,2637,41,2312,430
PI,10170,AROAZES,1289,2,1023,4,155,452,766,4311,107,3545,513
PI,10189,COIVARAS,1038,5,421,1,384,641,374,3345,56,2971,425
PI,10197,ARRAIAL,514,2,282,0,136,1131,510,3094,39,2584,480
PI,10200,COLONIA DO GURGUEIA,744,2,600,2,515,641,529,3542,60,3013,449
PI,10219,AVELINO LOPES,2095,3,353,1,806,1493,1314,6975,119,5661,791
PI,10227,COLONIA DO PIAUI,1469,3,477,2,193,815,960,4855,167,3895,769
PI,10235,BARRAS,8234,12,1381,2,1223,5588,3736,24125,508,20389,3441
PI,10243,CORONEL JOSE DIAS,1390,4,164,1,179,915,428,3623,91,3195,451
PI,10251,BARREIRAS DO PIAUI,721,0,203,0,128,434,382,2231,49,1849,314
PI,10260,FARTURA DO PIAUI,1069,0,43,1,175,946,416,3150,53,2734,447
PI,10278,BARRO DURO,1344,6,521,1,774,868,866,5013,102,4147,531
PI,10286,JACOBINA DO PIAUI,1272,5,157,1,356,917,435,3720,119,3285,458
PI,10294,BATALHA,5629,5,1343,3,835,2929,2639,15669,303,13030,1983
PI,10308,JARDIM DO MULATO,702,5,181,1,297,843,356,2815,75,2459,355
PI,10316,BENEDITINOS,1680,7,611,4,527,2441,1040,7573,236,6533,1027
PI,10324,LAGOA ALEGRE,1153,3,407,1,318,1555,643,4921,108,4278,733
PI,10332,BERTOLINIA,808,0,836,1,361,592,514,3627,92,3113,423
PI,10340,LAGOA DO BARRO DO PIAUI,689,1,118,1,153,984,481,3038,141,2557,470
