SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 13, 'PARTIDO DOS TRABALHADORES')","('QT_VOTOS', 16, 'PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO')","('QT_VOTOS', 21, 'PARTIDO COMUNISTA BRASILEIRO')","('QT_VOTOS', 27, 'PARTIDO SOCIAL DEMOCRATA CRISTÃO')","('QT_VOTOS', 28, 'PARTIDO RENOVADOR TRABALHISTA BRASILEIRO')","('QT_VOTOS', 29, 'PARTIDO DA CAUSA OPERÁRIA')","('QT_VOTOS', 43, 'PARTIDO VERDE')","('QT_VOTOS', 45, 'PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA')","('QT_VOTOS', 50, 'PARTIDO SOCIALISMO E LIBERDADE')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
PI,12734,AROEIRAS DO ITAIM,1692,1,3,2,1,0,92,395,4,366,2928,67,2562,305
PR,74004,GODOY MOREIRA,1149,1,1,3,2,0,128,795,11,448,2728,31,2280,159
PR,74012,ABATIÁ,2020,1,0,3,1,0,282,2188,9,759,5561,95,4802,203
PR,74020,IBEMA,1960,3,1,3,1,0,292,1191,36,789,4492,58,3703,158
PR,74039,ADRIANÓPOLIS,2118,1,2,1,3,0,255,951,5,875,4592,65,3717,316
PR,74047,LINDOESTE,2210,2,0,1,3,0,171,1123,17,873,4594,59,3721,135
PR,74055,AGUDOS DO SUL,2669,2,3,7,5,3,351,2116,31,656,6147,134,5491,170
PR,74063,OURO VERDE DO OESTE,1681,2,1,1,3,1,148,1551,20,397,4029,70,3632,154
PR,74071,ALMIRANTE TAMANDARÉ,20541,58,8,59,46,6,10701,16256,559,7298,59800,2091,52502,2177
PR,74080,SANTA TEREZA DO OESTE,2592,2,4,2,8,0,492,2613,36,997,7102,125,6105,231
PR,74098,ALTO PARANÁ,3917,3,2,2,6,0,692,2941,30,1571,9696,146,8125,386
PR,74101,ANAHY,886,1,1,1,0,1,118,918,9,231,2274,17,2043,91
PR,74110,ALTO PIQUIRI,2956,2,3,4,4,0,319,2078,50,943,6806,123,5863,324
PR,74128,ÂNGULO,775,0,0,0,2,0,138,968,2,451,2473,52,2022,85
PR,74136,ALVORADA DO SUL,2579,3,0,1,1,3,395,2024,28,826,6201,102,5375,239
PR,74144,BOA ESPERANÇA DO IGUAÇU,1347,1,0,2,1,0,53,507,10,347,2371,32,2024,71
PR,74152,AMAPORÃ,1232,1,2,2,2,0,275,1241,9,502,3495,73,2993,156
PR,74160,BOM SUCESSO DO SUL,1331,1,0,2,2,0,135,889,11,227,2671,21,2444,52
PR,74179,AMPÉRE,6823,1,1,4,11,0,637,2414,58,1764,12286,139,10522,434
PR,74187,BRASILÂNDIA DO SUL,1205,0,2,0,2,0,81,739,10,365,2620,38,2255,178
PR,74195,ANDIRÁ,5926,9,6,11,5,1,1127,5190,113,3860,17452,493,13592,711
PR,74209,CAFEZAL DO SUL,1243,1,0,2,3,0,188,1244,14,403,3248,46,2845,104
PR,74217,ANTONINA,3361,8,4,9,27,1,2433,5811,93,3540,15809,227,12269,295
PR,74225,CANDÓI,4998,3,2,5,5,0,398,2796,90,2459,11314,166,8855,392
PR,74233,ANTONIO OLINTO,2369,5,1,3,4,0,159,2210,26,878,6031,149,5153,227
PR,74241,CRUZEIRO DO IGUAÇU,1872,2,0,0,1,0,163,508,22,480,3191,22,2711,121
PR,74250,APUCARANA,18153,36,24,24,39,4,8902,41764,519,15339,90069,2247,74730,3018
PR,74268,DIAMANTE DO SUL,1332,0,2,1,1,0,150,693,5,492,2782,19,2290,87
PR,74276,ARAPONGAS,14894,25,18,51,26,4,8674,33464,606,12884,76130,2532,63246,2952
PR,74284,ENTRE RIOS DO OESTE,1423,2,4,1,2,0,109,1056,18,232,2946,28,2714,71
PR,74292,ARAPOTI,4708,6,3,10,6,0,1275,8013,62,3305,18239,346,14934,505
PR,74306,FAROL,795,0,0,2,4,0,182,1124,16,376,2718,70,2342,149
PR,74314,ARARUNA,3758,2,3,5,2,2,655,3429,52,1901,10442,239,8541,394
PR,74322,FAZENDA RIO GRANDE,22364,36,9,50,27,1,6764,11978,364,7989,52626,1502,44637,1542
PR,74330,MARILÂNDIA DO SUL,1935,0,1,6,1,0,515,2942,22,1172,7042,154,5870,294
PR,74349,FLOR DA SERRA DO SUL,2029,2,2,1,4,0,269,968,46,681,4188,63,3507,123
PR,74357,ARAUCÁRIA,37904,60,29,72,62,2,11293,19885,819,11047,85985,2331,74938,2481
PR,74365,HONÓRIO SERPA,2364,1,2,6,3,0,179,903,22,1099,4794,51,3695,164
PR,74373,ASSAÍ,2907,1,5,5,3,1,969,5788,57,1850,12366,296,10516,484
PR,74381,IGUATU,787,0,1,0,0,0,69,674,3,169,1769,13,1600,53
PR,74390,ASTORGA,5153,5,3,12,4,0,1387,8517,111,3622,20019,512,16397,693
PR,74403,IRACEMA DO OESTE,999,2,2,0,1,0,71,730,10,395,2368,46,1973,112
PR,74411,ATALAIA,1331,0,0,1,0,2,243,1104,13,399,3232,50,2833,89
PR,74420,NOVO ITACOLOMI,821,0,2,2,0,0,167,1000,7,215,2339,45,2124,80
PR,74438,BALSA NOVA,3532,4,4,7,2,1,817,2693,50,438,8121,271,7683,302
PR,74446,ITAPERUÇU,8593,0,3,10,5,0,1263,3483,62,2291,16769,476,14478,583
PR,74454,BANDEIRANTES,8286,10,7,4,6,1,2388,8169,96,4681,25050,429,20369,973
PR,74462,IVATÉ,2422,1,2,4,0,0,290,1477,12,658,5160,104,4502,190
PR,74470,BARBOSA FERRAZ,2622,3,3,0,0,0,329,3314,36,1617,8628,177,7011,527
PR,74489,LIDIANÓPOLIS,1254,1,0,0,2,0,215,1188,20,791,3651,59,2860,121
PR,74497,BARRACÃO,2805,4,1,3,5,2,452,1854,31,1025,6458,81,5433,195
PR,74500,MARIPÁ,1221,2,0,6,0,0,156,2417,32,562,4605,72,4043,137
PR,74519,BARRA DO JACARÉ,798,6,1,2,2,0,264,665,27,248,2162,53,1914,96
PR,74527,MATO RICO,1387,1,1,0,0,0,98,809,8,458,2941,37,2483,142
PR,74535,BELA VISTA DO PARAÍSO,3391,1,2,8,3,1,816,5098,112,1492,11670,261,10178,485
PR,74543,MAUÁ DA SERRA,1502,2,4,0,4,0,449,2693,9,1142,6142,110,5000,227
PR,74551,BITURUNA,5288,2,2,5,10,1,404,3596,57,2298,12258,225,9960,370
PR,74560,MERCEDES,1466,0,0,2,4,0,265,1612,37,503,4079,71,3576,119
PR,74578,BOA ESPERANÇA,988,0,0,1,1,0,186,1816,25,548,3743,74,3195,104
PR,74586,NOVA LARANJEIRAS,3078,3,5,0,2,0,275,2207,29,2030,7983,75,5953,279
PR,74594,BOCAIÚVA DO SUL,2882,8,3,1,8,0,657,2375,35,1086,7567,205,6481,307
PR,74608,NOVA SANTA BÁRBARA,1060,0,2,0,0,0,278,922,8,376,2867,56,2491,165
PR,74616,BOM SUCESSO,1726,1,3,1,0,0,256,1818,12,525,4625,93,4100,190
PR,74624,PATO BRAGADO,1736,0,0,1,5,0,204,1421,25,342,3879,46,3537,99
PR,74632,BORRAZÓPOLIS,1917,5,2,1,7,0,336,2733,18,1437,6861,128,5424,277
PR,74640,PINHAL DE SÃO BENTO,1367,2,0,0,1,0,45,260,13,276,2057,18,1781,75
PR,74659,CAFEARA,1004,3,1,0,0,1,129,440,13,229,1936,40,1707,76
PR,74667,PITANGUEIRAS,713,0,0,1,3,0,150,987,9,210,2189,40,1979,76
PR,74675,CALIFÓRNIA,1581,0,2,3,1,1,421,2982,47,1138,6580,177,5442,227
PR,74683,QUATRO PONTES,1059,3,2,3,3,0,190,1345,43,377,3139,33,2762,81
PR,74691,CAMBARÁ,4373,3,6,12,3,1,1365,8375,104,3400,18727,382,15327,703
PR,74705,RAMILÂNDIA,1263,0,0,2,1,0,173,1032,9,663,3349,48,2686,158
PR,74713,CAMBÉ,19085,31,34,54,40,6,11215,22865,591,10626,69665,2223,59039,2895
PR,74721,RANCHO ALEGRE D'OESTE,962,0,0,0,0,0,94,745,12,436,2407,47,1971,111
PR,74730,CAMBIRA,2155,2,2,1,2,0,473,2153,20,832,6049,169,5217,240
PR,74748,RIO BONITO DO IGUAÇU,4942,4,4,4,6,1,568,1569,41,2132,9681,87,7549,323
PR,74756,CAMPINA DA LAGOA,3622,2,4,2,6,0,928,4166,46,2659,12113,186,9454,492
PR,74764,SANTA LÚCIA,1382,4,1,1,0,0,172,802,20,482,3068,51,2586,153
PR,74772,CAMPINA GRANDE DO SUL,9801,9,9,26,13,2,3731,8191,201,4696,28335,692,23639,964
PR,74780,CAMPO BONITO,1610,0,2,2,1,1,224,976,43,793,3834,56,3041,126
PR,74799,CAMPO DO TENENTE,1433,3,1,1,1,2,294,2389,30,631,5064,104,4433,175
PR,74802,SANTA MARIA DO OESTE,4063,6,6,0,4,1,209,1782,28,2484,9091,94,6607,414
PR,74810,CAMPO LARGO,26068,53,38,109,42,5,9447,25387,631,9911,77250,2752,67339,2807
PR,74829,SANTA MÔNICA,994,2,0,1,0,0,125,940,11,288,2509,39,2221,109
PR,74837,CAMPO MOURÃO,19617,21,17,33,28,1,7507,20671,319,12398,63283,882,50885,1789
PR,74845,SÃO MANOEL DO PARANÁ,454,1,0,1,1,0,63,878,7,212,1730,25,1518,88
PR,74853,CÂNDIDO DE ABREU,4342,6,6,2,9,0,605,3999,60,2796,12493,215,9697,453
PR,74861,SÃO PEDRO DO IGUAÇU,2094,6,2,0,2,0,221,1695,20,514,4879,98,4365,227
PR,74870,CAPANEMA,6792,4,2,13,10,0,540,3936,86,2084,14039,186,11955,386
PR,74888,TUNAS DO PARANÁ,1730,2,1,2,2,0,195,1228,9,672,4145,54,3473,250
PR,74896,CAPITÃO LEÔNIDAS MARQUES,5264,5,0,2,5,1,781,2781,47,2341,11744,180,9403,337
PR,74900,VENTANIA,2323,4,5,1,3,0,366,2428,13,1435,6989,171,5554,240
PR,74918,CARLÓPOLIS,3605,7,3,3,9,0,490,3735,34,2218,10675,198,8457,373
PR,74926,ALTO PARAÍSO,924,2,0,1,0,0,152,845,19,381,2442,35,2061,83
PR,74934,CASCAVEL,61231,123,64,105,128,11,25010,64287,1363,32764,193813,3299,161049,5428
PR,74942,DOUTOR ULYSSES,2347,2,3,1,3,0,191,955,7,728,4512,99,3784,176
PR,74950,CASTRO,12687,27,14,37,23,0,3714,20834,300,8112,48703,1213,40591,1742
PR,74969,VIRMOND,1332,1,2,3,3,0,161,1181,19,534,3377,43,2843,98
PR,74977,CATANDUVAS,2515,3,3,1,4,0,304,2503,29,1555,7357,121,5802,319
PR,74985,LARANJAL,2228,4,2,1,1,0,108,870,10,1430,4886,45,3456,187
PR,74993,CENTENÁRIO DO SUL,4041,4,2,3,3,2,520,2001,15,1573,8652,127,7079,361
PR,75000,ITAIPULÂNDIA,3529,5,2,4,9,0,619,1627,49,1196,7406,100,6210,266
PR,75019,CERRO AZUL,5783,5,3,1,3,1,615,2740,29,2112,12162,352,10050,518
PR,75027,NOVA ESPERANÇA DO SUDOESTE,2232,6,0,4,3,0,150,805,24,434,3840,64,3406,118
PR,75035,CHOPINZINHO,6859,10,4,16,8,3,1026,3643,156,2832,15381,304,12549,520
PR,75043,PINHAIS,26102,53,26,82,52,8,15793,22604,817,12552,82957,2296,70405,2572
PR,75051,CIANORTE,12507,16,15,8,18,4,5506,19669,208,9025,50378,1389,41353,2013
PR,75060,SAUDADE DO IGUAÇU,1764,2,4,6,3,0,318,824,11,722,3851,65,3129,132
PR,75078,CIDADE GAÚCHA,3520,1,3,9,0,0,567,2505,19,1420,8438,97,7018,297
PR,75086,ARIRANHA DO IVAÍ,949,4,0,0,0,0,83,593,7,462,2165,16,1703,51
PR,75094,CLEVELÂNDIA,5160,12,2,4,11,3,681,3775,71,3165,13601,230,10436,487
PR,75108,ARAPUÃ,1356,0,0,0,2,0,102,1029,10,410,3078,26,2668,143
PR,75116,MANGUEIRINHA,5849,9,1,4,4,0,815,3241,62,3020,13725,179,10705,541
PR,75124,BELA VISTA DA CAROBA,1583,0,0,0,2,1,155,824,20,491,3208,43,2717,89
PR,75132,COLOMBO,48392,100,37,105,74,8,22898,33702,1153,18149,133379,4218,115230,4543
PR,75140,BOA VENTURA DE SÃO ROQUE,2286,1,0,0,1,0,184,1109,14,797,4645,54,3848,199
PR,75159,COLORADO,6840,6,2,12,7,1,1724,4815,57,3529,18186,448,14657,745
PR,75167,BOM JESUS DO SUL,1640,2,2,0,3,0,120,825,19,518,3252,27,2734,96
PR,75175,CONGONHINHAS,2780,1,1,4,6,0,325,1631,18,1369,6506,95,5137,276
PR,75183,CAMPINA DO SIMÃO,1626,1,0,1,2,1,66,723,18,685,3292,36,2607,133
PR,75191,CONSELHEIRO MAIRINCK,1032,0,1,1,0,1,285,973,11,366,2805,29,2439,106
PR,75205,CAMPO MAGRO,5861,6,4,9,15,0,2014,4887,115,1713,15620,495,13907,501
PR,75213,CONTENDA,4575,4,0,11,11,1,724,3251,62,1341,10657,314,9316,363
PR,75221,CARAMBEÍ,3114,8,6,8,8,0,1309,6062,117,1782,13120,305,11338,401
PR,75230,CORBÉLIA,3903,1,5,4,4,2,770,5819,49,1672,12726,160,11054,337
PR,75248,CORONEL DOMINGOS SOARES,2299,1,0,2,5,0,146,1093,6,1093,4893,59,3800,189
PR,75256,CORNÉLIO PROCÓPIO,8256,15,8,16,14,3,5546,14300,250,7193,37550,708,30357,1241
PR,75264,CRUZMALTINA,781,1,0,0,1,0,89,1129,10,600,2829,64,2229,154
PR,75272,CORONEL VIVIDA,7535,7,3,27,12,1,999,4314,126,1890,15621,267,13731,440
PR,75280,CORUMBATAÍ DO SUL,1158,3,2,2,0,0,150,1083,11,614,3299,59,2685,217
PR,75299,CRUZEIRO DO OESTE,6121,7,3,5,5,1,1165,4176,93,1950,14382,279,12432,577
PR,75302,ESPERANÇA NOVA,742,1,1,0,0,0,88,584,1,181,1675,24,1494,53
PR,75310,CRUZEIRO DO SUL,1660,0,0,0,0,1,238,1224,8,473,3766,44,3293,118
PR,75329,ESPIGÃO ALTO DO IGUAÇU,1559,3,2,2,5,0,218,1093,16,906,4020,51,3114,165
PR,75337,CRUZ MACHADO,4400,4,9,14,18,3,431,5529,148,2162,13488,328,11326,442
PR,75345,FERNANDES PINHEIRO,1961,3,3,0,3,0,249,1687,20,890,5097,89,4207,192
PR,75353,CURITIBA,281039,953,444,1182,667,83,280110,468183,15190,192528,1309124,29026,1116596,39719
PR,75361,FOZ DO JORDÃO,1883,1,0,1,4,0,186,632,7,1084,4028,52,2944,178
PR,75370,CURIÚVA,3001,7,4,7,7,1,640,4034,62,2567,11091,287,8524,474
PR,75388,GOIOXIM,2725,6,5,2,5,0,175,990,14,1188,5350,52,4162,188
PR,75396,DIAMANTE DO NORTE,1553,0,1,0,2,0,348,1395,10,1094,4702,84,3608,215
PR,75400,DIAMANTE D'OESTE,1544,0,0,1,1,0,365,885,15,591,3661,60,3070,199
PR,75418,DOIS VIZINHOS,13002,7,3,7,13,1,1513,6771,146,4327,26869,397,22542,682
PR,75426,GUAMIRANGA,2714,3,1,3,10,1,301,1899,54,861,6244,180,5383,217
PR,75434,DOUTOR CAMARGO,1439,1,0,1,0,0,296,2091,25,686,4797,103,4111,155
PR,75442,IMBAÚ,2958,3,2,2,2,0,434,2181,7,1673,7759,165,6086,332
PR,75450,ENÉAS MARQUES,2573,6,1,2,7,0,232,1320,30,377,4698,46,4321,104
PR,75469,MANFRINÓPOLIS,1606,4,0,1,1,0,116,474,4,438,2774,26,2336,104
PR,75477,ENGENHEIRO BELTRÃO,3547,0,1,5,4,1,744,4072,53,1867,10819,228,8952,297
PR,75485,MARQUINHO,1628,0,2,1,5,1,142,1119,10,914,3983,27,3069,134
PR,75493,FAXINAL,3389,2,2,2,3,0,791,4541,48,1479,10792,157,9313,378
PR,75507,PEROBAL,1666,4,1,0,0,0,418,1581,23,579,4504,84,3925,148
PR,75515,FÊNIX,1406,2,2,2,0,0,120,1395,12,709,3919,61,3210,210
PR,75523,PONTAL DO PARANÁ,3729,4,6,7,7,1,2206,4452,80,3504,14580,236,11076,348
PR,75531,FLORAÍ,1509,0,1,2,3,0,289,1612,22,384,4072,85,3688,165
PR,75540,PORTO BARREIRO,1341,6,0,0,2,0,124,880,20,509,3002,31,2493,89
PR,75558,FLORESTA,1324,2,0,1,2,0,411,2118,19,426,4523,69,4097,151
PR,75566,PRADO FERREIRA,1247,1,0,0,1,0,248,808,19,304,2767,46,2463,93
PR,75574,FLORESTÓPOLIS,3826,3,2,0,6,1,909,2810,25,1996,9906,104,7910,224
PR,75582,QUARTO CENTENÁRIO,1762,1,0,1,0,0,100,1267,6,636,3946,51,3310,122
PR,75590,FLÓRIDA,980,0,1,1,1,0,242,480,18,276,2116,45,1840,72
PR,75604,RESERVA DO IGUAÇU,2495,3,0,3,3,1,271,1024,8,1372,5365,40,3993,145
PR,75612,FORMOSA DO OESTE,1840,1,1,3,6,0,281,2500,22,809,5869,171,5060,235
PR,75620,RIO BRANCO DO IVAÍ,992,2,3,2,1,0,121,1007,17,811,3176,55,2365,165
PR,75639,FOZ DO IGUAÇU,59140,82,106,68,90,5,24537,52513,867,38206,183789,2742,145583,5433
PR,75647,SERRANÓPOLIS DO IGUAÇU,1696,2,1,3,7,0,101,1425,24,410,3827,45,3417,113
PR,75655,FRANCISCO BELTRÃO,24337,18,7,33,26,1,5320,14507,335,9212,55998,870,46786,1332
PR,75663,TAMARANA,2282,2,5,1,5,0,569,3282,19,1889,8420,161,6531,205
PR,75671,GENERAL CARNEIRO,3527,2,3,7,5,1,395,3218,59,2252,10009,206,7757,334
PR,75698,GOIOERÊ,7853,8,8,8,5,1,1256,7224,49,4309,21770,302,17461,747
PR,75710,GUAÍRA,7857,13,4,11,7,0,1999,6502,81,3956,21457,368,17501,659
PR,75736,GUAIRAÇÁ,1378,2,1,0,1,0,270,1943,11,741,4608,56,3867,205
PR,75744,ROSÁRIO DO IVAÍ,1357,1,2,5,0,0,205,1715,8,1313,4931,81,3618,244
PR,75752,GUAPIRAMA,960,1,0,0,1,0,320,1281,16,768,3569,51,2801,171
PR,75760,NOVA TEBAS,2441,2,2,1,22,0,237,1446,17,991,5487,60,4496,268
PR,75779,GUAPOREMA,745,0,1,0,0,0,100,637,4,267,1830,18,1563,58
PR,75787,SULINA,1385,1,0,0,3,1,123,727,21,434,2812,36,2378,81
PR,75795,GUARACI,1360,1,0,2,0,0,197,1762,16,385,3874,64,3489,87
PR,75809,LUIZIANA,2404,6,5,4,2,1,297,1588,21,774,5498,97,4724,299
PR,75817,GUARANIAÇU,4038,5,2,1,6,3,920,4008,98,1702,11353,181,9651,389
PR,75833,GUARAPUAVA,41310,40,43,61,54,7,10738,37327,920,20574,116861,2267,96287,3520
PR,75850,GUARAQUEÇABA,1853,1,1,5,2,0,243,2592,18,1692,6601,76,4909,118
PR,75876,GUARATUBA,5516,9,2,12,8,2,2650,9129,124,5861,24369,405,18508,651
PR,75892,IBAITI,6746,7,5,12,5,1,1933,7817,82,4427,22117,390,17690,692
PR,75914,IBIPORÃ,7806,19,13,12,11,7,4446,14780,237,6100,35949,1151,29849,1367
PR,75930,ICARAÍMA,2149,2,1,1,6,0,243,2739,38,1234,6782,134,5548,235
PR,75957,IGUARAÇU,1022,2,1,0,0,0,386,1129,18,431,3149,57,2718,103
PR,75973,IMBITUVA,6297,8,4,21,27,0,1426,8395,137,2660,20147,556,17487,616
PR,75990,INÁCIO MARTINS,3383,2,0,4,6,0,241,2597,26,1149,7852,118,6703,326
PR,76015,INAJÁ,1034,0,0,0,0,1,155,600,17,497,2459,27,1962,128
PR,76031,IPIRANGA,4130,8,3,12,23,1,520,3266,100,1625,10370,287,8745,395
PR,76058,IPORÃ,3700,3,1,8,1,2,877,4219,50,1613,11046,211,9433,361
PR,76074,IRATI,13629,17,7,40,47,5,3537,15233,411,6675,42203,1217,35528,1385
PR,76090,IRETAMA,3102,3,5,3,2,0,424,2252,23,1262,7633,114,6371,443
PR,76112,ITAGUAJÉ,1419,0,1,1,2,0,251,1071,20,701,3676,75,2975,135
PR,76139,ITAMBARACÁ,1564,0,1,0,1,0,253,2001,36,747,4942,109,4195,230
PR,76155,ITAMBÉ,1490,0,1,3,1,0,291,1963,19,664,4646,83,3982,131
PR,76171,ITAPEJARA D'OESTE,4243,1,2,2,4,0,437,1874,51,1045,8078,157,7033,262
PR,76198,ITAÚNA DO SUL,1205,4,1,0,0,0,169,710,8,820,3134,51,2314,166
PR,76210,IVAÍ,2914,2,2,7,8,1,349,4267,56,862,8922,169,8060,285
PR,76236,IVAIPORÃ,7315,6,6,8,7,1,1784,8400,77,4308,23030,336,18722,782
PR,76252,IVATUBA,763,3,0,1,2,0,304,661,16,651,2495,28,1844,66
PR,76279,JABOTI,1061,2,2,3,1,0,338,1390,13,608,3678,118,3070,142
PR,76295,JACAREZINHO,9088,7,11,14,14,5,3826,9680,233,6639,30976,505,24337,954
PR,76317,JAGUAPITÃ,2595,5,2,2,3,1,872,3598,31,1803,9476,233,7673,331
PR,76333,JAGUARIAÍVA,6195,7,9,16,6,2,1845,10454,120,4819,24489,387,19670,629
PR,76350,JANDAIA DO SUL,4654,5,6,7,8,2,1429,6320,111,2444,16012,428,13568,598
PR,76376,JANIÓPOLIS,2215,3,1,3,2,0,283,1593,18,1454,5935,83,4481,280
PR,76392,JAPIRA,1431,2,0,2,1,0,284,1186,13,817,3922,42,3105,144
PR,76414,JAPURÁ,2009,1,1,1,2,0,401,2922,14,612,6430,179,5818,288
PR,76430,JARDIM ALEGRE,3121,5,5,1,0,1,660,3183,38,1949,9391,135,7442,293
PR,76457,JARDIM OLINDA,566,0,1,0,0,0,76,395,3,295,1386,11,1091,39
PR,76473,JATAIZINHO,2351,2,2,5,4,0,863,3594,40,1743,9210,211,7467,395
PR,76490,JOAQUIM TÁVORA,2849,1,2,4,1,1,695,2648,36,1226,7953,153,6727,337
PR,76511,JUNDIAÍ DO SUL,1010,1,0,1,1,0,133,750,8,380,2442,33,2062,125
PR,76538,JUSSARA,1811,0,0,1,2,0,494,1694,33,883,5250,119,4367,213
PR,76554,KALORÉ,1182,5,1,1,0,0,201,1600,14,437,3659,58,3222,160
PR,76570,LAPA,11826,29,19,24,38,2,2810,12308,363,5084,34625,992,29541,1130
PR,76597,LARANJEIRAS DO SUL,8622,14,2,9,15,4,1789,6081,151,5126,22830,309,17704,708
PR,76619,LEÓPOLIS,1101,1,2,3,0,0,284,1203,14,622,3468,62,2846,176
PR,76635,LOANDA,4607,6,1,2,1,0,1393,5533,45,3131,15421,241,12290,461
PR,76651,LOBATO,1630,2,1,0,1,1,375,849,20,446,3474,38,3028,111
PR,76678,LONDRINA,51029,174,161,248,157,27,64467,152045,3569,58549,352498,9300,293949,12772
PR,76694,LUPIONÓPOLIS,1587,0,1,2,1,0,349,956,7,651,3765,61,3114,150
PR,76716,MALLET,3906,8,6,12,10,1,718,3193,113,1649,10230,290,8581,324
PR,76732,MAMBORÊ,3227,3,4,4,4,0,733,4523,51,2119,11206,191,9087,347
PR,76759,MANDAGUAÇU,5205,3,2,9,1,1,1570,4678,70,2534,15040,397,12506,570
PR,76775,MANDAGUARI,7509,9,13,9,14,1,2302,9693,134,4567,25899,673,21332,975
PR,76791,MANDIRITUBA,7004,5,4,10,12,0,1365,4338,97,2403,16185,484,13782,463
PR,76813,MANOEL RIBAS,2471,7,1,2,6,0,444,4783,48,1965,10173,145,8208,301
PR,76830,MARECHAL CÂNDIDO RONDON,12833,24,7,21,26,2,2838,12082,330,5000,34894,662,29894,1069
PR,76856,MARIA HELENA,1898,1,0,0,1,0,198,1439,12,464,4202,50,3738,139
PR,76872,MARIALVA,7504,15,5,10,11,1,2585,9477,169,4123,25248,650,21125,698
PR,76899,MARILUZ,3467,0,1,0,1,0,355,2214,19,1619,8015,93,6396,246
PR,76910,MARINGÁ,59665,163,59,92,70,9,40949,91740,2032,41866,248348,4668,206482,7035
PR,76937,MARIÓPOLIS,2323,7,1,0,6,0,379,1342,33,578,4923,81,4345,173
PR,76953,MARMELEIRO,4973,4,1,1,6,2,658,2271,51,1879,10275,178,8396,251
PR,76970,MARUMBI,1069,0,0,1,2,1,262,1486,14,301,3341,87,3040,118
PR,76996,MATELÂNDIA,3517,6,3,6,5,0,1035,4688,82,2226,12164,233,9938,363
PR,77011,MEDIANEIRA,11576,13,7,13,32,0,2564,9359,169,5444,30799,560,25355,1062
PR,77038,MIRADOR,819,1,0,0,0,1,97,536,8,413,1951,20,1538,56
PR,77054,MIRASELVA,659,0,0,0,0,0,117,692,7,223,1792,14,1569,80
PR,77070,MOREIRA SALES,2873,2,3,5,1,1,358,3599,32,1344,8854,169,7510,467
PR,77097,MORRETES,3554,4,2,5,9,1,2371,4608,53,3052,14258,260,11206,339
PR,77119,MUNHOZ DE MELO,1244,1,1,1,3,0,230,927,11,403,3004,68,2601,115
PR,77135,NOSSA SENHORA DAS GRAÇAS,1432,0,0,1,2,0,188,765,3,569,3194,78,2625,156
PR,77151,NOVA ALIANÇA DO IVAÍ,504,0,0,0,1,0,175,382,6,238,1363,15,1125,42
PR,77178,NOVA AMÉRICA DA COLINA,1083,0,0,0,3,1,191,898,8,346,2694,68,2348,96
PR,77194,NOVA CANTU,2405,2,3,1,3,0,330,1665,16,1884,6636,65,4752,262
PR,77216,NOVA ESPERANÇA,6556,10,5,5,4,1,1697,7288,96,4364,21110,420,16746,664
PR,77232,NOVA FÁTIMA,1950,3,5,5,2,0,492,2037,19,1345,6272,156,4927,258
PR,77259,NOVA LONDRINA,3103,6,2,3,2,1,631,3173,23,2626,10082,132,7456,380
PR,77275,ORTIGUEIRA,7207,3,10,7,9,0,731,3633,25,3245,16153,329,12908,954
PR,77291,OURIZONA,1365,0,0,0,1,0,148,799,14,305,2809,50,2504,127
PR,77313,PAIÇANDU,9758,9,7,8,13,0,2579,6425,142,4024,24642,733,20618,944
PR,77330,PALMAS,10367,6,10,17,11,1,1349,8313,89,5814,27322,436,21508,909
PR,77356,PALMEIRA,7303,10,6,12,12,4,2040,10328,148,3759,24925,609,21166,694
PR,77372,PALMITAL,4988,3,0,1,3,0,591,2658,42,3542,12434,115,8892,491
PR,77399,PALOTINA,6849,8,0,16,6,0,1456,8369,121,3867,21633,329,17766,612
PR,77410,PARAÍSO DO NORTE,3740,1,3,0,1,0,510,2608,20,843,8130,134,7287,270
PR,77437,PARANACITY,2764,0,1,0,1,1,540,2255,24,1560,7531,115,5971,270
PR,77453,PARANAGUÁ,21283,41,24,62,54,4,20869,36749,766,14110,97970,1838,83860,2170
PR,77470,PARANAPOEMA,870,1,1,0,0,0,145,494,14,286,1950,31,1664,108
PR,77496,PARANAVAÍ,14905,45,9,34,16,2,6464,24070,290,11789,60228,1034,48439,1570
PR,77518,PATO BRANCO,20729,16,11,40,22,8,6035,14239,407,8196,51757,767,43561,1287
PR,77534,PAULA FREITAS,1442,2,0,5,4,0,167,1679,24,555,4103,114,3548,111
PR,77550,PAULO FRONTIN,2074,0,2,3,5,0,269,1741,115,819,5373,181,4554,164
PR,77577,PEABIRU,3467,5,3,4,2,0,789,3414,43,2244,10480,151,8236,358
PR,77593,PÉROLA D'OESTE,2334,4,0,2,4,0,233,1671,59,534,5068,74,4534,153
PR,77615,PIÊN,3359,8,1,25,6,1,458,3050,87,727,8087,159,7360,206
PR,77631,PINHALÃO,2184,0,2,4,2,1,380,1594,22,1052,5544,71,4492,232
PR,77658,PINHÃO,10276,12,9,6,8,2,890,4977,91,5166,22592,304,17426,851
PR,77674,PIRAÍ DO SUL,4630,8,4,19,11,1,1183,8094,91,3471,18598,482,15127,604
