SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 10, 'Partido Republicano Brasileiro')","('QT_VOTOS', 11, 'Partido Progressista')","('QT_VOTOS', 12, 'Partido Democrático Trabalhista')","('QT_VOTOS', 13, 'Partido dos Trabalhadores')","('QT_VOTOS', 14, 'Partido Trabalhista Brasileiro')","('QT_VOTOS', 15, 'Partido do Movimento Democrático Brasileiro')","('QT_VOTOS', 16, 'Partido Socialista dos Trabalhadores Unificado')","('QT_VOTOS', 17, 'Partido Social Liberal')","('QT_VOTOS', 19, 'Partido Trabalhista Nacional')","('QT_VOTOS', 20, 'Partido Social Cristão')","('QT_VOTOS', 21, 'Partido Comunista Brasileiro')","('QT_VOTOS', 22, 'Partido da República')","('QT_VOTOS', 23, 'Partido Popular Socialista')","('QT_VOTOS', 25, 'Democratas')","('QT_VOTOS', 27, 'Partido Social Democrata Cristão')","('QT_VOTOS', 28, 'Partido Renovador Trabalhista Brasileiro')","('QT_VOTOS', 29, 'Partido da Causa Operária')","('QT_VOTOS', 31, 'Partido Humanista da Solidariedade')","('QT_VOTOS', 33, 'Partido da Mobilização Nacional')","('QT_VOTOS', 36, 'Partido Trabalhista Cristão')","('QT_VOTOS', 40, 'Partido Socialista Brasileiro')","('QT_VOTOS', 43, 'Partido Verde')","('QT_VOTOS', 44, 'Partido Republicano Progressista')","('QT_VOTOS', 45, 'Partido da Social Democracia Brasileira')","('QT_VOTOS', 50, 'Partido Socialismo e Liberdade')","('QT_VOTOS', 51, 'Partido Ecológico Nacional')","('QT_VOTOS', 54, 'Partido Pátria Livre')","('QT_VOTOS', 55, 'Partido Social Democrático')","('QT_VOTOS', 65, 'Partido Comunista do Brasil')","('QT_VOTOS', 70, 'Partido Trabalhista do Brasil')","('QT_VOTOS', 77, 'Solidariedade')","('QT_VOTOS', 90, 'Partido Republicano da Ordem Social')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
SE,31771,MALHADOR,165,21,8,612,1499,547,32,0,0,289,7,93,22,233,0,7,0,1,6,0,796,0,0,158,11,39,3,304,123,0,279,772,1188,8924,578,7736,593
SE,31798,MARUIM,214,5,23,1246,2326,83,129,1,0,793,3,410,2,103,0,21,0,4,8,0,51,2,0,344,14,6,2,869,80,0,762,230,1607,11409,942,9802,530
SE,31810,MOITA BONITA,53,13,36,122,608,15,5,0,0,860,2,29,9,64,0,1,0,0,13,0,29,0,0,49,11,1,0,273,5,0,364,3431,1087,8342,448,7255,446
SE,31836,MONTE ALEGRE DE SERGIPE,578,0,7,1509,61,48,9,0,0,1784,3,100,1,86,0,0,0,0,6,0,1218,5,0,52,9,0,1,52,7,0,46,1027,1446,9508,654,8062,247
SE,31852,MURIBECA,153,1,4,617,970,616,22,0,0,147,1,70,13,69,0,3,0,0,16,0,126,1,0,53,11,25,1,775,28,0,341,145,794,6056,504,5262,192
SE,31879,NEÓPOLIS,885,4,29,2295,174,591,11,0,0,990,5,84,20,347,0,4,0,5,26,0,107,8,0,447,60,3,1,784,36,0,833,665,2018,13132,1172,11114,641
SE,31895,NOSSA SENHORA DA GLÓRIA,4667,9,17,4313,597,218,57,0,0,2027,3,229,16,246,0,5,0,2,12,0,1481,27,0,323,25,15,116,203,36,0,577,1886,2945,23321,1321,20376,691
SE,31917,NOSSA SENHORA DAS DORES,308,2,26,1981,2227,485,32,0,0,1177,1,202,10,451,0,6,0,3,25,0,1356,4,0,107,21,8,1,1125,51,0,1013,1215,2456,18119,1697,15663,1081
SE,31933,NOSSA SENHORA DE LOURDES,527,3,4,434,52,73,9,1,0,396,1,15,30,113,0,5,0,0,117,0,43,2,0,61,16,2,0,1021,13,0,394,375,539,5048,291,4509,208
SE,31950,NOSSA SENHORA DO SOCORRO,4264,76,381,5516,12759,1954,1707,9,0,1924,500,4415,395,3136,0,271,0,24,218,0,2639,101,0,4820,207,252,57,2678,4175,0,5438,5408,11653,93641,8071,81988,5786
SE,31976,PACATUBA,316,0,11,1336,480,62,9,0,0,1656,4,113,1,218,0,9,0,1,8,0,601,5,0,60,13,1,1,1275,50,0,88,51,1755,10059,1016,8304,274
SE,31992,PEDRA MOLE,10,4,3,488,41,17,2,0,0,659,1,5,6,40,0,0,0,0,1,0,289,3,0,24,3,0,0,79,6,0,18,349,351,2846,159,2495,106
SE,32018,PEDRINHAS,139,1,5,230,280,1359,12,0,0,645,3,131,3,57,0,1,0,0,1,0,385,0,0,10,0,2,0,270,37,0,337,310,1281,6576,406,5295,273
SE,32034,PINHÃO,46,5,3,345,113,340,8,0,0,257,0,21,2,177,0,0,0,1,1,0,924,2,0,132,8,3,1,197,23,0,367,303,800,4961,404,4161,143
SE,32050,PIRAMBU,95,1,4,1233,608,377,34,0,0,1447,10,58,10,123,0,0,0,1,15,0,251,1,0,12,6,7,0,73,58,0,226,72,941,6594,400,5653,179
SE,32077,POÇO REDONDO,1093,6,27,3378,452,104,6,1,0,1109,1,60,11,76,0,2,0,1,1,0,1694,1,0,162,936,0,4,1333,3,0,1107,651,2835,17467,928,14632,390
SE,32093,POÇO VERDE,300,1,18,1900,169,171,29,2,0,1174,4,116,24,152,0,1,0,1,32,0,3741,1,0,458,28,2,2,354,25,0,584,1852,2912,16686,1015,13774,630
SE,32115,PORTO DA FOLHA,1627,3,14,3369,242,1136,29,0,0,1542,3,93,10,143,0,7,0,5,7,0,698,146,0,99,53,10,12,963,73,0,1258,2192,3211,20147,1428,16936,562
SE,32131,PROPRIÁ,480,9,13,1907,351,714,33,0,0,669,5,178,47,1127,0,5,0,0,255,0,129,2,0,792,1247,3,3,985,86,0,1718,2032,2853,19061,1621,16208,822
SE,32158,RIACHÃO DO DANTAS,284,5,27,1155,352,1245,19,0,0,959,1,46,9,91,0,3,0,0,12,0,1039,8,0,119,48,1,12,3075,58,0,555,493,2038,14993,1625,12955,701
SE,32174,RIACHUELO,386,7,1,554,1681,301,47,0,0,456,2,147,37,91,0,8,0,5,3,0,141,2,0,223,27,14,3,105,60,0,453,33,1046,6979,416,5933,321
SE,32190,RIBEIRÓPOLIS,73,15,18,312,392,94,28,0,0,212,2,41,16,316,0,3,0,3,3,0,1711,0,0,104,14,5,30,77,14,0,2436,3301,1843,13044,654,11201,745
SE,32212,ROSÁRIO DO CATETE,142,3,13,386,1749,145,49,1,0,633,1,82,10,73,0,2,0,3,5,0,627,7,0,98,12,2,0,813,46,0,271,31,1153,7703,526,6550,392
SE,32239,SALGADO,366,6,14,1823,1553,677,25,0,0,879,1,143,8,158,0,6,0,1,8,0,2162,2,0,119,18,11,4,137,357,0,328,385,1617,13730,1161,12113,871
SE,32255,SANTA LUZIA DO ITANHY,1009,9,22,901,200,186,3,0,0,169,3,35,5,49,0,2,0,5,5,0,80,2,0,32,4,0,0,2119,98,0,934,335,1580,9440,785,7860,267
SE,32298,SANTA ROSA DE LIMA,60,8,2,219,311,198,17,0,0,83,0,14,26,175,0,3,0,0,1,0,327,0,0,34,3,4,0,316,14,0,430,212,445,3469,237,3024,144
SE,32310,SANTO AMARO DAS BROTAS,171,0,10,1059,1788,95,19,0,0,309,0,58,9,51,0,5,0,0,2,0,24,1,0,51,10,4,5,366,25,0,236,841,1664,7903,367,6239,289
SE,32336,SÃO CRISTÓVÃO,1960,16,156,3615,6372,1552,550,6,0,1599,32,1755,156,1157,0,78,0,18,80,0,934,12,0,1340,901,82,30,5557,806,0,2583,1403,6347,50017,4376,43670,3735
SE,32352,SÃO DOMINGOS,72,4,11,1738,230,551,9,0,0,1601,0,37,3,41,0,4,0,2,2,0,156,2,0,109,4,1,1,31,26,0,47,101,1333,7382,460,6049,302
SE,32379,SÃO FRANCISCO,33,0,3,300,51,528,5,0,0,147,0,27,3,44,0,1,0,0,6,0,236,0,0,17,25,1,1,212,6,0,701,20,477,3236,127,2759,81
SE,32395,SÃO MIGUEL DO ALEIXO,48,1,4,128,81,610,1,1,0,660,2,21,2,32,0,1,0,1,0,0,198,1,0,30,6,0,3,17,1,0,85,250,496,3248,173,2752,147
SE,32417,SIMÃO DIAS,363,12,46,2040,741,431,39,1,0,4594,1,525,46,409,0,10,0,4,10,0,8035,3,0,598,22,5,3,386,690,0,1058,403,3997,30915,2345,26918,1835
SE,32433,SIRIRI,260,2,6,1028,1064,45,32,0,0,84,3,32,1,88,0,3,0,0,1,0,531,0,0,20,7,10,0,217,40,0,201,529,623,5659,333,5036,202
SE,32450,TELHA,31,0,7,599,25,299,3,0,0,650,0,30,2,53,0,0,0,0,8,0,13,0,0,223,37,0,0,38,2,0,82,26,348,2870,159,2522,72
SE,32476,TOBIAS BARRETO,426,2,27,5357,3435,4357,37,2,0,2522,13,178,161,1568,0,6,0,9,12,0,863,28,0,266,198,8,12,1737,1059,0,1784,241,4640,34361,1891,29721,1311
SE,32492,TOMAR DO GERU,137,1,5,759,89,2577,8,0,0,1393,1,72,18,56,0,0,0,0,2,0,15,0,0,20,2,2,0,511,65,0,126,11,2045,9334,517,7289,291
SE,32514,UMBAÚBA,370,5,19,1498,206,1618,28,0,0,1426,12,417,188,138,0,2,0,0,5,0,57,0,0,41,2,1,1,2859,123,0,687,471,2892,16008,1409,13116,598
SP,61000,EUCLIDES DA CUNHA PAULISTA,155,61,41,694,200,179,0,2,14,133,1,571,35,107,1,1,0,0,0,0,19,525,8,792,3,68,0,789,7,1,148,10,2352,7790,367,5438,140
SP,61018,ADAMANTINA,5377,217,204,1232,441,617,1,14,11,281,1,1031,68,486,16,6,1,22,5,3,214,2554,10,3410,166,17,4,334,243,5,210,29,6412,27575,2037,21163,823
SP,61026,BOREBI,136,30,5,71,4,451,0,1,1,23,0,253,12,61,0,0,0,0,0,0,11,78,2,42,0,5,0,267,0,0,4,0,340,1986,63,1646,47
SP,61034,ADOLFO,107,89,7,214,43,162,0,3,1,24,0,89,468,440,1,0,0,1,1,0,18,446,20,80,15,2,0,52,3,0,6,2,738,3558,244,2820,132
SP,61042,TARUMÃ,636,119,24,1621,156,187,0,7,4,256,0,918,198,544,0,0,3,30,1,0,164,26,7,1311,16,2,0,1258,23,0,21,39,1955,10716,640,8761,216
SP,61050,AGUAÍ,2203,396,192,1929,505,884,2,62,3,317,0,1200,715,216,1,76,2,33,4,4,456,374,39,2830,125,79,1,1145,68,15,176,60,5786,24424,2036,18638,1270
SP,61069,MOTUCA,115,130,27,847,100,319,0,2,0,106,0,154,44,77,0,0,0,1,0,0,46,53,2,235,6,2,0,69,5,0,8,2,886,3665,199,2779,106
SP,61077,ÁGUAS DA PRATA,246,50,30,1180,310,22,0,7,1,192,0,152,38,42,2,2,0,1,1,0,80,29,39,1476,26,6,2,56,13,2,48,26,1417,6422,409,5005,242
SP,61085,IARAS,147,49,79,878,449,121,0,4,3,50,1,161,3,9,0,1,1,0,1,14,19,125,1,125,11,18,0,25,3,0,11,1,1168,3974,221,2806,107
SP,61093,ÁGUAS DE LINDÓIA,761,156,265,217,548,135,1,14,14,204,0,387,1588,202,0,7,0,1,1,2,341,84,12,1293,53,25,1,1641,29,2,190,47,2946,13763,951,10817,736
SP,61107,GUATAPARÁ,87,96,144,388,25,241,0,4,0,63,0,784,15,65,24,1,0,1,1,1,22,32,1,1285,8,3,0,47,25,0,7,0,1187,5245,363,4058,136
SP,61115,ÁGUAS DE SÃO PEDRO,124,37,47,199,30,99,1,2,33,34,1,123,173,26,0,1,0,10,0,0,92,65,2,659,24,2,0,124,5,0,124,12,352,2877,158,2525,158
SP,61123,DIRCE REIS,69,30,5,95,14,289,0,1,0,4,0,68,8,206,0,0,0,0,0,0,17,38,0,236,0,20,0,28,1,0,3,2,290,1595,76,1305,34
SP,61131,AGUDOS,651,244,141,308,144,13697,0,23,7,440,0,584,50,804,0,5,0,10,2,4,347,511,21,284,55,54,4,1001,36,0,29,29,5676,28617,1340,22941,1294
SP,61140,ESPÍRITO SANTO DO TURVO,95,32,27,770,3,53,0,14,1,48,0,195,3,9,1,0,0,0,0,0,16,38,3,688,13,4,0,263,4,0,42,3,739,3443,204,2704,58
SP,61158,ALFREDO MARCONDES,79,437,38,245,124,177,0,0,0,81,0,138,22,26,1,1,0,0,1,0,25,174,4,828,16,0,0,70,2,1,28,3,634,3649,230,3015,122
SP,61166,ROSANA,663,239,148,1675,426,672,2,10,1,332,4,1416,185,65,2,4,0,0,1,2,102,708,18,1220,48,34,2,85,34,21,489,40,5522,16636,1102,11114,547
SP,61174,ALTAIR,115,35,37,57,28,85,0,4,5,10,4,1090,3,395,0,0,2,3,0,0,17,23,20,51,8,3,0,6,1,0,71,1,757,3090,132,2333,55
SP,61182,EMBAÚBA,59,23,2,141,141,14,0,0,1,11,0,40,4,376,0,1,0,0,0,0,33,134,5,692,6,9,0,22,8,0,53,0,463,2449,72,1986,54
SP,61190,ALTINÓPOLIS,407,138,1289,329,39,1502,0,13,2,215,3,279,628,27,5,26,1,17,0,2,240,97,24,2093,45,26,1,312,21,1,22,6,3179,13219,978,10040,627
SP,61204,ILHA SOLTEIRA,927,639,126,2888,94,2019,3,47,28,838,2,914,68,857,1,8,1,21,2,3,769,645,23,358,87,15,0,429,61,1,223,24,5999,21549,1204,15550,1139
SP,61212,ALTO ALEGRE,131,265,20,293,17,48,1,10,1,66,0,164,42,449,0,3,0,19,0,0,21,78,94,311,6,32,0,104,19,0,71,10,821,3789,343,2968,202
SP,61220,ALUMÍNIO,859,156,59,672,173,348,1,15,63,315,0,557,345,106,0,8,0,18,7,12,193,424,22,3485,100,223,0,983,31,5,295,48,2654,14358,904,11704,618
SP,61239,ÁLVARES FLORENCE,132,33,8,57,16,443,1,3,4,19,0,71,8,782,0,0,0,0,12,0,13,218,3,119,1,0,0,2,3,0,620,16,739,3772,162,3033,137
SP,61247,PEDRINHAS PAULISTA,53,14,4,30,397,14,0,3,0,18,0,132,3,334,0,1,1,3,0,0,9,27,2,398,8,0,0,450,7,0,2,0,618,2761,77,2143,59
SP,61255,ÁLVARES MACHADO,424,112,135,1177,189,773,1,12,34,337,0,508,76,98,0,3,1,2,1,0,116,3729,24,3000,107,8,1,211,11,1,173,16,3728,17791,1369,14063,639
SP,61263,ARAÇARIGUAMA,1103,211,56,364,194,94,0,40,212,514,0,784,79,589,10,5,1,11,6,12,224,1097,16,1435,151,58,0,1536,28,0,49,12,3674,14683,1046,11009,494
SP,61271,ÁLVARO DE CARVALHO,90,32,24,135,44,197,0,1,0,38,3,85,2,13,0,1,0,0,1,0,62,22,1,309,24,0,1,771,3,0,2,0,778,3133,195,2355,134
SP,61280,BERTIOGA,3813,516,183,930,684,990,6,21,79,1229,1,2170,967,233,10,19,3,55,9,32,306,816,30,5925,121,75,17,612,76,4,2866,682,9660,38817,2197,29157,1479
SP,61298,ALVINLÂNDIA,71,23,18,81,35,27,0,0,0,107,0,98,247,122,0,0,0,0,1,0,490,27,8,82,1,9,0,371,0,0,6,2,548,2666,151,2118,54
SP,61301,SUZANÁPOLIS,142,31,7,400,79,278,0,3,0,23,0,130,3,275,1,0,0,20,3,0,25,21,7,159,0,3,0,9,4,0,284,0,551,2829,180,2278,71
SP,61310,AMERICANA,7006,1582,1257,8257,1468,4032,42,233,503,3928,17,4788,601,695,27,52,12,139,41,276,2018,5968,98,45557,1408,864,72,4473,5028,27,2844,426,29862,172014,16708,142152,12521
SP,61328,SANTO ANTÔNIO DO ARACANGUÁ,242,62,18,422,59,416,1,4,1,97,0,182,1561,492,4,0,0,3,5,0,76,158,7,204,7,2,0,162,5,14,234,43,965,6058,224,5093,88
SP,61336,AMÉRICO BRASILIENSE,1246,300,286,2941,756,601,4,27,15,457,4,1817,159,1258,8,10,4,18,4,8,674,3756,19,1402,86,14,12,244,34,1,51,47,5361,26830,2367,21469,1580
SP,61344,CANITAR,74,25,10,232,111,19,0,8,6,95,0,617,17,246,0,1,0,6,0,1,23,51,3,184,1,26,3,496,1,8,11,6,777,3699,286,2922,176
SP,61352,AMÉRICO DE CAMPOS,195,193,12,261,32,55,0,4,3,65,0,115,605,626,0,3,0,1,3,0,32,179,13,440,24,0,0,14,9,0,451,39,724,4712,261,3988,187
SP,61360,BARRA DO CHAPÉU,58,158,20,1000,287,4,0,0,0,15,0,30,0,627,0,5,0,2,0,0,5,38,0,567,2,63,0,19,1,0,97,3,1103,4597,186,3494,84
SP,61379,AMPARO,3011,426,314,2679,399,327,11,55,18,814,4,1598,218,1214,13,12,2,167,13,26,2971,328,34,12673,508,94,1,2442,259,5,318,173,10354,52687,4291,42333,3059
SP,61387,EMILIANÓPOLIS,73,41,40,277,166,107,0,0,5,31,0,73,10,17,0,2,0,2,0,0,8,246,5,552,6,0,0,20,1,0,15,1,503,2593,188,2090,71
SP,61395,ANALÂNDIA,191,111,39,141,70,384,0,4,21,59,0,172,14,37,0,0,0,3,7,2,82,84,3,832,17,8,0,114,9,1,25,7,531,3502,197,2971,170
SP,61409,NOVAIS,1244,15,2,41,37,13,0,2,1,31,0,40,6,519,0,1,0,0,0,0,16,197,3,100,2,2,0,10,1,0,47,2,724,3424,148,2700,124
SP,61417,ANDRADINA,1379,2435,435,2064,304,8409,4,47,4,1881,2,1867,340,839,2,248,0,41,2,273,1168,1238,121,1572,165,41,1,1248,484,19,419,39,9956,43973,3096,34017,1827
SP,61425,NOVA CANAÃ PAULISTA,56,50,9,107,4,378,0,1,2,32,0,54,3,490,0,0,0,1,0,0,12,81,13,73,0,3,0,4,0,0,7,1,439,2064,129,1625,56
SP,61433,ANGATUBA,636,3225,42,1372,137,77,0,25,2,243,0,379,136,74,1,2,1,11,6,0,185,481,12,955,1075,65,1,1611,19,1,424,55,3623,17384,1158,13761,657
SP,61441,SALTINHO,230,83,33,109,1348,27,0,8,1,75,0,290,77,46,1,17,0,21,2,3,66,248,1,1089,27,8,3,182,13,0,320,8,856,6119,466,5263,250
SP,61450,ANHEMBI,156,51,23,52,387,27,0,7,19,28,0,442,55,86,0,0,0,0,0,4,38,99,30,1286,4,8,0,485,3,0,217,10,1594,5596,222,4002,101
SP,61468,UBARANA,310,46,29,233,48,188,0,9,1,130,0,137,57,755,0,0,0,7,0,0,23,4,41,321,8,0,0,221,2,0,64,21,1045,4412,366,3367,144
SP,61476,ANHUMAS,78,19,36,59,798,65,0,2,1,75,0,105,93,59,0,1,4,0,2,0,22,271,1,228,7,83,0,128,1,0,151,0,595,3303,183,2708,85
SP,61484,CAJATI,496,199,50,1292,572,150,2,19,2,870,1,960,81,932,0,2,0,21,33,10,1179,242,15,6394,42,197,1,485,74,1,93,4,6654,23436,1094,16782,392
SP,61492,APARECIDA,1727,601,397,1228,349,223,12,2154,35,819,3,2128,235,229,24,21,4,26,5,12,944,3236,84,2490,177,648,6,612,96,64,106,131,5817,29180,2051,23363,1018
SP,61506,CAMPINA DO MONTE ALEGRE,168,1317,49,214,75,9,0,4,12,118,1,96,2,150,1,0,0,8,0,0,19,237,4,110,69,9,0,218,6,0,282,9,901,4570,226,3669,108
SP,61514,APARECIDA D'OESTE,68,34,57,269,177,334,1,1,1,20,0,94,0,639,0,0,0,4,4,0,89,317,16,309,10,2,0,79,6,2,90,1,887,3967,210,3080,81
SP,61522,ASPÁSIA,37,14,2,272,60,115,2,0,2,16,0,40,1,342,1,0,0,0,0,0,8,27,1,241,6,5,0,2,0,0,84,0,320,1801,88,1481,54
SP,61530,APIAÍ,352,560,106,1276,510,54,0,2,4,132,0,436,9,276,1,5,2,20,5,0,241,213,7,2783,104,991,10,1478,210,1,2519,45,5794,20664,1133,14870,520
SP,61549,VARGEM,613,141,55,155,91,339,0,0,4,200,2,463,14,57,3,2,0,14,60,6,700,28,7,353,31,20,0,775,13,3,62,26,1600,7053,582,5453,251
SP,61557,ARAÇATUBA,5934,1161,1995,6303,4407,3062,14,202,84,4462,13,6693,833,6074,312,61,10,91,30,11,21576,805,166,9248,740,242,23,4870,918,5559,3632,263,28845,141542,8736,112697,5975
SP,61565,POTIM,551,418,90,986,83,451,0,700,4,378,0,1263,113,94,2,8,1,4,0,0,227,709,11,826,56,113,0,256,22,3,48,32,2463,11562,851,9099,270
SP,61573,ARAÇOIABA DA SERRA,862,300,151,1741,2037,169,2,38,13,301,1,1008,55,347,1,53,2,60,41,22,305,783,49,4371,98,19,2,826,19,4,60,79,3777,21194,1485,17417,982
SP,61581,ALAMBARI,233,1418,23,79,52,21,0,7,1,24,0,239,5,74,0,2,0,2,0,4,47,104,0,275,48,54,0,47,4,0,9,1,743,4035,207,3292,154
SP,61590,ARAMINA,89,218,137,342,22,202,1,5,0,37,3,137,160,4,6,13,0,69,0,0,25,39,1,349,20,132,0,830,2,2,10,20,901,4432,300,3531,140
SP,61603,ITAOCA,25,154,5,174,155,38,0,0,0,2,0,407,0,182,0,0,0,1,1,1,29,20,6,482,6,59,0,27,5,0,77,1,778,2947,120,2169,50
SP,61611,ARANDU,281,106,32,317,280,5,0,3,11,67,0,1703,9,332,0,4,2,2,5,0,47,149,3,88,44,2,1,54,8,0,22,4,938,5333,426,4395,168
SP,61620,TUIUTI,184,57,32,26,61,36,0,2,1,36,0,212,5,29,0,0,0,1,8,0,275,11,2,670,14,5,0,1620,5,1,104,7,982,5090,303,4108,174
SP,61638,ARARAQUARA,14253,2077,4624,11468,1529,2029,92,228,40,2559,38,5816,560,2908,32,79,16,87,22,36,3788,30728,130,5979,1273,141,387,1033,573,27,603,233,33868,162058,12534,128190,13281
SP,61646,ARAPEÍ,51,48,8,265,59,82,2,8,3,77,0,56,209,3,2,1,0,0,1,2,113,36,2,299,3,19,0,133,7,0,63,7,587,2434,109,1847,82
SP,61654,ARARAS,3893,1587,430,5860,1755,1465,3,74,148,1862,3,3110,256,2162,37,22,2,23387,29,23,1092,422,61,3430,550,384,112,6575,187,40,1535,643,16291,94443,7275,78152,5216
SP,61662,ESTIVA GERBI,343,65,42,617,356,630,2,12,24,115,0,355,209,129,16,2,0,104,4,1,123,73,8,740,20,73,0,679,15,0,237,325,1312,8148,678,6836,474
SP,61670,AREALVA,256,250,120,147,36,306,0,2,3,89,0,206,785,55,0,0,0,2,1,0,149,179,4,915,19,12,0,123,85,0,11,8,1290,6236,542,4946,340
SP,61689,ENGENHEIRO COELHO,544,189,26,564,654,1268,1,17,27,200,0,712,18,79,3,6,0,26,1,4,803,58,10,1489,19,22,0,927,133,11,113,22,2831,12476,830,9645,334
SP,61697,AREIAS,90,40,33,119,114,9,6,13,0,68,0,88,11,14,2,16,0,3,0,1,34,109,3,543,9,36,0,728,12,0,4,24,827,3352,171,2525,87
SP,61700,RIBEIRÃO GRANDE,159,1526,46,1185,14,49,0,2,0,157,0,143,7,198,0,2,1,8,0,0,194,29,6,171,7,15,0,204,3,0,438,13,1373,6713,370,5340,101
SP,61719,AREIÓPOLIS,362,71,28,241,97,207,0,9,2,146,0,1623,319,32,0,1,1,70,2,0,235,209,7,390,8,33,0,283,13,1,17,33,1691,8580,677,6889,1463
SP,61727,HORTOLÂNDIA,4817,926,1306,53839,983,1101,30,701,33,3158,10,5726,101,600,276,36,28,157,50,45,2925,1418,75,5462,1072,295,7,1806,502,13,535,1190,25436,138583,11277,113147,6109
SP,61735,ARIRANHA,222,47,17,173,131,122,0,6,0,96,1,154,10,1363,3,1,0,1,0,0,178,1128,41,428,38,6,1,11,2,4,553,68,1424,7235,459,5811,328
SP,61743,HOLAMBRA,842,74,86,314,378,201,2,6,6,79,2,613,108,34,0,1,0,8,8,8,210,55,1,2494,67,15,1,1354,26,1,204,18,1589,10383,631,8794,313
SP,61751,ARTUR NOGUEIRA,2535,493,233,1325,434,336,0,109,36,718,2,1633,103,305,12,8,3,139,13,2,980,344,28,3166,207,103,17,6025,325,1,436,130,5422,31654,2998,26232,1293
SP,61760,ELISIÁRIO,95,6,5,169,74,25,0,0,0,53,0,132,13,22,0,0,0,0,1,0,89,540,14,556,8,2,0,21,1,0,1,7,480,2718,174,2238,107
SP,61778,ARUJÁ,6832,944,599,4202,532,500,44,71,237,1232,5,10235,748,1480,228,54,15,76,8,8,784,3060,104,3488,422,250,9,2191,126,12,567,33,11068,62375,4341,51307,4142
SP,61786,BOM SUCESSO DE ITARARÉ,28,194,6,533,28,14,0,1,0,21,0,167,1,236,0,69,0,1,2,0,6,12,1,31,3,12,0,39,0,0,711,2,761,3149,77,2388,38
SP,61794,ASSIS,3291,1218,722,5507,2138,1330,7,55,19,1616,5,4452,477,8123,13,26,112,340,12,16,1249,1265,67,4692,612,95,8,3225,347,6,332,109,16353,69655,5118,53302,3253
SP,61808,PONTALINDA,244,180,11,265,30,237,0,1,0,43,0,168,2,224,0,1,0,0,2,0,445,75,9,128,4,8,0,26,2,0,13,1,804,3391,262,2587,75
SP,61816,ATIBAIA,9016,1356,779,1710,838,702,23,107,147,2050,10,4045,408,1012,24,54,10,100,104,33,1395,1543,81,9674,878,844,143,19981,586,7,584,715,21692,102560,8723,80868,6039
SP,61824,PARISI,35,4,5,51,11,83,0,0,0,14,0,65,2,350,0,1,0,0,4,0,10,64,19,447,2,0,0,2,0,2,392,5,409,2180,74,1771,62
SP,61832,AURIFLAMA,674,154,52,948,80,993,0,20,3,276,0,713,298,508,3,1,0,12,4,2,145,148,15,1086,58,24,2,132,49,2,65,26,2469,11422,1267,8953,632
SP,61840,TAQUARIVAÍ,110,889,10,93,11,10,0,0,0,33,0,290,1,167,0,4,0,11,1,0,23,33,5,857,7,2,0,112,1,0,360,0,1201,4762,236,3561,116
SP,61859,AVAÍ,126,50,58,388,27,198,0,1,1,81,0,275,15,107,1,0,0,1,0,0,132,172,14,1072,15,8,0,53,6,0,6,0,770,4041,199,3271,95
SP,61867,MARAPOAMA,88,139,7,163,37,26,0,2,0,10,0,268,15,286,0,1,0,0,0,0,13,324,13,135,7,6,0,72,1,0,119,8,449,2536,140,2087,100
SP,61875,AVANHANDAVA,728,199,95,568,101,141,1,9,40,309,0,1135,192,69,2,1,2,9,6,0,123,54,10,581,51,27,0,352,14,4,30,4,1619,7688,618,6069,265
SP,61883,SÃO JOÃO DE IRACEMA,69,7,70,251,15,181,0,0,0,14,0,52,366,15,1,0,0,1,3,0,2,15,1,26,4,1,0,18,0,0,8,0,362,1654,71,1292,27
SP,61891,AVARÉ,3577,1575,996,2020,2638,365,4,63,6,1264,2,5411,168,753,12,46,1,37,18,46,1141,11141,85,3630,589,95,8,1012,144,3,752,71,13781,63241,5200,49460,3278
SP,61905,SÃO LOURENÇO DA SERRA,693,158,81,948,113,99,0,27,10,273,1,375,40,256,2,2,0,48,8,18,543,65,7,1988,47,2,3,344,22,0,640,14,2306,11035,836,8729,460
SP,61913,BADY BASSITT,800,186,60,545,354,1050,0,7,18,180,3,1172,637,828,0,2,0,7,3,0,119,174,171,311,53,27,0,61,21,2,754,36,2470,11897,747,9427,564
SP,61921,ZACARIAS,51,34,8,234,53,87,0,1,0,27,0,39,18,360,0,0,0,0,1,0,7,25,11,461,6,3,0,20,1,3,101,5,553,2375,83,1822,93
SP,61930,BALBINOS,70,32,64,35,24,20,0,1,0,14,1,357,6,100,0,0,0,2,0,0,11,7,1,54,27,25,0,11,37,0,2,1,381,1494,91,1113,60
SP,61948,ITAPIRAPUÃ PAULISTA,35,35,10,841,58,0,0,1,0,27,0,25,0,4,0,0,0,0,0,0,18,6,3,738,0,17,1,15,1,0,187,4,761,3161,172,2400,49
SP,61956,BÁLSAMO,309,51,28,261,35,303,1,8,5,81,0,88,15,3006,0,0,1,1,3,0,44,28,57,118,19,0,0,44,17,1,357,15,1013,6813,394,5800,277
SP,61964,MESÓPOLIS,91,48,9,63,3,88,0,0,3,45,0,68,145,185,0,0,0,0,0,0,0,41,0,159,0,4,0,29,24,0,78,0,380,1690,115,1310,32
