SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 10, 'Partido Republicano Brasileiro')","('QT_VOTOS', 11, 'Partido Progressista')","('QT_VOTOS', 12, 'Partido Democrático Trabalhista')","('QT_VOTOS', 13, 'Partido dos Trabalhadores')","('QT_VOTOS', 14, 'Partido Trabalhista Brasileiro')","('QT_VOTOS', 15, 'Partido do Movimento Democrático Brasileiro')","('QT_VOTOS', 16, 'Partido Socialista dos Trabalhadores Unificado')","('QT_VOTOS', 17, 'Partido Social Liberal')","('QT_VOTOS', 19, 'Partido Trabalhista Nacional')","('QT_VOTOS', 20, 'Partido Social Cristão')","('QT_VOTOS', 21, 'Partido Comunista Brasileiro')","('QT_VOTOS', 22, 'Partido da República')","('QT_VOTOS', 25, 'Democratas')","('QT_VOTOS', 27, 'Partido Social Democrata Cristão')","('QT_VOTOS', 28, 'Partido Renovador Trabalhista Brasileiro')","('QT_VOTOS', 29, 'Partido da Causa Operária')","('QT_VOTOS', 33, 'Partido da Mobilização Nacional')","('QT_VOTOS', 36, 'Partido Trabalhista Cristão')","('QT_VOTOS', 40, 'Partido Socialista Brasileiro')","('QT_VOTOS', 43, 'Partido Verde')","('QT_VOTOS', 44, 'Partido Republicano Progressista')","('QT_VOTOS', 45, 'Partido da Social Democracia Brasileira')","('QT_VOTOS', 50, 'Partido Socialismo e Liberdade')","('QT_VOTOS', 51, 'Partido Ecológico Nacional')","('QT_VOTOS', 54, 'Partido Pátria Livre')","('QT_VOTOS', 55, 'Partido Social Democrático')","('QT_VOTOS', 65, 'Partido Comunista do Brasil')","('QT_VOTOS', 70, 'Partido Trabalhista do Brasil')","('QT_VOTOS', 77, 'Solidariedade')","('QT_VOTOS', 90, 'Partido Republicano da Ordem Social')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
RS,87130,ITAQUI,0,2575,5577,6977,0,3466,9,0,0,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,0,0,0,0,0,0,7135,27983,1361,20848,864
RS,87149,MORRO REUTER,0,557,1928,802,0,535,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,457,5011,366,4554,360
RS,87157,ITATIBA DO SUL,0,96,605,2002,0,154,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,3630,155,3145,131
RS,87165,MULITERNO,0,288,355,410,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,1598,148,1478,45
RS,87173,IVOTI,0,2204,5227,2928,0,1269,26,0,0,0,0,0,0,0,0,0,19,0,0,0,9,0,0,0,0,0,0,0,0,0,1609,15305,1041,13696,973
RS,87181,NICOLAU VERGUEIRO,0,215,337,239,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,147,1692,184,1545,83
RS,87190,JACUTINGA,0,329,943,731,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,198,2756,252,2558,135
RS,87203,NOVA BOA VISTA,0,276,522,586,0,138,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,141,1828,89,1687,74
RS,87211,JAGUARÃO,0,1316,5184,5392,0,2726,32,0,0,0,0,0,0,0,0,0,14,0,0,0,10,0,0,0,0,0,0,0,0,0,5353,22920,1711,17567,1182
RS,87220,NOVA PÁDUA,0,285,698,131,0,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,2144,183,1957,188
RS,87238,JAGUARI,0,827,2056,2128,0,1708,6,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,1991,10145,899,8154,522
RS,87246,NOVA SANTA RITA,0,1026,3710,4663,0,1270,19,0,0,0,0,0,0,0,0,0,6,0,0,0,17,0,0,0,0,0,0,0,0,0,1084,13787,1199,12703,793
RS,87254,JÚLIO DE CASTILHOS,0,870,3359,3951,0,2724,7,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,3234,16103,1129,12869,822
RS,87262,NOVO BARREIRO,0,338,726,1262,0,181,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,195,3183,286,2988,188
RS,87270,LAGOA VERMELHA,0,3524,5955,3601,0,1371,10,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,3799,21433,2192,17634,976
RS,87289,NOVO MACHADO,0,490,865,1044,0,262,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,454,3366,136,2912,113
RS,87297,LAJEADO,0,3376,18405,12143,0,4555,69,0,0,0,0,0,0,0,0,0,51,0,0,0,21,0,0,0,0,0,0,0,0,0,7639,55313,5466,47674,3588
RS,87300,NOVO TIRADENTES,0,237,282,594,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,1604,91,1464,83
RS,87319,LAVRAS DO SUL,0,527,1290,1710,0,652,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1289,6252,458,4963,323
RS,87327,PARECI NOVO,0,193,879,557,0,498,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,172,2636,185,2464,149
RS,87335,LIBERATO SALZANO,0,697,935,1418,0,250,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,759,4610,357,3851,191
RS,87343,PASSO DO SOBRADO,0,167,1480,1596,0,354,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,563,4953,508,4390,282
RS,87351,MACHADINHO,0,691,881,804,0,816,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,666,4476,405,3810,207
RS,87360,PICADA CAFÉ,0,500,1330,879,0,450,6,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,539,4292,229,3753,355
RS,87378,MARAU,0,3155,7861,3892,0,5884,26,0,0,0,0,0,0,0,0,0,21,0,0,0,9,0,0,0,0,0,0,0,0,0,4039,28907,2530,24868,1490
RS,87386,PINHAL GRANDE,0,356,873,1165,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,728,3854,256,3126,166
RS,87394,MARCELINO RAMOS,0,342,897,1473,0,375,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,647,4275,263,3628,273
RS,87408,PINHEIRINHO DO VALE,0,237,857,893,0,476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,419,3387,307,2968,197
RS,87416,MARIANO MORO,0,72,490,567,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,178,1888,197,1710,68
RS,87424,PONTÃO,0,141,928,1383,0,171,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,402,3277,132,2875,116
RS,87432,MATA,0,496,628,1149,0,548,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,869,4324,447,3455,183
RS,87440,PONTE PRETA,0,204,422,361,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,1601,137,1497,66
RS,87459,MAXIMILIANO DE ALMEIDA,0,626,746,917,0,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696,4211,400,3515,210
RS,87467,PORTO MAUÁ,0,172,587,740,0,218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,2106,116,1916,82
RS,87475,MIRAGUAÍ,0,197,585,1398,0,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,4039,337,3344,203
RS,87483,PORTO VERA CRUZ,0,47,339,545,0,249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106,1478,98,1372,93
RS,87491,MONTENEGRO,0,2533,12785,11118,0,3934,57,0,0,0,0,0,0,0,0,0,36,0,0,0,37,0,0,0,0,0,0,0,0,0,7151,45190,4547,38039,2992
RS,87505,PRESIDENTE LUCENA,0,269,772,340,0,423,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,170,2224,106,2054,141
RS,87513,MOSTARDAS,0,821,2491,1869,0,1026,6,0,0,0,0,0,0,0,0,0,7,0,0,0,11,0,0,0,0,0,0,0,0,0,1915,9427,756,7512,525
RS,87521,QUEVEDOS,0,371,253,511,0,290,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,189,2009,279,1820,114
RS,87530,MUÇUM,0,340,950,621,0,827,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,249,3641,376,3392,272
RS,87548,RIO DOS ÍNDIOS,0,663,421,761,0,114,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,218,2571,255,2353,133
RS,87556,NÃO-ME-TOQUE,0,1677,4379,2034,0,1388,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1737,12860,997,11123,634
RS,87564,SAGRADA FAMÍLIA,0,116,532,793,0,123,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,155,1919,89,1764,107
RS,87572,NONOAI,0,1349,2357,1973,0,501,3,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,747,8072,702,7325,431
RS,87580,SALVADOR DAS MISSÕES,0,339,480,818,0,231,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,131,2197,94,2066,101
RS,87599,NOVA ARAÇÁ,0,312,938,354,0,875,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,492,3585,389,3093,223
RS,87602,SANTA CLARA DO SUL,0,437,1237,838,0,1103,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,4915,506,4495,371
RS,87610,NOVA BASSANO,0,419,2381,723,0,1447,2,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1010,7176,710,6166,477
RS,87629,SANTA TEREZA,0,76,384,319,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,1636,187,1477,206
RS,87637,NOVA BRÉSCIA,0,415,863,356,0,343,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,326,2727,217,2401,206
RS,87645,SANTO ANTÔNIO DO PALMA,0,113,584,530,0,156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,168,1769,122,1601,94
RS,87653,NOVA PALMA,0,663,1140,1466,0,733,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,710,5298,327,4588,254
RS,87661,SANTO ANTÔNIO DO PLANALTO,0,251,580,335,0,296,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,151,1790,92,1639,82
RS,87670,NOVA PETRÓPOLIS,0,1495,5757,2303,0,2055,19,0,0,0,0,0,0,0,0,0,8,0,0,0,14,0,0,0,0,0,0,0,0,0,2382,16599,1192,14217,1374
RS,87688,SANTO EXPEDITO DO SUL,0,301,324,508,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,2086,314,1904,132
RS,87696,NOVA PRATA,0,1295,5872,2595,0,2656,19,0,0,0,0,0,0,0,0,0,17,0,0,0,9,0,0,0,0,0,0,0,0,0,2949,18672,1826,15723,1434
RS,87700,SÃO JOÃO DO POLÊSINE,0,242,656,515,0,346,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,250,2309,153,2059,142
RS,87718,NOVO HAMBURGO,0,12192,58455,37658,0,15731,336,0,0,0,0,0,0,0,0,0,171,0,0,0,111,0,0,0,0,0,0,0,0,0,28214,179706,15139,151492,11699
RS,87726,SÃO JOSÉ DOS AUSENTES,0,296,263,452,0,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,2511,207,2234,127
RS,87734,OSÓRIO,0,1407,8986,6980,0,5821,68,0,0,0,0,0,0,0,0,0,32,0,0,0,19,0,0,0,0,0,0,0,0,0,5499,33926,2930,28427,2184
RS,87742,SÃO JOSÉ DO INHACORÁ,0,213,430,550,0,376,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82,1939,157,1857,129
RS,87750,PAIM FILHO,0,134,928,1456,0,273,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,270,3443,221,3173,159
RS,87769,SÃO JOSÉ DAS MISSÕES,0,336,491,721,0,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,136,1972,123,1836,115
RS,87777,PALMEIRA DAS MISSÕES,0,2107,6603,7962,0,1150,7,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,4690,25381,1653,20691,1197
RS,87785,SÃO MARTINHO DA SERRA,0,309,827,638,0,241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,2698,238,2378,124
RS,87793,PALMITINHO,0,429,1230,2127,0,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858,6027,385,5169,226
RS,87807,SÃO PEDRO DA SERRA,0,210,833,625,0,369,4,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,114,2598,245,2484,195
RS,87815,PANAMBI,0,2453,9092,7021,0,3438,8,0,0,0,0,0,0,0,0,0,22,0,0,0,14,0,0,0,0,0,0,0,0,0,4709,30392,2251,25683,1384
RS,87823,SÃO PEDRO DO BUTIÁ,0,270,574,1003,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,373,2503,101,2130,114
RS,87831,PARAÍ,0,784,1636,524,0,1224,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,688,5779,548,5091,371
RS,87840,SÃO VALENTIM DO SUL,0,64,448,417,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,1927,206,1754,155
RS,87858,PASSO FUNDO,0,8671,39131,35661,0,16815,340,0,0,0,0,0,0,0,0,0,108,0,0,0,58,0,0,0,0,0,0,0,0,0,21071,139370,10721,118299,6794
RS,87866,SÃO VALÉRIO DO SUL,0,511,395,561,0,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,1884,78,1719,72
RS,87874,PEDRO OSÓRIO,0,270,1494,2144,0,517,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,6740,644,5430,339
RS,87882,SENTINELA DO SUL,0,502,1148,937,0,396,4,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,702,4342,442,3640,207
RS,87890,PEJUÇARA,0,267,953,872,0,332,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,489,3291,218,2802,157
RS,87904,SÉRIO,0,81,383,607,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,95,1837,235,1742,120
RS,87912,PELOTAS,0,11872,63529,63034,0,24585,1301,0,0,0,0,0,0,0,0,0,188,0,0,0,325,0,0,0,0,0,0,0,0,0,45401,253190,23566,207789,19389
RS,87920,SERTÃO SANTANA,0,677,1680,847,0,420,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,373,4558,328,4185,228
RS,87939,PINHEIRO MACHADO,0,961,2323,2926,0,800,7,0,0,0,0,0,0,0,0,0,12,0,0,0,7,0,0,0,0,0,0,0,0,0,2284,11009,1068,8725,621
RS,87947,SINIMBU,0,808,1691,2249,0,961,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1291,8023,555,6732,462
RS,87955,PIRATINI,0,872,2957,4666,0,1696,18,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,3593,16329,1712,12736,807
RS,87963,TIRADENTES DO SUL,0,419,800,1737,0,481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,4998,405,4190,347
RS,87971,PLANALTO,0,1337,1870,1253,0,461,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1633,8042,969,6409,511
RS,87980,TRAVESSEIRO,0,170,385,804,0,188,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,225,2019,139,1794,105
RS,87998,PORTÃO,0,1386,5904,5668,0,3062,27,0,0,0,0,0,0,0,0,0,12,0,0,0,14,0,0,0,0,0,0,0,0,0,3360,23117,2136,19757,1548
RS,88005,TRÊS FORQUILHAS,0,238,463,562,0,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,2342,195,2137,88
RS,88013,PORTO ALEGRE,0,56650,241414,309937,0,101842,10307,0,0,0,0,0,0,0,0,0,1988,0,0,0,1238,0,0,0,0,0,0,0,0,0,207796,1094955,86591,887159,77192
RS,88021,TUPANCI DO SUL,0,170,262,293,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,1325,209,1145,58
RS,88030,PORTO LUCENA,0,155,1116,1445,0,376,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,655,4276,309,3621,217
RS,88048,UNIÃO DA SERRA,0,113,311,359,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,101,1340,146,1239,76
RS,88056,PORTO XAVIER,0,1000,1527,2144,0,653,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,539,6704,508,6165,331
RS,88064,VALE DO SOL,0,1523,2017,1946,0,880,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1044,8457,659,7413,384
RS,88072,PUTINGA,0,692,819,284,0,730,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,598,3735,423,3137,187
RS,88080,VALE REAL,0,298,1130,992,0,616,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,236,4102,448,3866,379
RS,88099,QUARAÍ,0,1969,3574,4995,0,1492,8,0,0,0,0,0,0,0,0,0,11,0,0,0,6,0,0,0,0,0,0,0,0,0,4738,18757,1166,14019,798
RS,88102,VILA NOVA DO SUL,0,239,715,935,0,466,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,392,3194,276,2802,165
RS,88110,REDENTORA,0,355,575,2179,0,1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584,5511,325,4927,291
RS,88129,VITÓRIA DAS MISSÕES,0,536,648,1060,0,149,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,307,3010,192,2703,117
RS,88137,RESTINGA SÊCA,0,910,4116,2313,0,2161,5,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,2787,13656,833,10869,526
RS,88145,XANGRI-LÁ,0,588,2805,1618,0,1766,15,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,1482,9532,693,8050,554
RS,88153,RIO GRANDE,0,7428,33370,41067,0,17784,221,0,0,0,0,0,0,0,0,0,86,0,0,0,310,0,0,0,0,0,0,0,0,0,26949,151557,14282,124608,10060
RS,88161,BOA VISTA DO SUL,0,176,566,433,0,546,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,206,2321,257,2115,131
RS,88170,RIO PARDO,0,1598,7032,9011,0,3392,9,0,0,0,0,0,0,0,0,0,16,0,0,0,9,0,0,0,0,0,0,0,0,0,5522,30698,2513,25176,1596
RS,88188,DILERMANDO DE AGUIAR,0,151,770,796,0,317,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,290,2557,125,2267,102
RS,88196,ROCA SALES,0,693,2131,1251,0,1313,3,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,996,7927,959,6931,569
RS,88200,CAPIVARI DO SUL,0,244,1238,685,0,261,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,239,2972,164,2733,135
RS,88218,RODEIO BONITO,0,467,861,1499,0,792,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,675,4837,289,4162,251
RS,88226,NOVA CANDELÁRIA,0,273,518,783,0,166,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,212,2391,246,2179,189
RS,88234,ROLANTE,0,852,5770,2875,0,1726,2,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,1911,15357,1243,13446,958
RS,88242,FLORIANO PEIXOTO,0,127,404,592,0,192,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,169,1729,152,1560,92
RS,88250,RONDA ALTA,0,343,1976,2992,0,282,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1221,7567,488,6346,262
RS,88269,CHUVISCA,0,372,902,566,0,1045,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,231,3747,412,3516,215
RS,88277,RONDINHA,0,916,1002,1636,0,134,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,560,4696,278,4136,164
RS,88285,ESPERANÇA DO SUL,0,202,343,887,0,495,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,155,2454,172,2299,199
RS,88293,ROQUE GONZALES,0,969,785,1365,0,1091,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1140,5971,329,4831,289
RS,88307,DOUTOR RICARDO,0,193,404,254,0,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,1825,205,1666,135
RS,88315,ROSÁRIO DO SUL,0,2943,8134,7856,0,1913,31,0,0,0,0,0,0,0,0,0,21,0,0,0,12,0,0,0,0,0,0,0,0,0,8239,32571,2126,24332,1296
RS,88323,HERVEIRAS,0,253,289,833,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,142,2137,158,1995,112
RS,88331,SALVADOR DO SUL,0,538,1569,1097,0,826,7,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,618,5435,422,4817,350
RS,88340,CARAÁ,0,674,1377,1068,0,1254,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1159,6447,575,5288,334
RS,88358,SANANDUVA,0,1169,4070,2627,0,1181,3,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,1515,12479,1267,10964,637
RS,88366,FAZENDA VILANOVA,0,356,874,572,0,312,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,177,2732,240,2555,199
RS,88374,SANTA BÁRBARA DO SUL,0,868,2342,1609,0,397,4,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1392,7539,627,6147,296
RS,88382,ITAARA,0,261,1206,854,0,440,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,314,3404,174,3090,152
RS,88390,SANTA CRUZ DO SUL,0,6069,31885,21160,0,9549,146,0,0,0,0,0,0,0,0,0,78,0,0,0,61,0,0,0,0,0,0,0,0,0,13459,96203,7999,82744,5797
RS,88404,ESTRELA VELHA,0,416,566,588,0,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,2853,284,2600,167
RS,88412,SANTA MARIA,0,12626,52723,52364,0,19638,546,0,0,0,0,0,0,0,0,0,159,0,0,0,152,0,0,0,0,0,0,0,0,0,37557,199856,14323,162299,9768
RS,88420,BENJAMIN CONSTANT DO SUL,0,32,175,925,0,170,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,163,1663,110,1500,86
RS,88439,SANTANA DA BOA VISTA,0,463,1200,1891,0,865,4,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1593,7140,733,5547,387
RS,88447,MAÇAMBARÁ,0,420,817,929,0,344,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,462,3304,189,2842,141
RS,88455,SANTANA DO LIVRAMENTO,0,3810,13964,21530,0,6539,59,0,0,0,0,0,0,0,0,0,51,0,0,0,45,0,0,0,0,0,0,0,0,0,18085,71856,4727,53771,3046
RS,88463,DOM PEDRO DE ALCÂNTARA,0,261,541,644,0,310,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,139,2125,127,1986,92
RS,88471,SANTA ROSA,0,3004,15900,15064,0,6865,25,0,0,0,0,0,0,0,0,0,22,0,0,0,31,0,0,0,0,0,0,0,0,0,8778,54217,2568,45439,1960
RS,88480,UNISTALDA,0,408,356,538,0,420,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,276,2230,144,1954,85
RS,88498,SANTA VITÓRIA DO PALMAR,0,1248,5435,6395,0,2039,14,0,0,0,0,0,0,0,0,0,8,0,0,0,12,0,0,0,0,0,0,0,0,0,5989,24701,2188,18712,1373
RS,88501,TURUÇU,0,354,870,588,0,466,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,228,2950,236,2722,201
RS,88510,SANTIAGO,0,3578,7929,10507,0,3743,11,0,0,0,0,0,0,0,0,0,15,0,0,0,14,0,0,0,0,0,0,0,0,0,8785,39599,3263,30814,1754
RS,88528,CRISTAL DO SUL,0,260,331,699,0,393,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,169,2198,196,2029,148
RS,88536,SANTO ÂNGELO,0,3430,16503,17953,0,4954,24,0,0,0,0,0,0,0,0,0,38,0,0,0,31,0,0,0,0,0,0,0,0,0,12564,61817,3804,49253,2516
RS,88544,MUITOS CAPÕES,0,635,487,164,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,2064,223,1823,102
