SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 10, 'PARTIDO REPUBLICANO BRASILEIRO')","('QT_VOTOS', 11, 'PARTIDO PROGRESSISTA')","('QT_VOTOS', 12, 'PARTIDO DEMOCRÁTICO TRABALHISTA')","('QT_VOTOS', 13, 'PARTIDO DOS TRABALHADORES')","('QT_VOTOS', 14, 'PARTIDO TRABALHISTA BRASILEIRO')","('QT_VOTOS', 15, 'PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO')","('QT_VOTOS', 16, 'PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO')","('QT_VOTOS', 17, 'PARTIDO SOCIAL LIBERAL')","('QT_VOTOS', 19, 'PARTIDO TRABALHISTA NACIONAL')","('QT_VOTOS', 20, 'PARTIDO SOCIAL CRISTÃO')","('QT_VOTOS', 21, 'PARTIDO COMUNISTA BRASILEIRO')","('QT_VOTOS', 22, 'PARTIDO DA REPÚBLICA')","('QT_VOTOS', 23, 'PARTIDO POPULAR SOCIALISTA')","('QT_VOTOS', 25, 'DEMOCRATAS')","('QT_VOTOS', 27, 'PARTIDO SOCIAL DEMOCRATA CRISTÃO')","('QT_VOTOS', 28, 'PARTIDO RENOVADOR TRABALHISTA BRASILEIRO')","('QT_VOTOS', 29, 'PARTIDO DA CAUSA OPERÁRIA')","('QT_VOTOS', 31, 'PARTIDO HUMANISTA DA SOLIDARIEDADE')","('QT_VOTOS', 33, 'PARTIDO DA MOBILIZAÇÃO NACIONAL')","('QT_VOTOS', 36, 'PARTIDO TRABALHISTA CRISTÃO')","('QT_VOTOS', 40, 'PARTIDO SOCIALISTA BRASILEIRO')","('QT_VOTOS', 43, 'PARTIDO VERDE')","('QT_VOTOS', 45, 'PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA')","('QT_VOTOS', 50, 'PARTIDO SOCIALISMO E LIBERDADE')","('QT_VOTOS', 65, 'PARTIDO COMUNISTA DO BRASIL')","('QT_VOTOS', 70, 'PARTIDO TRABALHISTA DO BRASIL')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
RS,87220,NOVA PÁDUA,0,1047,0,563,0,1049,5,0,0,0,0,0,0,0,0,0,0,0,1,2,0,9,0,2,163,0,173,2119,552,1946,499
RS,87238,JAGUARI,0,4063,0,3941,0,3425,69,0,0,0,0,0,0,0,0,0,0,0,34,4,0,362,0,8,1159,0,1653,10004,2520,8351,1117
RS,87246,NOVA SANTA RITA,0,6543,0,8657,0,4274,119,0,0,0,0,0,0,0,0,0,0,0,18,3,0,122,0,38,3791,0,2022,15774,2256,13752,1683
RS,87254,JÚLIO DE CASTILHOS,0,6267,0,7064,0,4965,25,0,0,0,0,0,0,0,0,0,0,0,53,6,0,89,0,58,3265,0,3054,15753,2013,12699,1593
RS,87262,NOVO BARREIRO,0,1375,0,1568,0,1213,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,1155,0,368,3430,333,3062,466
RS,87270,LAGOA VERMELHA,0,13467,0,7827,0,4768,15,0,0,0,0,0,0,0,0,0,0,0,29,7,0,164,0,42,1432,0,3603,20627,4188,17024,2109
RS,87289,NOVO MACHADO,0,1713,0,1150,0,1281,15,0,0,0,0,0,0,0,0,0,0,0,18,0,0,13,0,0,591,0,296,3247,685,2951,436
RS,87297,LAJEADO,0,25401,0,26748,0,14320,150,0,0,0,0,0,0,0,0,0,0,0,145,26,0,387,0,75,8886,0,6595,51718,7985,45123,6123
RS,87300,NOVO TIRADENTES,0,471,0,857,0,572,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,5,0,1,481,0,435,1913,320,1478,239
RS,87319,LAVRAS DO SUL,0,2588,0,2860,0,1773,13,0,0,0,0,0,0,0,0,0,0,0,15,18,0,82,0,6,1243,0,1045,6215,1005,5170,737
RS,87327,PARECI NOVO,0,1666,0,1324,0,1010,16,0,0,0,0,0,0,0,0,0,0,0,19,2,0,15,0,0,302,0,342,2855,386,2513,286
RS,87335,LIBERATO SALZANO,0,1451,0,1846,0,1246,4,0,0,0,0,0,0,0,0,0,0,0,71,0,0,10,0,1,1285,0,615,4346,940,3731,608
RS,87343,PASSO DO SOBRADO,0,1808,0,2942,0,1158,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,2,1244,0,454,4728,908,4274,466
RS,87351,MACHADINHO,0,1827,0,1822,0,1110,4,0,0,0,0,0,0,0,0,0,0,0,6,3,0,23,0,12,642,0,529,4245,1097,3716,886
RS,87360,PICADA CAFÉ,0,2007,0,1684,0,1517,8,0,0,0,0,0,0,0,0,0,0,0,37,26,0,46,0,9,736,0,422,4023,522,3601,610
RS,87378,MARAU,0,13689,0,11565,0,8046,152,0,0,0,0,0,0,0,0,0,0,0,1127,16,0,502,0,42,3053,0,3500,26664,4933,23164,3203
RS,87386,PINHAL GRANDE,0,1316,0,1516,0,1122,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,350,0,1,896,0,650,3784,717,3134,342
RS,87394,MARCELINO RAMOS,0,1383,0,2147,0,970,12,0,0,0,0,0,0,0,0,0,0,0,186,1,0,73,0,11,1517,0,546,4220,522,3674,526
RS,87408,PINHEIRINHO DO VALE,0,1148,0,1324,0,1422,28,0,0,0,0,0,0,0,0,0,0,0,141,0,0,7,0,2,446,0,323,3144,599,2821,525
RS,87416,MARIANO MORO,0,656,0,941,0,515,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,468,0,225,1958,643,1733,234
RS,87424,PONTÃO,0,1315,0,1688,0,894,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,1121,0,373,3203,331,2830,297
RS,87432,MATA,0,1952,0,1506,0,1300,22,0,0,0,0,0,0,0,0,0,0,0,26,0,0,13,0,2,406,0,775,4294,1330,3519,481
RS,87440,PONTE PRETA,0,718,0,793,0,577,6,0,0,0,0,0,0,0,0,0,0,0,4,1,0,4,0,5,314,0,155,1688,428,1533,216
RS,87459,MAXIMILIANO DE ALMEIDA,0,1487,0,1626,0,1056,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,105,0,12,704,0,660,4059,1121,3399,675
RS,87467,PORTO MAUÁ,0,969,0,1117,0,703,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,0,0,420,0,302,2245,440,1943,216
RS,87475,MIRAGUAÍ,0,888,0,1839,0,1319,54,0,0,0,0,0,0,0,0,0,0,0,45,1,0,28,0,8,939,0,484,3717,829,3233,516
RS,87483,PORTO VERA CRUZ,0,493,0,963,0,778,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,2,301,0,287,1785,231,1498,220
RS,87491,MONTENEGRO,0,19217,0,21210,0,13265,294,0,0,0,0,0,0,0,0,0,0,0,61,26,0,406,0,91,7323,0,6011,43144,7143,37133,5230
RS,87505,PRESIDENTE LUCENA,0,1186,0,886,0,903,11,0,0,0,0,0,0,0,0,0,0,0,92,0,0,23,0,0,238,0,110,1977,182,1867,213
RS,87513,MOSTARDAS,0,4170,0,3581,0,2900,92,0,0,0,0,0,0,0,0,0,0,0,46,18,0,174,0,13,1101,0,1558,9071,1747,7513,1184
RS,87521,QUEVEDOS,0,1132,0,666,0,760,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,19,0,0,276,0,272,2094,583,1822,203
RS,87530,MUÇUM,0,1605,0,2053,0,1106,13,0,0,0,0,0,0,0,0,0,0,0,53,1,0,25,0,12,434,0,377,3868,1064,3491,616
RS,87548,RIO DOS ÍNDIOS,0,1013,0,1320,0,557,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,9,0,2,926,0,418,3042,905,2624,509
RS,87556,NÃO-ME-TOQUE,0,6711,0,5545,0,4385,28,0,0,0,0,0,0,0,0,0,0,0,22,3,0,63,0,13,1419,0,1542,12436,2086,10894,1513
RS,87564,SAGRADA FAMÍLIA,0,471,0,1050,0,564,1,0,0,0,0,0,0,0,0,0,0,0,9,1,0,15,0,4,807,0,325,2108,232,1783,412
RS,87572,NONOAI,0,3385,0,3786,0,1864,15,0,0,0,0,0,0,0,0,0,0,0,30,0,0,41,0,15,2183,0,2208,9568,1965,7360,1436
RS,87580,SALVADOR DAS MISSÕES,0,1076,0,973,0,820,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,25,0,0,585,0,242,2385,472,2143,316
RS,87599,NOVA ARAÇÁ,0,1250,0,1246,0,1161,5,0,0,0,0,0,0,0,0,0,0,0,122,0,0,42,0,3,284,0,354,3065,845,2711,464
RS,87602,SANTA CLARA DO SUL,0,1937,0,2160,0,1748,14,0,0,0,0,0,0,0,0,0,0,0,54,4,0,16,0,10,659,0,300,4521,974,4221,866
RS,87610,NOVA BASSANO,0,2983,0,2676,0,2567,45,0,0,0,0,0,0,0,0,0,0,0,114,6,0,83,0,19,834,0,881,6898,1739,6017,968
RS,87629,SANTA TEREZA,0,598,0,779,0,565,7,0,0,0,0,0,0,0,0,0,0,0,14,1,0,2,0,1,223,0,165,1663,481,1498,325
RS,87637,NOVA BRÉSCIA,0,1518,0,1052,0,859,3,0,0,0,0,0,0,0,0,0,0,0,12,1,0,13,0,0,180,0,225,2588,635,2363,453
RS,87645,SANTO ANTÔNIO DO PALMA,0,792,0,804,0,600,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12,0,0,522,0,186,1804,275,1618,224
RS,87653,NOVA PALMA,0,2121,0,2270,0,1627,9,0,0,0,0,0,0,0,0,0,0,0,29,6,0,94,0,7,1224,0,490,5098,1239,4608,590
RS,87661,SANTO ANTÔNIO DO PLANALTO,0,1123,0,668,0,814,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,0,3,184,0,148,1753,234,1605,165
RS,87670,NOVA PETRÓPOLIS,0,7621,0,5542,0,7427,60,0,0,0,0,0,0,0,0,0,0,0,162,26,0,179,0,42,1813,0,1984,15700,2314,13716,2246
RS,87688,SANTO EXPEDITO DO SUL,0,914,0,775,0,619,6,0,0,0,0,0,0,0,0,0,0,0,19,0,0,7,0,6,477,0,174,2100,730,1926,299
RS,87696,NOVA PRATA,0,8912,0,7771,0,5638,64,0,0,0,0,0,0,0,0,0,0,0,11,6,0,119,0,26,2238,0,2508,17329,2893,14821,1964
RS,87700,SÃO JOÃO DO POLÊSINE,0,1204,0,927,0,898,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,30,0,8,337,0,372,2412,368,2040,293
RS,87718,NOVO HAMBURGO,0,81793,0,88526,0,46518,1138,0,0,0,0,0,0,0,0,0,0,0,934,117,0,2931,0,371,37147,0,22674,175946,26028,153272,21041
RS,87726,SÃO JOSÉ DOS AUSENTES,0,878,0,1243,0,1236,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,0,0,215,0,656,2960,559,2304,459
RS,87734,OSÓRIO,0,12886,0,16656,0,10368,263,0,0,0,0,0,0,0,0,0,0,0,81,21,0,257,0,56,5319,0,4824,32103,4948,27279,3703
RS,87742,SÃO JOSÉ DO INHACORÁ,0,774,0,1025,0,1019,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,9,0,1,216,0,232,2073,368,1841,256
RS,87750,PAIM FILHO,0,1324,0,1805,0,1035,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,15,0,4,1329,0,459,3678,433,3219,482
RS,87769,SÃO JOSÉ DAS MISSÕES,0,716,0,1338,0,404,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,2,956,0,262,2348,410,2086,332
RS,87777,PALMEIRA DAS MISSÕES,0,8867,0,10473,0,8095,50,0,0,0,0,0,0,0,0,0,0,0,53,3,0,134,0,23,6227,0,4420,24393,3138,19973,2883
RS,87785,SÃO MARTINHO DA SERRA,0,1482,0,1268,0,862,4,0,0,0,0,0,0,0,0,0,0,0,1,6,0,29,0,5,497,0,387,2835,446,2448,296
RS,87793,PALMITINHO,0,1880,0,2644,0,1826,14,0,0,0,0,0,0,0,0,0,0,0,324,0,0,15,0,3,1307,0,892,5665,831,4773,702
RS,87807,SÃO PEDRO DA SERRA,0,1351,0,1416,0,951,9,0,0,0,0,0,0,0,0,0,0,0,25,4,0,14,0,3,381,0,288,2726,428,2438,294
RS,87815,PANAMBI,0,12423,0,13703,0,9038,48,0,0,0,0,0,0,0,0,0,0,0,61,16,0,194,0,27,5709,0,4338,28023,3690,23685,2461
RS,87823,SÃO PEDRO DO BUTIÁ,0,873,0,1077,0,718,37,0,0,0,0,0,0,0,0,0,0,0,119,0,0,9,0,10,534,0,351,2432,379,2081,406
RS,87831,PARAÍ,0,2176,0,2091,0,1774,52,0,0,0,0,0,0,0,0,0,0,0,91,23,0,119,0,7,620,0,655,5564,1928,4909,937
RS,87840,SÃO VALENTIM DO SUL,0,649,0,1030,0,763,5,0,0,0,0,0,0,0,0,0,0,0,22,0,0,4,0,0,621,0,262,2217,490,1955,326
RS,87858,PASSO FUNDO,0,65322,0,75601,0,31615,530,0,0,0,0,0,0,0,0,0,0,0,201,301,0,975,0,166,27036,0,18405,133122,16017,114717,11670
RS,87866,SÃO VALÉRIO DO SUL,0,710,0,971,0,749,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,196,0,474,2067,315,1593,239
RS,87874,PEDRO OSÓRIO,0,2216,0,3191,0,1933,16,0,0,0,0,0,0,0,0,0,0,0,4,1,0,46,0,12,1345,0,1059,6446,1301,5387,709
RS,87882,SENTINELA DO SUL,0,1929,0,1584,0,1296,31,0,0,0,0,0,0,0,0,0,0,0,6,3,0,341,0,7,580,0,558,4071,759,3513,490
RS,87890,PEJUÇARA,0,1407,0,1388,0,1095,9,0,0,0,0,0,0,0,0,0,0,0,103,0,0,26,0,3,629,0,418,3214,480,2796,452
RS,87904,SÉRIO,0,786,0,1056,0,791,2,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,0,4,372,0,170,2084,524,1914,280
RS,87912,PELOTAS,0,103047,0,116902,0,72110,969,0,0,0,0,0,0,0,0,0,0,0,345,155,0,2754,0,1144,48028,0,40199,247376,37247,207177,31653
RS,87920,SERTÃO SANTANA,0,2652,0,1894,0,1826,21,0,0,0,0,0,0,0,0,0,0,0,9,1,0,31,0,3,451,0,762,4879,835,4117,511
RS,87939,PINHEIRO MACHADO,0,4140,0,5074,0,2902,31,0,0,0,0,0,0,0,0,0,0,0,21,5,0,29,0,8,2205,0,2036,10934,2145,8898,1236
RS,87947,SINIMBU,0,2754,0,4487,0,2045,20,0,0,0,0,0,0,0,0,0,0,0,8,1,0,18,0,2,2097,0,1188,7968,1143,6780,985
RS,87955,PIRATINI,0,6166,0,7424,0,4665,29,0,0,0,0,0,0,0,0,0,0,0,95,1,0,190,0,65,2297,0,3140,16278,3399,13138,1945
RS,87963,TIRADENTES DO SUL,0,1400,0,2435,0,1565,31,0,0,0,0,0,0,0,0,0,0,0,49,22,0,4,0,2,1825,0,575,4971,751,4396,708
RS,87971,PLANALTO,0,2913,0,3227,0,1783,23,0,0,0,0,0,0,0,0,0,0,0,6,4,0,22,0,6,1432,0,1171,7811,2526,6640,1338
RS,87980,TRAVESSEIRO,0,720,0,1079,0,618,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,460,0,177,1971,359,1794,335
RS,87998,PORTÃO,0,9041,0,11536,0,5741,131,0,0,0,0,0,0,0,0,0,0,0,204,10,0,211,0,27,5291,0,2644,21605,3138,18961,2592
RS,88005,TRÊS FORQUILHAS,0,995,0,1211,0,1130,7,0,0,0,0,0,0,0,0,0,0,0,109,0,0,4,0,3,382,0,366,2744,597,2378,318
RS,88013,PORTO ALEGRE,0,401019,0,506372,0,322563,21123,0,0,0,0,0,0,0,0,0,0,0,2263,1225,0,24590,0,9131,203873,0,166693,1063761,156313,897068,145664
RS,88021,TUPANCI DO SUL,0,636,0,454,0,293,4,0,0,0,0,0,0,0,0,0,0,0,19,0,0,4,0,0,202,0,227,1349,482,1122,150
RS,88030,PORTO LUCENA,0,1767,0,2095,0,1414,7,0,0,0,0,0,0,0,0,0,0,0,10,4,0,7,0,6,1182,0,498,4325,623,3827,539
RS,88048,UNIÃO DA SERRA,0,576,0,715,0,415,8,0,0,0,0,0,0,0,0,0,0,0,13,0,0,6,0,2,244,0,203,1582,554,1379,225
RS,88056,PORTO XAVIER,0,2871,0,3926,0,2078,150,0,0,0,0,0,0,0,0,0,0,0,56,5,0,38,0,4,1668,0,2099,8951,1566,6852,1342
RS,88064,VALE DO SOL,0,3522,0,4508,0,2334,28,0,0,0,0,0,0,0,0,0,0,0,68,1,0,22,0,7,1762,0,915,8240,1551,7325,847
RS,88072,PUTINGA,0,1256,0,1556,0,1130,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,19,0,0,622,0,755,4016,1173,3261,758
RS,88080,VALE REAL,0,1606,0,1988,0,1640,4,0,0,0,0,0,0,0,0,0,0,0,5,1,0,17,0,4,710,0,434,4239,1022,3805,613
RS,88099,QUARAÍ,0,6735,0,9239,0,4787,34,0,0,0,0,0,0,0,0,0,0,0,18,4,0,93,0,12,4208,0,4112,18520,1945,14408,1741
RS,88102,VILA NOVA DO SUL,0,1741,0,1560,0,1261,4,0,0,0,0,0,0,0,0,0,0,0,29,0,0,27,0,0,550,0,661,3767,558,3106,482
RS,88110,REDENTORA,0,1080,0,2350,0,2241,6,0,0,0,0,0,0,0,0,0,0,0,18,6,0,26,0,2,1307,0,1424,6110,1318,4686,1018
RS,88129,VITÓRIA DAS MISSÕES,0,1154,0,1734,0,891,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,22,0,2,764,0,316,3062,533,2746,368
RS,88137,RESTINGA SÊCA,0,6559,0,4722,0,5131,33,0,0,0,0,0,0,0,0,0,0,0,58,9,0,276,0,12,1614,0,2550,13450,1932,10900,1454
RS,88145,XANGRI-LÁ,0,4117,0,3580,0,3120,50,0,0,0,0,0,0,0,0,0,0,0,28,1,0,76,0,33,1174,0,1048,8026,983,6978,794
RS,88153,RIO GRANDE,0,58269,0,78020,0,27859,524,0,0,0,0,0,0,0,0,0,0,0,118,74,0,2269,0,268,35096,0,22246,143620,22815,121374,17436
RS,88161,BOA VISTA DO SUL,0,1087,0,875,0,894,6,0,0,0,0,0,0,0,0,0,0,0,4,1,0,7,0,2,365,0,262,2440,798,2178,317
RS,88170,RIO PARDO,0,13742,0,15922,0,8967,265,0,0,0,0,0,0,0,0,0,0,0,151,4,0,115,0,32,4239,0,4937,30078,3917,25141,2928
RS,88188,DILERMANDO DE AGUIAR,0,1206,0,1251,0,1001,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,2,682,0,436,2778,256,2342,267
RS,88196,ROCA SALES,0,3380,0,3564,0,2139,14,0,0,0,0,0,0,0,0,0,0,0,23,10,0,38,0,14,1021,0,679,7410,2128,6731,1131
RS,88200,CAPIVARI DO SUL,0,1352,0,1277,0,1204,9,0,0,0,0,0,0,0,0,0,0,0,85,2,0,29,0,0,455,0,425,2918,241,2493,332
RS,88218,RODEIO BONITO,0,1573,0,2367,0,1187,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,207,0,6,1153,0,496,4344,602,3848,595
RS,88226,NOVA CANDELÁRIA,0,874,0,1043,0,1071,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6,0,3,319,0,153,2234,559,2081,275
RS,88234,ROLANTE,0,6428,0,6826,0,4723,36,0,0,0,0,0,0,0,0,0,0,0,16,9,0,96,0,4,3010,0,1667,14469,2632,12802,1824
RS,88242,FLORIANO PEIXOTO,0,756,0,884,0,632,1,0,0,0,0,0,0,0,0,0,0,0,14,1,0,3,0,0,707,0,242,2002,288,1760,234
RS,88250,RONDA ALTA,0,2486,0,3484,0,2151,5,0,0,0,0,0,0,0,0,0,0,0,5,4,0,23,0,4,2555,0,936,7291,1308,6355,685
RS,88269,CHUVISCA,0,1747,0,1531,0,1796,5,0,0,0,0,0,0,0,0,0,0,0,20,0,0,4,0,1,448,0,355,3895,1096,3540,432
RS,88277,RONDINHA,0,1940,0,1963,0,1232,4,0,0,0,0,0,0,0,0,0,0,0,116,0,0,50,0,0,1457,0,414,4476,799,4062,563
RS,88285,ESPERANÇA DO SUL,0,865,0,1471,0,815,4,0,0,0,0,0,0,0,0,0,0,0,75,4,0,6,0,1,947,0,339,2827,399,2488,389
RS,88293,ROQUE GONZALES,0,2250,0,2625,0,1748,92,0,0,0,0,0,0,0,0,0,0,0,88,0,0,79,0,2,779,0,924,5828,1155,4904,990
RS,88307,DOUTOR RICARDO,0,628,0,849,0,817,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,1,443,0,281,1981,373,1700,268
RS,88315,ROSÁRIO DO SUL,0,13154,0,15164,0,8492,60,0,0,0,0,0,0,0,0,0,0,0,21,167,0,197,0,11,6207,0,7161,32198,3630,25037,2971
RS,88323,HERVEIRAS,0,836,0,1727,0,518,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,710,0,341,2530,297,2189,277
RS,88331,SALVADOR DO SUL,0,2596,0,2342,0,2016,13,0,0,0,0,0,0,0,0,0,0,0,164,1,0,45,0,6,528,0,443,5142,999,4699,688
RS,88340,CARAÁ,0,2447,0,2318,0,2362,81,0,0,0,0,0,0,0,0,0,0,0,72,0,0,69,0,3,801,0,905,6060,1343,5155,814
RS,88358,SANANDUVA,0,5556,0,5029,0,3515,86,0,0,0,0,0,0,0,0,0,0,0,71,1,0,53,0,9,2405,0,1204,11830,3017,10626,1510
RS,88366,FAZENDA VILANOVA,0,1304,0,1471,0,912,5,0,0,0,0,0,0,0,0,0,0,0,23,0,0,12,0,4,450,0,284,2818,521,2534,366
RS,88374,SANTA BÁRBARA DO SUL,0,2957,0,3113,0,2538,7,0,0,0,0,0,0,0,0,0,0,0,10,4,0,24,0,11,1661,0,1433,7542,1179,6109,714
RS,88382,ITAARA,0,1872,0,1787,0,1570,20,0,0,0,0,0,0,0,0,0,0,0,15,3,0,43,0,4,614,0,678,4038,411,3360,381
RS,88390,SANTA CRUZ DO SUL,0,43445,0,53450,0,20364,485,0,0,0,0,0,0,0,0,0,0,0,157,26,0,690,0,184,17359,0,11469,91298,13795,79829,9703
RS,88404,ESTRELA VELHA,0,1440,0,1316,0,1148,8,0,0,0,0,0,0,0,0,0,0,0,21,0,0,74,0,7,327,0,536,3302,830,2766,361
RS,88412,SANTA MARIA,0,80522,0,99095,0,54824,955,0,0,0,0,0,0,0,0,0,0,0,260,139,0,2892,0,624,43042,0,31883,192860,22241,160977,17360
RS,88420,BENJAMIN CONSTANT DO SUL,0,490,0,973,0,392,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,704,0,414,1943,296,1529,198
RS,88439,SANTANA DA BOA VISTA,0,2664,0,3185,0,1790,12,0,0,0,0,0,0,0,0,0,0,0,22,2,0,29,0,9,1056,0,1298,7105,1722,5807,1123
RS,88447,MAÇAMBARÁ,0,1858,0,1350,0,1631,15,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,0,3,428,0,938,4033,515,3095,372
RS,88455,SANTANA DO LIVRAMENTO,0,24799,0,33778,0,16706,135,0,0,0,0,0,0,0,0,0,0,0,51,28,0,1232,0,173,15772,0,15901,69207,7860,53306,6078
RS,88463,DOM PEDRO DE ALCÂNTARA,0,1212,0,1665,0,1076,15,0,0,0,0,0,0,0,0,0,0,0,24,1,0,17,0,0,701,0,479,3335,668,2856,333
RS,88471,SANTA ROSA,0,24646,0,25612,0,17795,177,0,0,0,0,0,0,0,0,0,0,0,71,24,0,567,0,39,8490,0,8047,51000,4638,42953,3847
RS,88480,UNISTALDA,0,1344,0,1070,0,1016,32,0,0,0,0,0,0,0,0,0,0,0,7,0,0,14,0,0,242,0,459,2710,534,2251,243
RS,88498,SANTA VITÓRIA DO PALMAR,0,8494,0,10943,0,5571,63,0,0,0,0,0,0,0,0,0,0,0,22,24,0,227,0,27,5792,0,5142,24344,4382,19202,2859
RS,88501,TURUÇU,0,1797,0,1028,0,1607,5,0,0,0,0,0,0,0,0,0,0,0,2,7,0,7,0,3,282,0,407,3186,515,2779,305
RS,88510,SANTIAGO,0,18445,0,16232,0,12199,283,0,0,0,0,0,0,0,0,0,0,0,29,12,0,249,0,22,4415,0,7978,38781,6191,30803,3529
RS,88528,CRISTAL DO SUL,0,685,0,1079,0,666,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,31,0,6,542,0,276,2318,664,2042,400
RS,88536,SANTO ÂNGELO,0,24544,0,30356,0,18873,166,0,0,0,0,0,0,0,0,0,0,0,87,31,0,396,0,83,10436,0,11657,60472,7368,48815,5290
RS,88544,MUITOS CAPÕES,0,1288,0,596,0,927,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,139,0,505,2419,582,1914,287
RS,88552,SANTO ANTÔNIO DA PATRULHA,0,14725,0,13244,0,9519,128,0,0,0,0,0,0,0,0,0,0,0,209,24,0,206,0,37,3221,0,4565,30567,6757,26002,3934
RS,88560,NOVA RAMADA,0,900,0,887,0,928,2,0,0,0,0,0,0,0,0,0,0,0,9,1,0,4,0,4,372,0,240,2089,344,1849,247
RS,88579,SANTO ANTÔNIO DAS MISSÕES,0,3210,0,4099,0,2616,46,0,0,0,0,0,0,0,0,0,0,0,5,1,0,61,0,3,1761,0,2387,9516,1487,7129,969
RS,88587,JARI,0,1191,0,1063,0,1105,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,18,0,7,295,0,514,3128,1195,2614,346
RS,88595,SANTO AUGUSTO,0,4610,0,5212,0,3994,43,0,0,0,0,0,0,0,0,0,0,0,145,19,0,84,0,12,1425,0,1795,11214,1998,9419,1296
RS,88609,UBIRETAMA,0,1029,0,705,0,718,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,6,0,1,434,0,225,1983,383,1758,222
RS,88617,SANTO CRISTO,0,4038,0,5933,0,4298,8,0,0,0,0,0,0,0,0,0,0,0,41,2,0,30,0,6,4003,0,1434,12198,1259,10764,1910
RS,88625,BARRA DO QUARAÍ,0,1129,0,1593,0,688,4,0,0,0,0,0,0,0,0,0,0,0,2,4,0,17,0,0,931,0,852,3255,207,2403,231
RS,88633,SÃO BORJA,0,20237,0,24332,0,12827,229,0,0,0,0,0,0,0,0,0,0,0,43,57,0,253,0,116,9374,0,10704,48435,4258,37731,3736
RS,88641,CERRITO,0,2348,0,2424,0,2128,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,29,0,7,705,0,734,5409,1133,4675,560
RS,88650,SÃO FRANCISCO DE ASSIS,0,5956,0,6751,0,5044,28,0,0,0,0,0,0,0,0,0,0,0,307,1,0,89,0,23,2021,0,3545,16243,3584,12698,1592
RS,88668,VALE VERDE,0,1184,0,1340,0,880,29,0,0,0,0,0,0,0,0,0,0,0,18,2,0,14,0,11,462,0,499,2883,523,2384,305
RS,88676,SÃO FRANCISCO DE PAULA,0,6294,0,6389,0,5307,75,0,0,0,0,0,0,0,0,0,0,0,99,6,0,144,0,18,3256,0,1923,15250,2928,13327,2138
RS,88684,NOVO CABRAIS,0,1663,0,1639,0,1111,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,726,0,298,3374,598,3076,396
RS,88692,SÃO GABRIEL,0,19336,0,23846,0,13643,129,0,0,0,0,0,0,0,0,0,0,0,41,28,0,427,0,40,7847,0,9036,46006,4825,36970,3778
RS,88706,SETE DE SETEMBRO,0,724,0,825,0,665,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,534,0,131,1737,261,1606,199
RS,88714,SÃO JERÔNIMO,0,7070,0,7448,0,5468,157,0,0,0,0,0,0,0,0,0,0,0,15,11,0,109,0,19,2617,0,1795,15171,2142,13376,1696
