SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 13, 'Partido dos Trabalhadores')","('QT_VOTOS', 16, 'Partido Socialista dos Trabalhadores Unificado')","('QT_VOTOS', 20, 'Partido Social Cristão')","('QT_VOTOS', 21, 'Partido Comunista Brasileiro')","('QT_VOTOS', 27, 'Partido Social Democrata Cristão')","('QT_VOTOS', 28, 'Partido Renovador Trabalhista Brasileiro')","('QT_VOTOS', 29, 'Partido da Causa Operária')","('QT_VOTOS', 40, 'Partido Socialista Brasileiro')","('QT_VOTOS', 43, 'Partido Verde')","('QT_VOTOS', 45, 'Partido da Social Democracia Brasileira')","('QT_VOTOS', 50, 'Partido Socialismo e Liberdade')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
MS,91073,MARACAJU,8509,5,94,6,5,68,2,2509,36,8952,63,5228,26528,514,21300,537
MS,91111,MIRANDA,6564,6,72,4,1,14,2,2916,26,3777,38,4635,18792,268,14157,469
MS,91138,NAVIRAÍ,9849,8,136,7,5,86,1,3890,63,11387,155,7982,35442,896,27460,977
MS,91154,NIOAQUE,3983,3,42,2,1,13,0,1112,4,2473,15,2463,10495,158,8032,226
MS,91235,NOVA ANDRADINA,9778,9,78,0,2,55,1,3683,50,9515,112,7802,32739,795,24937,859
MS,91251,PARANAÍBA,8612,13,59,3,5,30,0,3117,51,9679,147,7068,30419,763,23351,872
MS,91278,PEDRO GOMES,2012,1,1,1,0,1,0,468,3,1901,5,1584,6238,82,4654,179
MS,91316,PONTA PORÃ,14439,81,234,17,17,105,2,5698,114,21750,243,12551,58227,1445,45676,1531
MS,91375,PORTO MURTINHO,2225,2,20,1,1,13,0,1301,12,2354,12,2591,8774,66,6183,176
MS,91413,RIBAS DO RIO PARDO,4631,6,55,2,2,12,0,1565,11,3664,37,2994,13624,248,10630,397
MS,91430,RIO BRILHANTE,7504,4,113,4,6,48,2,2662,48,7218,72,4297,23188,556,18891,654
MS,91456,RIO NEGRO,1377,0,23,1,1,4,0,558,4,1025,6,832,4073,75,3241,167
MS,91472,RIO VERDE DE MATO GROSSO,4915,4,36,3,3,14,3,1581,8,3433,17,3626,14217,217,10591,357
MS,91499,ROCHEDO,794,0,15,2,2,8,0,716,7,1343,0,724,3791,57,3067,123
MS,91570,SIDROLÂNDIA,9757,12,167,7,6,61,0,4990,37,6740,83,4984,28263,695,23279,724
MS,91596,TERENOS,4186,6,57,4,4,23,0,2043,11,3001,60,2368,12326,248,9958,315
MS,91650,TRÊS LAGOAS,16331,52,250,21,13,139,6,16219,159,18229,443,16054,72663,2372,56609,2375
MS,91693,ANGÉLICA,2725,3,36,3,3,7,2,901,5,1884,7,1503,7580,209,6077,292
MS,91715,ARAL MOREIRA,2738,1,23,0,1,11,0,322,9,2125,5,1281,6713,57,5432,140
MS,91731,ELDORADO,1898,2,9,1,1,13,0,1218,7,3203,26,2363,9230,209,6867,280
MS,91758,DEODÁPOLIS,3332,4,31,5,3,29,1,918,9,3092,8,1703,9683,254,7980,294
MS,91782,CHAPADÃO DO SUL,3110,6,24,1,5,22,1,1583,19,5388,60,3492,14423,319,10931,393
MS,91790,MUNDO NOVO,4067,4,27,2,0,28,0,1458,16,4604,39,2640,13580,241,10940,454
MS,91804,DOIS IRMÃOS DO BURITI,3519,1,15,1,0,10,0,681,6,1475,17,1859,7898,114,6039,200
MS,91820,JUTI,2150,1,9,2,0,7,0,374,5,1056,10,937,4813,66,3876,196
MS,91847,PARANHOS,2837,0,18,2,1,8,0,324,4,2263,3,1925,7834,53,5909,396
MS,91863,SANTA RITA DO PARDO,1255,4,5,2,0,1,0,616,6,1559,7,1225,4863,38,3638,145
MS,91880,SONORA,3180,4,25,0,0,9,0,1625,3,2464,19,2999,10761,137,7762,296
MS,91901,VICENTINA,2027,2,5,3,0,5,3,575,2,1531,8,516,4920,116,4404,127
MS,98019,BODOQUENA,2384,3,20,1,1,6,0,766,7,1512,11,1763,6724,71,4961,179
MS,98035,COSTA RICA,4330,6,35,4,2,9,0,2062,35,4944,40,3867,16192,327,12325,531
MS,98051,DOURADINA,1398,0,17,1,0,4,1,469,0,1358,6,507,3981,91,3474,129
MS,98078,ITAQUIRAÍ,4872,5,27,2,1,10,1,1092,6,3508,34,3509,13617,249,10108,301
MS,98094,SÃO GABRIEL DO OESTE,4304,1,53,5,3,14,0,1873,28,6516,23,4247,17762,328,13515,367
MS,98116,SELVÍRIA,1845,2,5,5,0,6,0,864,11,1292,21,1215,5542,110,4327,166
MS,98132,SETE QUEDAS,2242,1,17,0,0,14,0,338,7,2792,1,1621,7441,112,5820,296
MS,98159,TACURU,3122,2,12,1,1,5,0,327,11,1417,9,1708,6862,45,5154,202
MS,98175,TAQUARUSSU,1343,1,4,0,1,1,0,172,4,844,1,489,2980,61,2491,59
MS,98590,CORONEL SAPUCAIA,3551,1,27,0,0,7,0,528,7,3085,10,2365,10014,88,7649,345
MT,89788,COLNIZA,6071,0,90,1,1,17,0,221,13,4822,8,5551,17651,314,12100,542
MT,89796,COLÍDER,3276,3,57,4,6,11,1,1154,27,10728,21,6237,22979,558,16742,896
MT,89800,CURVELÂNDIA,1086,1,6,1,1,11,0,328,4,1304,2,882,3846,58,2964,162
MT,89818,NOVA BRASILÂNDIA,999,1,29,0,0,4,0,198,0,1203,4,889,3508,52,2619,129
MT,89826,NOVA SANTA HELENA,846,1,5,4,0,2,1,70,3,1020,0,857,2972,35,2115,128
MT,89834,PARANATINGA,2453,3,67,3,4,9,0,1279,13,4946,18,3917,13603,293,9686,598
MT,89843,SANTO ANTÔNIO DO LESTE,490,0,16,0,0,0,0,215,1,685,10,832,2407,41,1575,117
MT,89850,SINOP,19530,41,396,9,13,182,1,5291,179,32492,313,22053,85425,2012,63372,2913
MT,89877,ALTA FLORESTA,10629,6,141,9,2,44,3,1235,48,13420,110,9617,37548,782,27931,1502
MT,89893,ARAPUTANGA,2619,3,31,3,1,22,1,1391,10,3931,21,2998,11848,262,8850,555
MT,89915,JAURU,1771,2,52,1,2,12,0,616,8,3006,8,2196,8113,118,5917,321
MT,89931,SÃO JOSÉ DOS QUATRO MARCOS,3951,4,69,3,2,22,1,1022,16,4331,25,3841,14403,451,10562,665
MT,89958,RIO BRANCO,1083,2,13,1,1,4,0,356,7,1306,6,972,4014,70,3042,193
MT,89960,RONDOLÂNDIA,705,0,15,0,0,2,0,240,0,596,2,975,2657,20,1682,102
MT,89974,SALTO DO CÉU,669,0,16,2,0,2,1,173,2,1221,2,587,2826,45,2239,106
MT,89990,PONTES E LACERDA,5690,0,197,7,2,23,1,2884,96,11169,83,4158,26000,610,21842,1080
MT,90018,ACORIZAL,2683,3,11,2,2,2,0,658,7,938,16,569,5220,62,4651,267
MT,90026,SÃO JOSÉ DO POVO,1115,1,24,0,0,3,0,210,4,664,4,569,2788,61,2219,133
MT,90042,ALTO BOA VISTA,303,2,21,0,0,4,0,41,0,1766,2,1142,3408,34,2266,93
MT,90050,ALTO ARAGUAIA,2719,3,51,3,6,10,0,1824,28,3571,52,3087,12176,259,9089,563
MT,90069,QUERÊNCIA,1499,2,104,2,3,7,1,624,10,4104,11,3005,9887,200,6882,315
MT,90077,ALTO GARÇAS,1785,0,30,1,2,5,0,562,3,2458,12,1620,6960,149,5340,333
MT,90085,CANABRAVA DO NORTE,640,1,24,0,0,3,0,126,1,1597,1,1187,3739,36,2552,123
MT,90093,ALTO PARAGUAI,2405,4,21,3,1,4,0,578,10,1382,9,1097,5815,103,4718,198
MT,90107,SANTA CARMEM,847,1,8,0,1,9,0,158,1,1230,6,755,3123,29,2368,78
MT,90123,NOVA MARINGÁ,1198,1,9,1,1,5,0,108,1,1216,6,1142,3835,32,2693,115
MT,90140,NOVA GUARITA,1220,2,8,0,0,3,0,116,1,1260,3,871,3680,84,2809,112
MT,90166,NOVA MARILÂNDIA,645,0,5,1,0,1,0,243,4,761,2,704,2507,59,1803,82
MT,90182,PORTO ESTRELA,1492,0,9,1,0,0,0,131,1,530,3,744,3092,31,2348,150
MT,90204,GLÓRIA D'OESTE,744,1,5,1,0,0,0,137,0,909,4,522,2490,48,1968,119
MT,90220,TABAPORÃ,1314,0,15,3,1,6,1,157,8,2787,13,2147,6711,88,4564,171
MT,90239,ARAGUAINHA,343,2,2,0,0,2,1,66,0,204,4,223,898,14,675,37
MT,90247,SÃO JOSÉ DO XINGU,786,1,23,2,0,2,0,347,1,1250,3,1410,4053,59,2643,169
MT,90255,ARENÁPOLIS,2048,0,33,1,1,8,0,748,14,2388,17,2075,7765,149,5690,283
MT,90263,APIACÁS,1824,0,8,1,0,4,0,79,1,1686,1,1393,5262,78,3869,187
MT,90271,ARIPUANÃ,2839,1,75,2,0,8,0,211,4,4640,7,4877,13238,211,8361,363
MT,90280,CONFRESA,3694,2,130,2,0,9,0,844,30,6415,28,4706,16745,323,12039,562
MT,90301,LAMBARI D'OESTE,1185,0,16,0,0,4,0,407,0,1290,5,1336,4546,85,3210,218
MT,90310,BARÃO DE MELGAÇO,3186,0,11,3,0,11,0,428,8,757,12,1355,6063,88,4708,204
MT,90328,SANTO AFONSO,742,0,0,1,1,5,0,164,0,656,1,565,2232,39,1667,58
MT,90336,BARRA DO BUGRES,7666,7,59,3,7,15,1,2168,30,5759,51,5919,22939,418,17020,836
MT,90344,PLANALTO DA SERRA,732,0,16,2,0,3,1,216,2,548,6,267,1931,46,1664,92
MT,90352,BARRA DO GARÇAS,11211,11,183,12,13,63,2,5448,91,11108,200,10465,41517,1039,31052,1671
MT,90360,NOVA MONTE VERDE,1710,1,24,2,0,0,0,102,1,1756,3,1765,5592,73,3827,155
MT,90387,NOVA BANDEIRANTES,2065,1,19,3,1,5,1,152,1,3339,12,2756,8833,154,6077,324
MT,90409,SÃO PEDRO DA CIPA,1307,0,15,2,0,0,0,398,2,724,3,661,3270,63,2609,95
MT,90425,COTRIGUAÇU,2405,1,36,2,0,6,1,124,6,2999,8,2612,8582,123,5970,259
MT,90441,RIBEIRÃOZINHO,592,1,4,0,0,0,0,196,0,562,8,506,1972,18,1466,85
MT,90468,BRASNORTE,2406,0,28,3,0,13,0,444,7,3708,9,3037,10097,124,7060,318
MT,90476,CÁCERES,20944,8,189,16,11,54,1,6507,78,14050,200,16925,61491,753,44566,1755
MT,90484,CAMPO NOVO DO PARECIS,3873,1,59,6,1,32,2,1679,19,6878,36,5233,18825,458,13592,548
MT,90506,CAMPO VERDE,6816,1,78,4,7,44,1,2490,24,8644,64,5238,24771,547,19533,813
MT,90522,CLÁUDIA,1597,0,51,1,2,6,2,125,3,3249,12,2280,7713,107,5433,278
MT,90549,CASTANHEIRA,1750,1,14,2,1,8,0,126,7,2138,7,1274,5628,108,4354,192
MT,90565,JANGADA,2656,0,11,3,1,8,0,818,7,1049,9,901,5809,78,4908,268
MT,90581,JURUENA,1602,1,10,0,0,4,0,178,2,2235,0,1816,6132,72,4316,212
MT,90590,CHAPADA DOS GUIMARÃES,5698,1,48,5,3,27,0,1273,22,3082,54,2547,13573,199,11026,614
MT,90603,LUCAS DO RIO VERDE,8843,5,220,9,9,79,1,3999,92,12556,96,5751,33589,866,27838,1063
MT,90620,MATUPÁ,3153,0,24,3,2,10,1,349,8,3809,14,2647,10551,198,7904,333
MT,90646,NOVA MUTUM,4798,2,95,2,8,38,0,2202,35,9528,28,5970,23808,518,17838,584
MT,90662,RIBEIRÃO CASCALHEIRA,1134,0,42,0,0,3,0,361,2,2721,6,1665,6280,65,4615,281
MT,90670,CUIABÁ,114522,119,1761,142,163,1840,21,68103,1542,118003,4997,74405,410539,9174,336134,15747
MT,90689,TAPURAH,1662,1,33,1,1,18,0,325,5,2747,15,1891,7016,105,5125,212
MT,90697,DIAMANTINO,4056,3,44,3,4,17,0,1553,15,4878,35,3718,15007,284,11289,397
MT,90700,PONTAL DO ARAGUAIA,1389,1,21,2,2,8,0,529,5,1161,24,795,4193,73,3398,183
MT,90719,DOM AQUINO,1881,1,19,2,0,6,0,449,9,2046,25,1458,6281,81,4823,304
MT,90727,SAPEZAL,2765,3,57,1,1,10,3,923,10,4079,21,4054,12569,292,8515,350
MT,90743,CAMPOS DE JÚLIO,981,0,24,0,1,4,0,263,3,1374,9,500,3352,84,2852,109
MT,90760,CARLINDA,2367,2,40,1,3,5,1,243,6,2353,15,1782,7268,142,5486,308
MT,90778,GENERAL CARNEIRO,1094,0,9,2,1,3,0,628,2,758,11,685,3414,65,2729,156
MT,90786,FELIZ NATAL,1638,0,13,1,0,5,0,350,7,1795,7,1909,5983,80,4074,178
MT,90808,NOVO MUNDO,1375,0,46,2,0,7,0,156,5,1696,2,1396,4921,67,3525,169
MT,90824,GAÚCHA DO NORTE,352,0,16,0,2,2,1,600,4,1611,4,1298,4132,55,2834,187
MT,90832,GUIRATINGA,2206,4,24,5,1,21,1,943,14,2825,26,1992,8640,144,6648,434
MT,90840,UNIÃO DO SUL,649,0,8,0,0,3,0,73,5,904,1,837,2575,21,1738,74
MT,90867,NOVA LACERDA,1522,1,36,1,0,2,0,254,14,1138,11,1353,4530,40,3177,158
MT,90883,NOVA UBIRATÃ,1828,0,26,1,1,5,1,227,5,1800,1,1890,5998,76,4108,137
MT,90905,BOM JESUS DO ARAGUAIA,1264,0,15,0,0,2,0,155,4,1213,6,1238,4070,45,2832,128
MT,90913,ITIQUIRA,2470,1,20,0,4,6,0,941,11,1897,13,2075,7920,165,5845,317
MT,90921,SERRA NOVA DOURADA,281,0,18,0,0,3,0,57,0,483,1,189,1085,7,896,46
MT,90948,NOVO SANTO ANTÔNIO,413,1,5,0,0,0,0,103,0,451,1,537,1562,13,1025,38
MT,90956,JACIARA,4636,2,63,4,7,29,1,3013,31,6562,64,4408,19849,439,15441,590
MT,90964,NOVA NAZARÉ,400,0,25,0,0,0,0,75,3,576,3,889,2107,13,1218,123
MT,90980,SANTA CRUZ DO XINGU,285,0,13,2,0,0,0,66,1,606,2,499,1545,12,1046,59
MT,91006,CONQUISTA D'OESTE,631,1,24,1,0,6,0,230,6,850,4,716,2604,26,1888,109
MT,91022,VALE DE SÃO DOMINGOS,661,0,8,1,0,1,1,186,2,1123,5,431,2585,41,2154,125
MT,91049,SANTA RITA DO TRIVELATO,443,0,2,0,1,3,0,165,1,615,1,510,1803,16,1293,46
MT,91057,LUCIARA,342,1,2,0,0,0,0,113,1,825,3,303,1661,16,1358,55
MT,91081,IPIRANGA DO NORTE,854,1,18,0,1,7,0,124,6,1534,1,896,3611,73,2715,96
MT,91090,VILA BELA DA SANTÍSSIMA TRINDADE,3029,2,45,1,1,5,0,1048,7,2709,13,2371,9609,81,7238,297
MT,91103,ITANHANGÁ,958,0,11,2,2,3,1,140,3,1661,2,1247,4197,63,2950,104
MT,91170,NOBRES,3540,5,26,5,3,12,0,1153,8,3137,17,1535,10012,143,8477,428
MT,91197,NORTELÂNDIA,1646,1,12,0,1,4,0,544,3,1468,5,1051,5034,96,3983,203
MT,91219,NOSSA SENHORA DO LIVRAMENTO,5643,2,18,2,2,17,0,686,5,1938,26,1491,10483,134,8992,519
MT,91294,POCONÉ,11141,3,28,3,1,22,1,1117,20,4109,28,2712,20490,336,17778,969
MT,91332,PONTE BRANCA,598,3,3,3,0,1,0,146,3,450,5,346,1671,19,1325,94
MT,91359,PORTO DOS GAÚCHOS,960,1,20,0,0,1,0,195,4,1568,10,1137,4101,56,2964,149
MT,91391,POXORÉU,4356,4,27,5,3,18,1,1211,21,2704,24,3832,13106,257,9274,643
MT,91510,RONDONÓPOLIS,41000,40,533,33,21,307,11,19121,320,40048,804,20025,133442,4192,113417,6987
MT,91537,ROSÁRIO OESTE,5083,2,42,2,1,18,1,939,20,2477,23,1822,11143,195,9321,518
MT,91553,SANTO ANTÔNIO DO LEVERGER,6485,3,23,3,3,26,0,1359,12,2814,35,1823,13351,242,11528,523
MT,91618,TESOURO,832,0,8,1,0,0,0,176,2,479,9,651,2333,37,1682,138
MT,91634,TORIXORÉU,1138,2,5,1,0,3,1,200,1,1034,3,722,3331,41,2609,180
MT,91677,VÁRZEA GRANDE,66635,42,841,43,44,653,9,23379,428,40575,1150,34857,180166,4621,145309,6889
MT,91774,MIRASSOL D'OESTE,5595,4,87,1,4,18,0,1544,23,5918,31,4881,19435,518,14554,811
MT,91812,PEDRA PRETA,4217,7,49,1,0,7,1,979,11,3118,17,2946,12260,398,9314,509
MT,91839,SÃO FÉLIX DO ARAGUAIA,1331,0,50,2,0,0,0,340,4,2173,15,2241,6421,57,4180,208
MT,91855,TANGARÁ DA SERRA,10542,7,215,12,15,69,5,5572,105,26415,173,16002,62304,1229,46302,1943
MT,91898,JUSCIMEIRA,2847,3,22,4,1,17,0,996,19,2411,16,2042,8895,182,6853,335
MT,91910,ÁGUA BOA,2240,4,84,6,3,9,2,810,13,7020,16,4214,15146,204,10932,521
MT,91936,CANARANA,1998,0,35,1,2,15,1,1204,10,5498,19,4246,13848,226,9602,593
MT,91952,NOVA XAVANTINA,3076,6,114,2,2,16,0,1278,26,5019,37,4133,14554,236,10421,609
MT,91979,SANTA TEREZINHA,1529,0,29,2,1,6,0,245,4,1253,1,1504,4821,52,3317,195
MT,91995,SÃO JOSÉ DO RIO CLARO,2648,2,16,2,4,10,0,565,10,4109,9,3023,10957,208,7934,351
MT,98191,JUARA,3712,2,113,3,3,26,1,964,39,10486,44,6897,23642,534,16745,818
MT,98310,JUÍNA,8517,7,79,6,3,22,0,808,23,10914,55,7887,29805,629,21918,855
MT,98337,DENISE,1850,0,7,1,4,8,0,591,21,1563,4,1469,5858,125,4389,215
MT,98612,ALTO TAQUARI,1054,0,9,1,1,6,0,916,9,2105,14,1761,6212,121,4451,215
MT,98639,ARAGUAIANA,855,3,9,0,0,2,0,188,3,581,0,267,2009,18,1742,83
MT,98655,CAMPINÁPOLIS,2551,1,100,4,0,1,1,1130,3,2383,11,2153,8726,84,6573,304
MT,98671,COCALINHO,1393,1,16,1,1,1,0,332,3,872,2,785,3658,59,2873,192
MT,98698,ITAÚBA,871,0,25,1,1,4,1,103,1,1489,0,1218,3929,54,2711,161
MT,98710,MARCELÂNDIA,2306,1,31,3,2,3,0,166,7,3252,3,2862,9034,82,6172,316
MT,98736,NOVA OLÍMPIA,3776,1,42,2,1,4,0,1314,18,2876,15,3076,11917,330,8841,462
MT,98752,NOVA CANAÃ DO NORTE,1805,1,33,2,3,2,0,418,5,4149,19,2612,9626,206,7014,371
MT,98779,NOVO SÃO JOAQUIM,1054,2,18,1,0,1,0,318,4,1908,7,1470,5014,51,3544,180
MT,98795,NOVO HORIZONTE DO NORTE,711,0,19,0,0,1,0,153,1,1267,2,747,3042,45,2295,96
MT,98817,PEIXOTO DE AZEVEDO,6614,9,80,2,2,18,2,1045,15,5124,48,4615,18604,290,13989,740
MT,98833,PARANAÍTA,2338,1,7,0,0,1,0,180,5,2938,5,1975,7896,156,5921,290
MT,98850,PORTO ALEGRE DO NORTE,1510,0,24,2,1,3,0,351,5,2462,10,2139,6829,80,4690,242
MT,98876,PORTO ESPERIDIÃO,2715,1,18,2,0,2,1,370,6,2341,11,2032,7917,95,5885,323
MT,98892,PRIMAVERA DO LESTE,8568,10,141,2,6,51,0,4046,57,15267,129,9810,40434,904,30624,1443
MT,98914,RESERVA DO CABAÇAL,569,0,7,0,0,0,0,191,2,626,2,474,2011,44,1537,96
MT,98930,SORRISO,12785,7,224,11,7,75,3,2975,52,18990,133,10744,48603,1113,37859,1484
MT,98957,TERRA NOVA DO NORTE,3264,1,26,1,0,5,0,231,5,2565,14,2322,8798,108,6476,256
MT,98973,VERA,1934,1,26,1,0,10,0,205,3,2176,17,1725,6400,115,4675,187
MT,98990,VILA RICA,2492,0,91,3,2,13,1,375,6,5210,18,4537,13461,256,8924,457
MT,99015,COMODORO,3023,1,51,5,3,11,0,861,8,5173,26,3747,13528,147,9781,472
MT,99031,FIGUEIRÓPOLIS D'OESTE,481,0,7,1,0,3,0,219,2,1501,5,750,3193,58,2443,166
MT,99058,GUARANTÃ DO NORTE,4822,3,115,7,2,16,0,676,19,7973,20,5876,20588,325,14712,734
MT,99074,INDIAVAÍ,725,0,10,0,1,3,0,152,4,475,2,194,1676,15,1482,95
PA,4006,GOIANÉSIA DO PARÁ,9486,3,332,3,1,35,1,1042,24,4100,29,6880,22935,264,16055,735
PA,4014,ABAETETUBA,56350,27,552,7,17,95,1,6657,166,14630,487,17141,99244,943,82103,2171
PA,4022,TAILÂNDIA,17939,15,457,10,3,42,1,2323,37,9642,53,10931,43389,618,32458,1318
PA,4030,ACARÁ,20899,22,473,2,4,11,0,2507,27,5692,94,7409,38634,300,31225,1194
PA,4049,BOM JESUS DO TOCANTINS,3609,1,90,0,0,6,0,827,6,1867,5,3054,9916,97,6862,354
PA,4057,AFUÁ,10571,8,139,1,0,5,1,785,8,5284,22,5375,23114,107,17739,808
PA,4065,SÃO JOÃO DE PIRABAS,8100,9,115,3,4,16,0,1455,23,2122,69,4033,16628,182,12595,497
PA,4073,ALENQUER,13499,5,304,3,2,18,0,2466,16,9413,57,8616,35525,211,26909,915
PA,4081,TUCUMÃ,8223,4,235,6,6,19,0,1527,11,7103,21,6282,24594,339,18312,818
PA,4090,ALMEIRIM,10329,1,133,0,2,12,0,2019,13,2185,27,4911,20414,217,15503,565
PA,4103,MÃE DO RIO,9419,5,75,5,1,27,2,1932,11,5583,34,5510,23585,259,18075,722
PA,4111,ALTAMIRA,22921,14,515,14,11,119,3,5747,113,16304,228,17160,67493,1809,50333,2535
PA,4120,ELDORADO DOS CARAJÁS,7236,2,230,3,1,29,2,1263,7,3787,28,4640,18272,304,13632,740
PA,4138,ANAJÁS,6194,6,107,4,0,4,2,1160,11,4059,20,4406,16713,59,12307,681
PA,4146,SANTA LUZIA DO PARÁ,6981,3,51,2,2,16,1,1204,10,2901,16,3529,15411,145,11882,550
PA,4154,ANANINDEUA,94575,396,3184,74,76,1356,19,57791,1496,59878,4871,23491,264577,7290,241086,10080
PA,4162,PALESTINA DO PARÁ,2330,3,23,1,0,2,0,207,3,1386,7,1745,5949,45,4204,197
PA,4170,AUGUSTO CORRÊA,15353,5,137,10,3,36,0,2403,33,5649,40,8158,33344,358,25186,1159
PA,4189,IPIXUNA DO PARÁ,8312,4,61,1,1,5,0,1339,16,3115,16,4415,18105,122,13690,698
PA,4197,AVEIRO,4840,2,100,2,0,4,1,388,2,1251,10,3089,10023,60,6934,274
PA,4200,JACAREACANGA,1900,0,51,0,1,1,0,1919,3,1419,7,2820,8650,75,5830,454
PA,4219,BAGRE,6511,0,91,2,2,4,0,546,4,723,5,3247,11561,59,8314,367
PA,4227,BRASIL NOVO,4191,4,62,3,1,22,1,492,12,4159,10,2821,12420,203,9599,439
PA,4235,BAIÃO,10801,7,133,2,0,18,0,2313,9,3635,44,4227,21980,263,17753,528
PA,4243,SANTA BÁRBARA DO PARÁ,6818,10,138,1,1,78,1,1512,26,2413,77,2187,14002,252,11815,488
PA,4251,BARCARENA,38908,54,937,10,4,215,2,8291,127,8326,400,9041,69338,1174,60297,1849
PA,4260,ÁGUA AZUL DO NORTE,3036,2,192,0,0,10,0,540,4,2447,12,2776,9466,143,6690,304
PA,4278,BELÉM,284647,1566,7892,244,337,4798,53,205732,6104,243620,23573,181245,1023078,25459,841833,37808
PA,4286,TRAIRÃO,3338,0,103,1,0,1,0,240,3,2697,7,2779,9503,90,6724,244
PA,4294,BENEVIDES,14878,24,515,6,3,99,1,5233,83,7143,175,6279,36240,672,29961,1129
PA,4308,PAU D'ARCO,2426,2,49,1,1,10,0,288,3,1457,3,1777,6251,40,4474,194
PA,4316,BONITO,5450,5,66,0,0,11,0,832,11,1917,16,1808,10712,157,8904,439
PA,4324,ULIANÓPOLIS,6523,2,160,1,0,8,1,1384,12,2658,18,4315,15691,156,11376,453
PA,4332,BRAGANÇA,33452,15,238,8,15,165,1,10367,201,13435,265,16656,77784,880,61128,2086
PA,4340,AURORA DO PARÁ,8687,1,44,0,1,10,0,892,11,2451,18,3680,16492,124,12812,573
PA,4359,BREVES,24915,17,286,8,1,80,0,3203,80,10100,229,14997,56443,435,41446,2092
PA,4367,TERRA SANTA,4830,0,36,1,1,8,0,1086,4,1952,7,3440,11737,104,8297,268
PA,4375,BUJARU,9645,4,82,3,3,8,1,2126,20,2548,46,3183,18366,154,15183,543
PA,4383,NOVO PROGRESSO,4311,0,125,3,0,15,1,228,8,7015,11,5532,17908,229,12376,430
PA,4391,CACHOEIRA DO ARARI,9742,5,55,1,2,20,0,1083,13,1223,30,4105,16828,104,12723,445
PA,4405,VITÓRIA DO XINGU,3605,1,104,1,0,9,0,917,11,2458,13,2544,10090,156,7546,271
PA,4413,CAMETÁ,44565,13,572,9,7,48,1,5866,67,13871,180,14107,81663,541,67556,1816
PA,4421,NOVO REPARTIMENTO,17103,5,401,7,2,35,2,1810,29,8641,17,10662,40480,388,29818,1378
PA,4430,CAPANEMA,20775,15,310,3,7,71,2,5539,82,9197,269,7619,46383,1026,38764,1468
PA,4448,BREU BRANCO,13080,6,369,5,3,39,0,1737,26,4603,22,8698,29931,390,21233,953
PA,4456,CAPITÃO POÇO,16833,8,140,6,2,31,0,4017,45,6935,115,3166,33120,469,29954,1353
PA,4464,SÃO DOMINGOS DO ARAGUAIA,6307,4,129,4,0,20,0,1185,20,2600,15,4695,15805,197,11110,629
PA,4472,CASTANHAL,40925,63,1425,31,20,397,5,22307,289,29848,1000,10550,112882,2318,102332,3704
PA,4480,NOVA ESPERANÇA DO PIRIÁ,6314,2,47,2,1,8,0,426,5,2733,7,2947,13100,100,10153,508
PA,4499,CHAVES,5207,3,43,7,1,5,2,797,4,1378,6,4159,12180,64,8021,504
PA,4502,ABEL FIGUEIREDO,2450,0,25,0,0,3,0,270,3,952,2,1638,5593,40,3955,210
PA,4510,COLARES,5122,2,31,2,3,11,0,794,17,1247,29,1755,9467,133,7712,321
PA,4529,CUMARU DO NORTE,2044,2,45,0,1,6,0,309,3,1547,5,2611,6887,46,4276,268
PA,4537,CONCEIÇÃO DO ARAGUAIA,9546,10,182,6,1,42,2,4293,22,7500,50,9088,32370,463,23282,1165
PA,4545,TERRA ALTA,4835,3,58,1,2,4,1,867,13,1378,25,950,8462,99,7512,226
PA,4553,CURRALINHO,10280,8,58,0,0,9,0,680,14,1891,42,4048,17724,78,13676,616
PA,4561,FLORESTA DO ARAGUAIA,4818,3,105,0,1,11,0,646,5,2565,2,3772,12505,124,8733,453
PA,4570,CURUÇÁ,16325,7,139,1,1,23,1,1694,19,3230,59,3594,26437,296,22843,1048
PA,4588,BANNACH,819,0,46,1,0,0,0,210,2,877,0,1093,3159,21,2066,90
PA,4596,FARO,3185,0,14,1,1,3,0,378,3,496,8,1898,6145,28,4247,130
PA,4600,NOVA IPIXUNA,3589,0,51,1,3,4,0,521,5,3150,8,3051,10885,99,7834,403
PA,4618,GURUPÁ,7975,2,50,0,0,23,1,698,4,3344,13,3499,16067,43,12568,415
PA,4626,PLACAS,4430,1,45,3,3,3,0,271,4,3175,7,2877,11351,163,8474,369
PA,4634,IGARAPÉ-AÇU,13323,6,195,4,4,50,0,2934,36,4492,129,4961,27632,560,22671,938
PA,4642,MARITUBA,28265,87,569,10,19,233,3,9409,252,11871,766,10626,65843,1564,55217,2169
PA,4650,IGARAPÉ-MIRI,24879,10,595,2,3,48,4,2545,45,6414,65,8725,44865,351,36140,1179
PA,4669,TRACUATEUA,12177,3,51,1,2,14,2,1766,24,2604,54,4229,21780,171,17551,682
PA,4677,INHANGAPI,3372,1,45,1,1,6,1,1393,16,1974,26,1183,8344,73,7161,252
PA,4685,QUATIPURU,4050,0,42,2,0,4,1,749,8,1573,30,2863,9661,100,6798,239
