STATE,CD_MUN,NM_MUN,VOTES_PDT_12,VOTES_INCUMBENT,VOTES_PSL_17,VOTES_DC_27,VOTES_PCO_29,VOTES_PRP_44,VOTES_CHALLENGER,VOTES_PSOL_50,QT_ABST,QT_APT,QT_ATTEND,QT_BLANK,QT_NULL
BA,34231,CANARANA,209,7458,18,4,1,20,3481,199,3621,16407,12786,290,1107
BA,34258,CANAVIEIRAS,447,11662,15,14,1,26,3654,400,7601,25227,17626,284,1124
BA,34274,CANDEAL,123,4063,3,4,1,19,1338,110,1674,8097,6423,184,579
BA,34290,CANDEIAS,563,30557,6,17,4,15,4139,1226,3828,43564,39736,1157,2056
BA,34312,CANDIBA,144,4202,77,3,1,15,1903,71,2225,9914,7689,380,894
BA,34339,CÂNDIDO SALES,317,8538,10,2,2,12,3918,140,5106,19837,14731,275,1519
BA,34355,CANSANÇÃO,331,11867,8,5,1,39,3228,101,5624,22837,17213,333,1301
BA,34363,CARAÍBAS,111,2110,0,2,4,10,2365,64,3186,8668,5482,94,726
BA,34371,CARAVELAS,201,6673,8,7,0,17,1598,362,4346,14486,10140,245,1029
BA,34398,CARDEAL DA SILVA,98,2712,2,2,0,6,704,81,1680,5863,4183,127,451
BA,34410,CARINHANHA,284,7185,6,3,1,21,4980,49,4245,18302,14057,178,1351
BA,34436,CASA NOVA,584,20322,16,16,5,57,7176,555,8752,42966,34214,1029,4459
BA,34452,CASTRO ALVES,285,9972,5,2,1,16,3035,371,2768,18181,15413,383,1344
BA,34479,CATOLÂNDIA,49,1882,2,0,3,15,218,24,309,2804,2495,52,253
BA,34495,CATU,552,22586,11,194,4,23,4129,989,6808,38121,31313,1150,1679
BA,34509,CATURAMA,137,2929,8,1,1,7,1058,59,2204,7089,4885,175,511
BA,34517,CENTRAL,214,6535,10,10,1,9,2170,170,2178,12194,10016,210,688
BA,34533,CHORROCHÓ,57,3895,4,0,1,15,1518,77,1551,8078,6527,89,872
BA,34550,CÍCERO DANTAS,356,9987,9,12,5,20,5213,321,5943,24778,18835,641,2276
BA,34576,CIPÓ,207,4803,3,14,2,13,2656,122,3148,11892,8744,140,786
BA,34592,COARACI,397,7857,12,4,1,16,3186,254,5457,18490,13033,195,1112
BA,34614,COCOS,166,5025,7,3,0,16,2567,81,3161,12757,9596,320,1411
BA,34630,CONCEIÇÃO DA FEIRA,177,7349,3,3,2,8,1933,229,2339,12982,10643,325,616
BA,34657,CONCEIÇÃO DO ALMEIDA,166,7095,2,2,0,8,1537,191,2745,12945,10200,273,926
BA,34673,CONCEIÇÃO DO COITÉ,816,22590,12,20,4,29,8493,642,8184,44797,36613,1097,2914
BA,34690,CONCEIÇÃO DO JACUÍPE,330,10268,6,17,7,11,4189,506,4218,21125,16907,450,1130
BA,34711,CONDE,186,6569,5,3,3,13,1977,208,3023,13452,10429,290,1178
BA,34738,CONDEÚBA,183,4965,15,7,3,19,3152,115,4523,14777,10254,306,1492
BA,34754,CONTENDAS DO SINCORÁ,16,1484,1,0,0,5,856,23,465,3221,2756,57,314
BA,34770,CORAÇÃO DE MARIA,303,9945,8,8,1,19,2754,304,4374,19407,15033,519,1173
BA,34797,CORDEIROS,72,1496,5,2,1,10,1897,98,1100,5383,4283,86,617
BA,34819,CORIBE,198,5535,8,4,2,15,1687,70,2683,11411,8728,346,865
BA,34835,CORONEL JOÃO SÁ,174,4279,6,2,2,14,2666,130,2428,11101,8673,237,1165
BA,34851,CORRENTINA,482,9661,15,5,2,17,3931,322,5254,22019,16765,468,1864
BA,34878,COTEGIPE,158,4456,4,0,0,19,1360,41,2186,9184,6998,140,820
BA,34894,CRAVOLÂNDIA,44,2380,0,0,0,4,432,53,959,4404,3445,144,388
BA,34916,CRISÓPOLIS,188,7018,2,7,3,18,1876,99,3556,14411,10855,282,1365
BA,34932,CRISTÓPOLIS,112,5421,2,2,1,31,1558,90,2068,10367,8299,112,971
BA,34959,CRUZ DAS ALMAS,725,19497,15,12,8,31,8768,1015,7730,40440,32710,918,1729
BA,34975,CURAÇÁ,410,11578,3,7,3,20,3730,217,3893,21470,17577,249,1363
BA,34991,DÁRIO MEIRA,201,3887,16,3,0,8,942,83,2077,8228,6151,94,917
BA,35017,DOM BASÍLIO,125,3997,14,2,3,16,1832,74,976,7766,6790,222,508
BA,35033,DOM MACEDO COSTA,45,1645,3,0,0,5,569,66,425,3087,2662,64,265
BA,35050,ELÍSIO MEDRADO,81,3222,3,2,0,15,1375,85,1073,6537,5464,99,582
BA,35076,ENCRUZILHADA,270,5383,9,3,7,11,3787,181,4445,16023,11578,257,1677
BA,35092,ENTRE RIOS,373,11473,6,7,0,20,4146,522,6600,25612,19012,793,1672
BA,35114,ESPLANADA,247,8942,8,8,2,13,3220,418,1532,16076,14544,498,1190
BA,35130,EUCLIDES DA CUNHA,643,17764,17,8,5,22,7083,357,10332,40138,29806,844,3068
BA,35149,FEIRA DA MATA,56,1796,2,0,0,5,1065,35,943,4315,3372,55,358
BA,35157,FEIRA DE SANTANA,7746,162397,118,268,56,239,68832,15840,51616,329582,277966,7619,14907
BA,35173,FIRMINO ALVES,32,1638,2,0,1,1,706,43,294,3183,2889,80,387
BA,35190,FLORESTA AZUL,102,3657,3,3,0,38,1830,110,1803,8165,6362,90,529
BA,35211,FORMOSA DO RIO PRETO,168,4890,5,1,4,114,4126,111,3091,14005,10914,242,1257
BA,35238,GANDU,368,6439,11,14,1,23,6294,483,5755,21230,15475,342,1501
BA,35254,GENTIO DO OURO,94,3451,3,1,0,9,2121,59,2000,8495,6495,165,592
BA,35270,GLÓRIA,135,5581,3,2,0,15,1789,148,2012,10782,8770,189,908
BA,35297,GONGOGI,77,2404,0,4,1,3,1080,81,2432,6543,4111,54,408
BA,35319,GOVERNADOR MANGABEIRA,191,7409,7,9,1,23,2254,186,2086,13336,11250,279,892
BA,35335,GUANAMBI,946,20984,117,33,5,29,12999,852,10359,50840,40481,1100,3421
BA,35351,GUARATINGA,213,7838,3,2,0,6,1775,158,6042,16972,10930,171,764
BA,35378,IAÇU,224,8271,8,6,0,22,2954,272,6038,19723,13685,426,1502
BA,35394,IBIASSUCÊ,147,2933,1,1,1,9,2202,21,1882,7823,5941,75,552
BA,35416,IBICARAÍ,331,8056,25,5,4,20,3831,300,6543,20364,13821,248,1005
BA,35432,IBICOARA,153,3438,7,4,0,6,2302,72,1500,8536,7036,195,859
BA,35459,IBICUÍ,208,4293,6,2,2,17,2134,139,3261,11171,7910,236,875
BA,35475,IBIPEBA,272,6776,13,4,0,10,1715,124,1686,11366,9680,228,538
BA,35491,SANTA RITA DE CÁSSIA,302,8878,7,6,3,62,4152,155,4246,19055,14809,325,922
BA,35513,IBIPITANGA,162,4040,5,2,2,10,2093,49,2000,9343,7343,257,725
BA,35530,IBIQUERA,57,1764,3,0,0,4,423,23,564,3180,2616,36,306
BA,35556,IBIRAPITANGA,329,6412,5,3,3,18,2069,288,5885,16293,10408,212,1072
BA,35572,IBIRAPUÃ,79,2383,3,0,2,7,1011,53,762,4917,4155,87,532
BA,35599,IBIRATAIA,235,5625,9,100,2,23,3730,180,4826,16429,11603,223,1478
BA,35610,IBITIARA,102,3832,0,1,6,14,3116,113,3134,11492,8358,165,1015
BA,35637,IBITITÁ,176,6977,6,6,1,14,3005,162,2808,13908,11100,160,594
BA,35653,IBOTIRAMA,242,7781,10,10,2,16,4149,233,4781,18576,13795,293,1061
BA,35670,ICHU,95,2793,4,1,0,1,855,116,559,4740,4181,88,228
BA,35696,IGAPORÃ,157,4208,12,1,0,9,2658,148,2837,11339,8502,281,1028
BA,35700,IGRAPIÚNA,159,3518,5,1,2,9,1157,171,2138,8261,6123,261,842
BA,35718,IGUAÍ,447,7801,15,38,6,15,2467,206,5463,18352,12889,371,1529
BA,35734,ILHÉUS,2655,54562,142,159,11,78,21341,6921,28572,122076,93504,2739,4907
BA,35750,INHAMBUPE,460,11812,10,10,4,29,3702,244,5528,24132,18604,514,1823
BA,35777,IPECAETÁ,165,5318,5,6,4,9,2977,120,3887,13897,10010,280,1130
BA,35793,IPIAÚ,577,14212,10,13,6,17,4812,1088,8368,31426,23058,454,1875
BA,35815,IPIRÁ,680,18188,18,17,7,37,8677,511,13036,45589,32553,1008,3417
BA,35831,IPUPIARA,77,2794,3,2,1,4,1827,75,950,6259,5309,158,369
BA,35858,IRAJUBA,91,2710,4,1,4,9,801,47,1168,5463,4295,122,510
BA,35874,IRAMAIA,148,3632,3,0,2,5,2045,36,2431,9005,6574,123,582
BA,35890,IRAQUARA,259,7714,7,2,4,15,1715,91,3164,14136,10972,239,930
BA,35912,IRARÁ,344,8958,11,6,2,25,2595,229,1516,15439,13923,344,1411
BA,35939,IRECÊ,670,17364,66,0,2,23,8762,730,8782,39008,30226,787,1824
BA,35947,ITABELA,320,8133,1,10,4,10,3569,171,5473,19367,13894,302,1378
BA,35955,ITABERABA,869,18815,18,14,4,43,6620,1321,11242,42770,31528,943,2885
BA,35971,ITABUNA,2153,49430,67,108,17,174,46766,6124,30420,142770,112350,2201,5327
BA,35998,ITACARÉ,205,5259,4,11,0,4,1490,231,3122,11266,8144,205,735
BA,36013,ITAETÊ,130,4269,3,1,0,14,2126,43,2636,10003,7367,123,658
BA,36030,ITAGI,239,4530,9,2,1,16,2191,64,2396,10549,8153,106,996
BA,36056,ITAGIBÁ,257,5716,14,5,0,13,1381,194,3782,12351,8569,138,851
BA,36072,ITAGIMIRIM,84,1664,3,1,0,2,1032,76,537,3957,3420,91,467
BA,36080,ITAGUAÇU DA BAHIA,113,4293,12,4,2,1,765,37,658,6682,6024,121,678
BA,36099,ITAJU DO COLÔNIA,79,2578,19,1,0,3,772,80,2004,5853,3849,58,259
BA,36110,ITAJUÍPE,243,5538,7,8,2,21,3747,344,1105,11944,10839,206,725
BA,36137,ITAMARAJU,784,17693,20,12,4,25,10903,784,15527,48961,33434,870,2343
BA,36153,ITAMARI,81,2737,3,6,0,12,1134,59,479,4986,4507,79,396
BA,36170,ITAMBÉ,308,6467,10,4,2,19,4223,220,5009,18055,13046,223,1572
BA,36196,ITANAGRA,63,1954,0,1,2,5,874,52,1660,5056,3396,64,383
BA,36218,ITANHÉM,279,6924,4,5,4,11,1871,124,1915,12633,10718,279,1221
BA,36234,ITAPARICA,136,7560,4,16,1,0,1128,351,2825,12635,9810,210,405
BA,36250,ITAPÉ,120,3061,2,1,2,10,1661,135,1867,7569,5702,104,608
BA,36277,ITAPEBI,87,3236,2,3,1,8,1380,78,2884,8476,5592,129,669
BA,36293,ITAPETINGA,658,18393,15,7,6,38,10784,1024,9992,44215,34223,760,2544
BA,36315,ITAPICURU,275,8758,6,5,1,13,2171,134,5174,18988,13814,398,2054
BA,36331,ITAPITANGA,84,3051,5,1,1,5,916,84,2216,6867,4651,66,439
BA,36358,ITAQUARA,122,3377,4,4,0,6,716,65,1434,6400,4966,62,610
BA,36374,ITARANTIM,213,5772,11,6,6,3,2456,104,3348,13151,9803,159,1079
BA,36382,ITATIM,137,3282,5,1,2,17,3386,135,2331,10441,8110,260,887
BA,36390,ITIRUÇU,172,4052,5,2,1,49,2092,155,1294,8743,7449,151,771
BA,36412,ITIÚBA,369,11386,7,4,1,48,5363,162,6036,25572,19536,613,1584
BA,36439,ITORORÓ,275,5587,6,6,1,17,3386,260,3336,14160,10824,224,1063
BA,36455,ITUAÇU,130,4073,72,1,3,28,5345,153,2645,13940,11295,225,1268
BA,36471,ITUBERÁ,224,7298,4,3,1,34,3641,300,4179,17263,13084,431,1149
BA,36498,JACARACI,181,3862,2,1,6,21,2061,102,1907,9301,7394,195,969
BA,36510,JACOBINA,952,25015,103,24,10,85,10277,1107,13933,56220,42287,1143,3581
BA,36536,JAGUAQUARA,616,14677,15,24,5,14,5291,410,7495,31649,24154,679,2428
BA,36552,JAGUARARI,314,10733,7,6,0,31,2566,253,1413,17233,15820,499,1411
BA,36579,JAGUARIPE,141,5428,2,2,0,17,929,97,2846,10547,7701,270,815
BA,36595,JANDAÍRA,75,3107,2,1,0,10,776,64,1745,6420,4675,116,524
BA,36617,JEQUIÉ,2314,51825,58,331,7,44,14796,3227,24369,103514,79145,2007,4543
BA,36633,JEREMOABO,351,10989,55,3,3,12,4711,292,5889,24818,18929,375,2141
BA,36650,JIQUIRIÇÁ,133,2437,3,0,1,21,3638,159,2206,9949,7743,261,1091
BA,36676,JITAÚNA,227,4561,8,6,3,18,2184,191,4001,12547,8546,149,1202
BA,36692,JUAZEIRO,2290,56431,39,46,13,76,24840,3120,20254,113326,93072,1735,4495
BA,36706,JUCURUÇU,95,3307,2,0,0,4,725,63,4460,9325,4865,102,567
BA,36714,JUSSARA,142,5618,14,0,1,12,1427,116,2931,11395,8464,158,977
BA,36730,JUSSIAPE,84,2344,25,0,3,7,2144,75,1987,7279,5292,160,453
BA,36757,LAFAIETE COUTINHO,61,1807,7,3,0,2,381,41,359,3095,2736,83,351
BA,36765,LAGOA REAL,165,3044,3,0,5,11,2241,95,1950,8454,6504,83,862
BA,36773,LAJE,338,8490,15,13,1,23,1975,123,3372,16186,12814,315,1522
BA,36790,LAJEDÃO,56,1666,2,0,0,9,733,28,607,3442,2835,28,313
BA,36811,LAJEDINHO,37,1516,2,0,1,2,423,11,272,2636,2364,37,336
BA,36820,LAJEDO DO TABOCAL,100,3179,3,2,2,5,738,64,1358,6154,4796,107,598
BA,36838,LAMARÃO,84,2985,4,4,0,6,730,63,1956,6446,4490,131,483
BA,36854,LAURO DE FREITAS,1949,45419,26,61,15,52,11600,4381,13211,82646,69435,2279,3668
BA,36870,LENÇÓIS,110,3152,2,2,0,6,682,80,1385,5926,4541,123,384
BA,36897,LICÍNIO DE ALMEIDA,141,2978,10,2,2,7,2301,90,857,7157,6300,160,611
BA,36919,LIVRAMENTO DE NOSSA SENHORA,479,13141,91,5,3,17,6149,204,6929,29450,22521,548,1887
BA,36935,MACAJUBA,141,4170,7,1,2,6,1103,67,1947,8600,6653,225,933
BA,36951,MACARANI,223,5196,3,6,1,8,2128,108,1282,10514,9232,214,1346
BA,36978,MACAÚBAS,493,11973,12,5,5,15,6082,202,7161,28703,21542,481,2279
BA,36994,MACURURÉ,85,2465,4,0,0,13,1467,98,1255,6057,4802,71,599
BA,37010,MAIQUINIQUE,91,2445,2,13,2,4,1268,62,671,5250,4579,81,613
BA,37036,MAIRI,326,5246,15,5,3,20,3142,182,4377,14943,10566,370,1260
BA,37052,MALHADA,185,5371,9,0,3,13,1748,41,2626,11004,8378,159,852
BA,37079,MALHADA DE PEDRAS,77,2921,5,2,0,5,1170,70,1543,6659,5116,80,786
BA,37095,MANOEL VITORINO,212,5369,3,3,4,10,1415,85,3668,11747,8079,164,818
BA,37117,MARACÁS,297,7605,5,4,2,9,3275,232,4611,17654,13043,320,1296
BA,37133,MARAGOGIPE,519,15385,16,9,4,27,4498,561,8417,32410,23993,894,2084
BA,37150,MARAÚ,194,5076,5,5,0,8,1493,149,3478,11623,8145,225,990
BA,37176,MARCIONÍLIO SOUZA,105,3365,6,7,0,2,760,33,810,5693,4883,122,483
BA,37192,MASCOTE,147,3048,4,1,2,13,1850,122,796,6548,5752,91,476
BA,37214,MATA DE SÃO JOÃO,327,12682,12,5,4,26,3361,684,2129,21617,19488,877,1514
BA,37222,MATINA,102,2874,35,4,2,11,1808,64,1633,7627,5994,192,904
BA,37230,MEDEIROS NETO,235,8162,8,0,0,18,2174,184,2203,14639,12436,194,1461
BA,37257,MIGUEL CALMON,323,9376,10,6,4,26,3494,344,4670,20577,15907,314,2014
BA,37273,MILAGRES,118,2844,0,0,1,5,2670,53,2089,8593,6504,81,733
BA,37290,MIRANGABA,134,3732,2,2,1,32,2838,104,2484,10599,8115,224,1047
BA,37303,MIRANTE,70,2256,0,3,0,10,1651,31,1587,6301,4714,73,620
BA,37311,MONTE SANTO,496,14703,14,14,6,31,8040,204,9081,36634,27553,812,3239
BA,37338,MORPARÁ,96,3193,3,2,3,6,1355,39,1992,7239,5247,61,492
BA,37354,MORRO DO CHAPÉU,350,10429,12,11,3,40,4750,371,6484,24880,18396,411,2022
BA,37370,MORTUGABA,105,3076,3,3,1,16,2026,73,3431,9835,6404,131,971
BA,37397,MUCUGÊ,113,2168,5,3,2,16,2565,82,1259,7038,5779,141,686
BA,37419,MUCURI,334,10503,6,8,6,17,3602,566,6428,22945,16517,372,1109
BA,37427,MULUNGU DO MORRO,111,3238,2,3,1,43,2337,69,1691,8207,6516,168,545
BA,37435,MUNDO NOVO,361,6679,7,3,3,20,2784,111,3530,15088,11558,306,1287
BA,37451,MUNIZ FERREIRA,88,3035,6,9,2,12,1267,130,744,5888,5144,156,441
BA,37460,MUQUÉM DO SÃO FRANCISCO,83,2907,2,1,1,7,1193,34,1284,5984,4700,69,404
BA,37478,MURITIBA,250,9223,7,7,3,22,3725,678,4500,20233,15733,519,1302
BA,37494,MUTUÍPE,252,5650,5,5,1,29,5067,180,3701,16410,12709,227,1294
BA,37516,NAZARÉ,253,10484,6,2,2,13,2219,365,1729,16366,14637,435,860
BA,37532,NILO PEÇANHA,117,3169,3,4,0,86,1562,146,1859,7924,6065,315,663
BA,37559,NOVA CANAÃ,267,4901,8,16,1,10,1770,98,3137,11426,8289,187,1032
BA,37567,NOVA FÁTIMA,96,2593,2,3,0,8,1246,60,487,5129,4642,132,502
BA,37575,NOVA ITARANA,70,2300,1,0,2,9,1063,34,1324,5407,4083,93,513
BA,37583,NOVA REDENÇÃO,145,3076,4,0,1,3,715,59,1667,6295,4628,82,544
BA,37591,NOVA SOURE,365,9798,9,3,1,12,1785,142,5063,18704,13641,276,1251
BA,37613,NOVA VIÇOSA,251,10014,2,3,5,19,3582,402,6087,22223,16136,389,1474
BA,37621,NOVO TRIUNFO,104,2521,2,2,0,11,1850,56,1783,7036,5253,111,596
BA,37630,OLINDINA,212,9776,7,0,6,14,1685,240,4782,18793,14011,454,1623
BA,37656,OLIVEIRA DOS BREJINHOS,232,6983,17,10,6,9,2988,136,4398,16754,12356,419,1562
BA,37672,OURIÇANGAS,127,2742,2,8,0,4,1131,77,760,5622,4862,114,657
BA,37680,OUROLÂNDIA,109,3319,2,1,1,40,3552,96,3034,11646,8612,178,1315
BA,37699,PALMAS DO MONTE ALTO,328,7114,33,5,1,14,2410,108,3836,15429,11593,221,1360
BA,37710,PALMEIRAS,83,2752,1,1,0,4,1051,96,1372,5989,4617,80,549
BA,37737,PARAMIRIM,301,6260,14,3,2,4,2515,136,4076,14692,10616,380,1003
BA,37753,PARATINGA,244,11898,6,1,1,13,2216,97,5531,21321,15790,187,1128
BA,37770,PARIPIRANGA,361,7721,6,2,3,23,5689,228,4365,20510,16145,466,1649
BA,37796,PAU BRASIL,110,3419,1,1,0,4,991,68,663,5767,5104,84,426
BA,37818,PAULO AFONSO,945,34761,23,11,6,22,10609,1338,13550,65867,52317,1061,3547
BA,37834,PEDRÃO,84,2402,0,0,1,9,760,76,444,4290,3846,135,380
BA,37850,PEDRO ALEXANDRE,90,2134,3,1,1,14,2412,122,1770,7980,6210,188,1246
BA,37877,PIATÃ,279,6485,72,5,4,19,2109,151,4154,14957,10803,293,1390
BA,37893,PILÃO ARCADO,397,8657,10,8,4,37,4990,127,6489,22753,16264,197,1841
BA,37915,PINDAÍ,139,3247,54,10,3,10,3258,104,3377,11690,8313,278,1213
BA,37931,PINDOBAÇU,218,5365,2,0,2,68,4146,153,3649,15046,11397,440,1005
BA,37940,PIRAÍ DO NORTE,57,1578,1,2,0,16,2034,61,1559,5780,4221,114,358
BA,37958,PIRIPÁ,117,2474,41,0,0,8,1825,69,2840,8142,5302,76,692
BA,37974,PIRITIBA,189,6494,11,3,2,16,2028,120,3233,13332,10099,177,1061
BA,37990,PLANALTINO,59,2439,2,2,0,7,1178,44,420,5117,4697,151,815
BA,38016,PLANALTO,280,6841,11,6,5,15,3512,127,4007,16476,12469,275,1402
BA,38032,POÇÕES,644,12928,16,36,3,15,5580,519,8717,30953,22236,523,1975
BA,38059,POJUCA,287,11181,13,11,2,16,3501,880,1496,19478,17982,818,1275
BA,38067,PONTO NOVO,151,4439,5,1,1,21,2224,61,2480,10440,7960,198,860
BA,38075,PORTO SEGURO,854,29181,17,29,10,42,9739,2403,14887,60950,46063,1103,2695
BA,38091,POTIRAGUÁ,125,3311,2,5,0,4,1145,124,2589,8054,5465,125,624
BA,38113,PRADO,255,6508,4,2,1,11,3694,385,5453,17698,12245,364,1022
BA,38130,PRESIDENTE DUTRA,134,6320,16,1,3,6,1062,123,2242,10581,8339,175,502
BA,38156,PRESIDENTE JÂNIO QUADROS,110,3234,5,1,1,14,2098,93,3389,10291,6902,133,1214
BA,38164,PRESIDENTE TANCREDO NEVES,191,3769,6,2,2,29,5898,115,2819,14927,12108,323,1775
BA,38172,QUEIMADAS,258,8485,4,5,1,13,3438,230,5271,19448,14177,367,1377
BA,38199,QUINJINGUE,366,9961,7,6,3,9,3448,151,4452,20234,15782,245,1589
BA,38210,REMANSO,556,14172,8,5,4,30,3614,242,7519,28331,20812,304,1881
BA,38237,RETIROLÂNDIA,152,5700,3,3,3,4,1440,118,1109,9368,8259,208,631
BA,38253,RIACHÃO DAS NEVES,287,7849,14,1,0,96,3121,104,5270,18565,13295,339,1484
BA,38270,RIACHÃO DO JACUÍPE,412,11689,9,4,4,18,5612,363,2762,22672,19910,445,1358
BA,38296,RIACHO DE SANTANA,288,7605,44,9,3,33,5957,289,5235,22303,17068,789,2054
BA,38318,RIBEIRA DO AMPARO,197,3971,7,1,3,15,1927,74,1779,9054,7275,140,943
BA,38334,RIBEIRA DO POMBAL,601,14109,17,13,5,45,7700,634,7821,33645,25824,539,2166
BA,38342,RIBEIRÃO DO LARGO,140,3197,1,0,1,6,1527,85,1859,7704,5845,93,796
BA,38350,RIO DE CONTAS,187,4975,9,5,2,9,2059,103,2084,10459,8375,263,765
BA,38377,RIO DO ANTÔNIO,197,4082,36,6,0,15,2068,93,2881,10497,7616,184,935
BA,38393,RIO DO PIRES,98,2997,11,3,1,11,2430,54,2044,8542,6498,208,686
BA,38415,RIO REAL,306,12281,4,2,5,32,3865,344,4870,24015,19145,506,1805
BA,38431,RODELAS,70,2572,0,1,0,4,951,37,773,4740,3967,47,285
BA,38458,RUY BARBOSA,415,11279,35,6,0,13,2498,146,5727,21934,16207,278,1537
BA,38474,SALINAS DA MARGARIDA,85,4421,1,0,0,5,993,165,1784,8007,6223,165,388
BA,38490,SALVADOR,47231,872600,714,1599,406,1432,227685,125022,246810,1657559,1410749,54594,79872
BA,38512,SANTA BÁRBARA,240,6897,11,6,2,11,2725,128,1226,12572,11346,226,1102
BA,38539,SANTA BRÍGIDA,149,3914,3,2,7,14,2200,131,1903,9752,7849,168,1268
BA,38555,SANTA CRUZ DE CABRÁLIA,191,5763,3,11,1,4,2527,432,3349,13119,9770,227,612
BA,38571,SANTA CRUZ DA VITÓRIA,59,1815,11,0,0,5,556,52,1405,4224,2819,59,262
BA,38598,SANTA INÊS,108,4298,5,1,1,6,810,88,2713,8881,6168,204,648
BA,38610,SANTALUZ,392,13005,4,4,0,18,4613,340,3131,23584,20453,377,1700
BA,38636,SANTA MARIA DA VITÓRIA,428,11543,87,9,3,45,5490,358,6660,27003,20343,410,1973
BA,38652,SANTANA,320,8790,18,7,4,22,3443,157,4467,19079,14612,287,1568
BA,38679,SANTANÓPOLIS,107,3744,2,2,1,13,1275,75,1232,7289,6057,204,635
BA,38695,SANTA TEREZINHA,119,2971,0,2,0,12,1276,88,1338,6671,5333,187,678
BA,38717,SANTO AMARO,747,26139,13,69,9,24,3203,1504,9048,43565,34517,1148,1670
BA,38733,SANTO ANTÔNIO DE JESUS,1141,28974,10,65,7,32,9810,1871,9908,56299,46391,1392,3096
BA,38750,SANTO ESTEVÃO,450,16149,12,3,8,17,4100,340,7283,30689,23406,488,1847
BA,38776,SÃO DESIDÉRIO,233,7697,7,6,1,25,2782,122,1683,13775,12092,236,984
BA,38792,SÃO FÉLIX,123,5361,3,1,2,10,1546,222,1920,10105,8185,201,718
BA,38806,SÃO DOMINGOS,127,3285,5,1,0,1,1429,78,543,5979,5436,115,395
BA,38814,SÃO FELIPE,199,6230,4,5,0,24,3138,164,1497,12659,11162,333,1065
BA,38822,SÃO FÉLIX DO CORIBE,118,3333,8,2,0,29,2454,130,1216,8017,6801,186,541
BA,38830,SÃO FRANCISCO DO CONDE,415,13808,7,7,4,11,4240,554,3222,23696,20474,436,996
BA,38857,SÃO GONÇALO DOS CAMPOS,304,13092,14,12,2,16,2465,526,3138,21278,18140,565,1146
BA,38865,SÃO JOSÉ DO JACUÍPE,159,2880,2,2,0,14,1552,68,1302,6711,5409,187,545
BA,38873,SÃO MIGUEL DAS MATAS,124,3749,0,0,0,13,1624,99,1750,8130,6380,119,652
BA,38890,SÃO SEBASTIÃO DO PASSÉ,417,18148,7,10,5,15,3172,865,5710,30381,24671,667,1370
BA,38911,SAPEAÇU,186,7176,2,3,2,8,2196,196,3383,14429,11046,286,993
BA,38938,SÁTIRO DIAS,161,4138,7,1,4,13,2732,116,2925,11490,8565,227,1170
BA,38946,SAUBARA,87,4703,2,8,3,1,1179,202,1920,8835,6915,251,482
BA,38954,SAÚDE,174,3878,7,3,1,75,1697,162,1855,8952,7097,248,853
BA,38970,SEABRA,448,15702,7,2,1,14,2749,260,6194,27271,21077,434,1461
BA,38997,SEBASTIÃO LARANJEIRAS,105,2981,28,1,2,9,1161,63,1978,6984,5006,184,474
BA,39012,SENHOR DO BONFIM,949,19702,13,9,5,44,13186,1109,10204,48603,38399,949,2438
BA,39039,SENTO SÉ,216,9279,5,5,1,36,8116,347,5688,25374,19686,248,1434
BA,39047,SERRA DO RAMALHO,268,10362,56,5,4,17,3036,167,5989,21708,15719,291,1517
BA,39055,SERRA DOURADA,165,6860,2,1,2,5,2342,78,3015,13270,10255,198,604
BA,39071,SERRA PRETA,258,6782,7,5,2,11,1863,158,1773,12320,10547,346,1117
BA,39098,SERRINHA,879,29316,19,94,5,25,5663,971,10751,51783,41032,934,3131
BA,39110,SERROLÂNDIA,122,3062,1,9,2,20,2377,124,2151,8964,6813,183,915
BA,39136,SIMÕES FILHO,915,43053,17,90,9,35,6513,2290,10867,68264,57397,1644,2840
BA,39144,SÍTIO DO MATO,107,4255,4,2,0,3,1234,99,1905,8216,6311,103,504
BA,39152,SOUTO SOARES,78,4250,6,2,0,11,2782,81,2710,10870,8160,271,679
BA,39179,TABOCAS DO BREJO VELHO,153,4671,3,2,0,11,1127,66,2149,8997,6848,176,639
BA,39195,TANHAÇU,257,5373,9,0,4,17,5104,168,3532,15810,12278,155,1195
BA,39217,TANQUINHO,114,3090,1,8,0,3,627,76,325,4638,4313,78,316
BA,39233,TAPEROÁ,177,4025,5,4,2,62,2298,206,1132,9288,8156,376,1003
BA,39250,TAPIRAMUTÁ,199,4740,3,2,1,4,1555,85,2435,9977,7542,108,846
BA,39276,TEODORO SAMPAIO,90,2786,4,4,0,11,642,62,608,4739,4131,160,372
BA,39292,TEOFILÂNDIA,221,7260,5,5,2,11,1894,74,1592,12333,10741,266,1005
BA,39314,TEOLÂNDIA,109,4051,2,3,3,11,2246,115,2225,9775,7550,146,867
BA,39330,TERRA NOVA,117,4755,5,3,3,5,1467,224,2311,9747,7436,222,638
BA,39357,TREMEDAL,281,4128,13,9,3,14,4225,113,5940,16280,10340,161,1396
BA,39373,TUCANO,643,15583,16,8,5,34,6051,501,7711,34000,26289,658,2795
BA,39390,UAUÁ,317,8354,4,9,2,25,5177,259,5049,20779,15730,326,1259
BA,39411,UBAÍRA,248,5693,7,12,0,25,3531,127,4091,15159,11068,240,1185
BA,39438,UBAITABA,339,6152,6,9,2,34,3026,391,4506,15730,11224,211,1056
BA,39454,UBATÃ,283,4965,10,4,5,18,3334,265,2877,13070,10193,350,964
